policy_entropy,ep_reward_mean,true_reward,policy_loss,clipfrac,fps,value_loss,approxkl,time_elapsed,serial_timesteps,n_updates,explained_variance,total_timesteps,ep_len_mean
5.634902,-0.10216942897849321,-0.009857094,-0.0012651834,0.01008,56333,0.0111551415,0.001588457,23.58401846885681,5000,20,0.6925754249095917,500000,40.7
5.6380053,-0.1071584306644064,-0.008932862,-0.0015043754,0.016148,53882,0.011072894,0.002140927,24.461115837097168,5250,21,0.7062733173370361,525000,39.72
5.6342864,-0.12211531412775913,-0.008409877,-0.0015572638,0.016824001,54538,0.0152642485,0.0023149753,25.372522115707397,5500,22,0.6991190016269684,550000,41.46
5.627815,-0.0639053276104687,-0.0072928453,-0.00085879804,0.0020360001,55175,0.01583915,0.0006152691,26.24698781967163,5750,23,0.7435425817966461,575000,41.98
5.6241345,-0.07705805846630027,-0.0074668736,-0.0014814915,0.018659998,56355,0.01575504,0.0024320667,27.121246814727783,6000,24,0.746150016784668,600000,49.8
5.619396,-0.1958872363264527,-0.0077000977,-0.0012747335,0.014879999,55742,0.014395872,0.0021628127,27.99009418487549,6250,25,0.7508302181959152,625000,42.39
5.6182113,-0.07804231654105934,-0.006109781,-0.0014651375,0.016584,57316,0.01724199,0.0021958202,28.895947217941284,6500,26,0.7583966106176376,650000,40.57
5.6170626,-0.11883750000492001,-0.0071742595,-0.0011631588,0.00832,55921,0.01582758,0.0015866095,29.75785207748413,6750,27,0.773915559053421,675000,44.07
5.6143312,-0.07765405621053105,-0.0066917124,-0.0012132314,0.0048479997,54641,0.019783836,0.0009555457,30.627057313919067,7000,28,0.8041640520095825,700000,43.57
5.6090856,-0.1309390838423292,-0.006513396,-0.0014769254,0.009876,53291,0.018938709,0.0016278233,31.498554468154907,7250,29,0.8008413910865784,725000,50.26
5.6060333,-0.2690039969930126,-0.0074061663,-0.0014945517,0.011552,53448,0.017478507,0.0019574505,32.39640498161316,7500,30,0.8010849505662918,750000,50.46
5.60176,-0.08166512787480769,-0.0052548866,-0.0013696745,0.0097,53590,0.017052617,0.0016501825,33.283382415771484,7750,31,0.8244739174842834,775000,47.65
5.5951185,-0.021867362700436387,-0.004982995,-0.0014236441,0.016611999,56030,0.017751459,0.0021933394,34.19107270240784,8000,32,0.8277340531349182,800000,56.76
5.591948,-0.0591807867258035,-0.005403175,-0.0015180712,0.016784,53885,0.019234762,0.0023634355,35.07845735549927,8250,33,0.8256915360689163,825000,58.49
5.588584,-0.07263984821214307,-0.0048836675,-0.0013307659,0.0144,54089,0.019020217,0.0022477023,35.98565864562988,8500,34,0.8363858908414841,850000,53.86
5.585725,-0.050197782489558446,-0.0047105243,-0.0017519889,0.014968,55225,0.018471897,0.0020814454,36.87514662742615,8750,35,0.8403268158435822,875000,47.45
5.5834265,0.0016266059823793456,-0.0056047942,-0.0012013317,0.0075479997,54772,0.021984259,0.0011610853,37.76108145713806,9000,36,0.8249265551567078,900000,56.43
5.5808725,0.011420661317417853,-0.0040116697,-0.0019106861,0.022116002,53971,0.023330975,0.002358394,38.67616844177246,9250,37,0.8373247981071472,925000,49.97
5.580819,0.025554286030342155,-0.004336645,-0.0021371949,0.029608,56118,0.019532628,0.0030609786,39.55546569824219,9500,38,0.837484210729599,950000,52.21
5.5784826,-0.045683366895066226,-0.004072285,-0.0017243741,0.018268,57163,0.020634646,0.0022692415,40.42928433418274,9750,39,0.8495354205369949,975000,55.09
5.5739155,-0.06350405614802185,-0.0050354446,-0.001707318,0.0189,57009,0.020133674,0.0023411727,41.288729190826416,10000,40,0.844458281993866,1000000,56.9
5.5649023,-0.02332168021401685,-0.0046326667,-0.0015392767,0.01866,56529,0.020222811,0.0024974302,42.149287939071655,10250,41,0.8448380827903748,1025000,51.19
5.557533,-0.04541533676769291,-0.0038093443,-0.0016528707,0.018648,54942,0.021236964,0.002220497,43.01066708564758,10500,42,0.8496638387441635,1050000,53.52
5.554723,-0.027200163688507927,-0.005046666,-0.0013669408,0.017072,55547,0.02298609,0.002137071,43.89270758628845,10750,43,0.8472023606300354,1075000,53.41
5.552961,-0.13871877037690866,-0.005944601,-0.0015189551,0.016848002,53201,0.017315732,0.002357937,44.74902820587158,11000,44,0.8775541633367538,1100000,58.29
5.55154,0.04749422454410705,-0.0027316206,-0.0013784781,0.021028,56254,0.025376022,0.0022843308,45.6441445350647,11250,45,0.8743802011013031,1125000,65.68
5.552399,-0.03734867618905355,-0.005167658,-0.0010826146,0.010836,53055,0.021558588,0.001846676,46.5253119468689,11500,46,0.8696228414773941,1150000,49.12
5.5523844,-0.0579944350446749,-0.004998394,-0.0011253782,0.01382,54726,0.021560203,0.0018169731,47.42121601104736,11750,47,0.854163721203804,1175000,55.39
5.5492506,0.0278129909663312,-0.0058170524,-0.0010529734,0.014943999,53526,0.01863364,0.002202685,48.29500675201416,12000,48,0.864605724811554,1200000,50.34
5.547269,0.013160551594364734,-0.0041213487,-0.0012404793,0.012724,55130,0.019260347,0.0017859815,49.178680419921875,12250,49,0.878436841070652,1225000,50.76
5.5479765,0.02715756323129426,-0.003913708,-0.0015838866,0.020515999,56741,0.018357784,0.0025614654,50.04414248466492,12500,50,0.880189560353756,1250000,51.57
5.5463552,0.006007854585740233,-0.003907333,-0.0020514294,0.028524,54077,0.019377071,0.0029482096,50.90270233154297,12750,51,0.8617282509803772,1275000,56.51
5.544404,-0.008587082150077094,-0.0027772998,-0.0016665492,0.02176,53626,0.016680766,0.002420709,51.7926242351532,13000,52,0.8779323101043701,1300000,51.14
5.5438733,0.009419326956740975,-0.0028252648,-0.0020823316,0.022955999,54527,0.018912386,0.0026587364,52.66932392120361,13250,53,0.8803579434752464,1325000,53.65
5.5432305,-0.034330758056739796,-0.0028734554,-0.0015122667,0.022612,52264,0.017544802,0.002288696,53.560221433639526,13500,54,0.873971164226532,1350000,52.61
5.5431204,0.1299367522191983,-0.0020881514,-0.001709405,0.016792,53212,0.019896697,0.0021048181,54.453189849853516,13750,55,0.8710499554872513,1375000,58.24
5.541152,-0.10180005302052678,-0.004651247,-0.0015595452,0.02254,55444,0.0171956,0.002749926,55.335514307022095,14000,56,0.8809113204479218,1400000,51.6
5.535788,0.10730638656956216,-0.0014909997,-0.0014605863,0.015048,53287,0.018553937,0.0022568225,56.214189291000366,14250,57,0.890172190964222,1425000,55.34
5.5319204,0.042646852695825146,-0.0023930527,-0.0011294433,0.010916,41207,0.01611959,0.0017768734,57.10820412635803,14500,58,0.8886738717556,1450000,53.26
5.528873,0.0631062140710199,-0.0019495022,-0.0015032252,0.022596,43820,0.015459491,0.002607792,58.298187494277954,14750,59,0.8938682526350021,1475000,51.81
5.521172,0.06415479094282546,-0.0022792167,-0.0010970178,0.006532,43615,0.019537948,0.0013339827,59.44799447059631,15000,60,0.8795497268438339,1500000,54.03
5.5132494,-0.013716401113656502,-0.00076292304,-0.0014215058,0.019352,48225,0.017930128,0.0023986525,60.45469903945923,15250,61,0.8956391140818596,1525000,47.98
5.509359,-0.05622516169642779,-0.0018916994,-0.002298964,0.030004,44291,0.017379317,0.0031099997,61.40581822395325,15500,62,0.8984995633363724,1550000,53.44
5.506081,0.004403580218645402,-0.002445498,-0.0015316413,0.022135999,55931,0.017014757,0.002527442,62.404505014419556,15750,63,0.9043176174163818,1575000,61.2
5.503805,-0.0008187659128003588,-0.0020402581,-0.0013150233,0.011995999,55832,0.016396482,0.0016787235,63.26732587814331,16000,64,0.9020921662449837,1600000,51.33
5.500245,0.1683552890311239,-0.00010924673,-0.0016516388,0.010691999,55756,0.018864349,0.001688849,64.1373438835144,16250,65,0.9148318618535995,1625000,53.05
5.4973044,0.14316867657094917,-0.0003955594,-0.0012010991,0.015147999,56358,0.018267687,0.0022637576,64.9980115890503,16500,66,0.8971832767128944,1650000,58.51
5.493671,0.04800544178680866,-0.00050945,-0.0015677235,0.027776,54224,0.020036787,0.0030847802,65.87945866584778,16750,67,0.8824508637189865,1675000,64.76
5.491609,0.03511667020766027,-0.0010430923,-0.0019240618,0.026824001,55787,0.017600706,0.003263273,66.75864028930664,17000,68,0.9176327809691429,1700000,59.12
5.483159,0.06064695568760726,-0.0004709578,-0.0016651487,0.027,54318,0.017017957,0.0030844957,67.64054679870605,17250,69,0.9204491153359413,1725000,61.84
5.4744635,0.04535156815004484,-0.001106527,-0.0018328384,0.021604002,53714,0.01783463,0.002761814,68.54185318946838,17500,70,0.9081333950161934,1750000,56.23
5.464356,-0.008313916356355549,-0.0010666222,-0.0013374583,0.02066,55256,0.017797928,0.0026558463,69.45560479164124,17750,71,0.9124866500496864,1775000,53.62
5.459211,0.035301455024496706,0.0012495869,-0.001492473,0.013183999,54548,0.019259078,0.0021226746,70.31532597541809,18000,72,0.915542408823967,1800000,58.29
5.452897,-0.1007529421601862,-0.0016577616,-0.0019674825,0.026492,55289,0.016981885,0.0029212153,71.18253564834595,18250,73,0.903385616838932,1825000,51.86
5.4465823,0.019142421077276595,-0.0001582781,-0.0020406789,0.022612,55263,0.016768795,0.0025590002,72.04664158821106,18500,74,0.9191051200032234,1850000,62.41
5.439248,0.10796073409830342,0.0004744746,-0.0015621969,0.022180002,56315,0.016268585,0.0028023878,72.91361355781555,18750,75,0.9201645776629448,1875000,60.81
5.4352713,0.004688407204259875,-0.00017025383,-0.0019522689,0.024928,55830,0.018814102,0.0027215683,73.7521903514862,19000,76,0.9082279279828072,1900000,48.93
5.4313474,0.10066576768600755,0.0012350975,-0.0010612209,0.015772,54395,0.0157281,0.002349868,74.6089518070221,19250,77,0.9249522238969803,1925000,60.75
5.4314084,0.14546429250494583,-0.00022743041,-0.0018503269,0.019771997,55782,0.01615673,0.0024350318,75.462393283844,19500,78,0.9191037267446518,1950000,57.87
5.4303703,0.014968847226637081,0.0010578352,-0.0020346518,0.025872001,55907,0.016568845,0.003072183,76.32372570037842,19750,79,0.9259832873940468,1975000,62.77
5.426652,0.08613459611617841,0.00091510353,-0.0015460061,0.023896,53872,0.015964862,0.0027688486,77.18328809738159,20000,80,0.9151220917701721,2000000,53.92
5.424144,0.041603216750032174,0.0011241526,-0.001505074,0.023364002,54463,0.015579167,0.002965526,78.06922364234924,20250,81,0.9312258660793304,2025000,57.18
5.421154,0.030554890666410303,0.0005404012,-0.0017791623,0.024528,54918,0.014570616,0.0028597717,78.94041419029236,20500,82,0.9300517961382866,2050000,52.69
5.4130163,0.09679754382542186,-0.0002025175,-0.0016634644,0.018655999,54551,0.016387228,0.0026009097,79.81776213645935,20750,83,0.9259616583585739,2075000,53.87
5.4008636,0.16657158420495363,0.00060295203,-0.0015410833,0.017768,55850,0.015564909,0.0023680083,80.68621039390564,21000,84,0.9179612323641777,2100000,56.89
5.3881288,0.07290266994194554,0.0010625788,-0.0019226924,0.019431999,57029,0.015498305,0.0024358311,81.57250356674194,21250,85,0.9320708364248276,2125000,58.76
5.3790965,0.13541788071525843,0.0022704774,-0.001846717,0.016819999,56471,0.016385835,0.0023009693,82.4150607585907,21500,86,0.9282594993710518,2150000,52.77
5.3687344,0.02149220050802569,-2.9190507e-05,-0.0016601805,0.012316001,53443,0.018403575,0.0019154379,83.27223014831543,21750,87,0.9222023859620094,2175000,56.42
5.361154,0.061853426002875266,0.0011925694,-0.0018295891,0.011872,55841,0.01916934,0.0016569549,84.14448285102844,22000,88,0.9127065762877464,2200000,54.06
5.357274,0.06821127869524958,0.0019661477,-0.0017430162,0.023707999,55394,0.017406719,0.0025315431,85.00779747962952,22250,89,0.9334183856844902,2225000,59.33
5.3521757,0.007029349758219609,0.0007428334,-0.0019420165,0.02208,55396,0.02091417,0.0024209863,85.88191795349121,22500,90,0.9064784720540047,2250000,54.16
5.3459163,0.06778328447923741,0.001869292,-0.0016219523,0.016288001,55777,0.017165983,0.0022559722,86.75183510780334,22750,91,0.9366671815514565,2275000,53.06
5.339282,0.13473413882374188,0.002660362,-0.0014873965,0.0209,55149,0.01380462,0.0023398944,87.6164755821228,23000,92,0.9368458762764931,2300000,56.21
5.333553,0.04031297424715717,0.0006802342,-0.0014798092,0.020828001,54782,0.014932821,0.002466731,88.49078154563904,23250,93,0.9357704743742943,2325000,57.1
5.3278823,0.08501345531340916,0.0025321941,-0.0012896953,0.014703999,56624,0.016533878,0.0020880266,89.3629834651947,23500,94,0.9325537085533142,2350000,58.41
5.3261447,0.1110005633332139,0.0030445307,-0.0019994334,0.021752,56172,0.017303899,0.0028181209,90.22523307800293,23750,95,0.9290000721812248,2375000,54.44
5.3246503,0.12890021265201085,0.0028858706,-0.0017412866,0.022672001,55491,0.017014502,0.0029040617,91.09339022636414,24000,96,0.9413588009774685,2400000,57.7
5.316171,0.24549880908635033,0.0025196946,-0.0012283383,0.017216,55460,0.015960112,0.0025419143,91.95879054069519,24250,97,0.9380407184362411,2425000,60.0
5.310149,0.05487736340265656,0.0003735305,-0.0019333182,0.021328,56749,0.018175837,0.0026904047,92.82974600791931,24500,98,0.9283792227506638,2450000,55.56
5.3020105,0.11629938138715716,0.0028934814,-0.0014474519,0.023939999,55894,0.01662306,0.0028728836,93.69986891746521,24750,99,0.9181692898273468,2475000,56.97
5.2968493,0.093405052353462,0.002181648,-0.0020047338,0.026452001,54954,0.01788674,0.0027616457,94.56702160835266,25000,100,0.9253272041678429,2500000,53.69
5.2939553,0.293440741753991,0.0019895344,-0.0015437447,0.021168,55300,0.016958326,0.0027622986,95.44262719154358,25250,101,0.9289771541953087,2525000,61.31
5.290009,0.09826793872910912,0.0019050901,-0.0017264424,0.021100001,55568,0.01671138,0.0027051088,96.3183798789978,25500,102,0.9338367059826851,2550000,51.92
5.28333,0.11456287874743509,0.002199706,-0.0018950608,0.021412,55930,0.014482158,0.0023575719,97.18604612350464,25750,103,0.9395318776369095,2575000,52.49
5.2755704,0.044827894903980904,0.0015527458,-0.0020892383,0.023356,55961,0.016133303,0.002927858,98.05030107498169,26000,104,0.933486208319664,2600000,57.3
5.26893,0.1239562423260179,0.0020646765,-0.0018005635,0.018971998,54047,0.015626112,0.002180086,98.92108035087585,26250,105,0.944444801658392,2625000,53.45
5.263992,0.011477528882323895,0.0024922893,-0.0017255213,0.022315998,53868,0.01584509,0.002713503,99.80640411376953,26500,106,0.9429350979626179,2650000,55.2
5.255272,0.2956130701868778,0.0040220222,-0.0019925938,0.027252,53581,0.0126966955,0.0029841836,100.69689559936523,26750,107,0.9573718793690205,2675000,58.51
5.244244,0.18829396940741105,0.0024171383,-0.0017697416,0.020276,53576,0.018369097,0.0025716207,101.58846426010132,27000,108,0.9338309243321419,2700000,65.82
5.2352047,0.11831235950153655,0.0039055184,-0.0020802987,0.032492,54724,0.015850876,0.0035088982,102.47317051887512,27250,109,0.9472744911909103,2725000,61.63
5.230296,0.19355680119512159,0.002434409,-0.00176972,0.027056,56038,0.016842112,0.0027449823,103.35168194770813,27500,110,0.9432214945554733,2750000,64.4
5.2309012,0.22836948909788063,0.0024300695,-0.001518306,0.015288,53636,0.019242581,0.0021338153,104.21318006515503,27750,111,0.930090457201004,2775000,60.48
5.2303534,0.21071513499846334,0.0033945441,-0.0018940137,0.023076,55657,0.015615433,0.0026573385,105.08902215957642,28000,112,0.9483556114137173,2800000,60.01
5.226641,0.12385858715578707,0.0025587473,-0.0016281434,0.017692,54885,0.016493522,0.0023663458,105.94752645492554,28250,113,0.939885213971138,2825000,60.63
5.2219,0.016728634257618183,0.003883396,-0.0017308373,0.0224,54659,0.019472191,0.002755756,106.81425023078918,28500,114,0.9359195381402969,2850000,63.51
5.2185307,0.04494716204545966,0.0033201925,-0.0024629484,0.033436,53107,0.01649563,0.0033480034,107.68485045433044,28750,115,0.9462050460278988,2875000,57.88
5.2144256,0.23333813931675024,0.005030039,-0.0014200067,0.016152,52409,0.019592984,0.002348943,108.57572865486145,29000,116,0.9369011521339417,2900000,59.6
5.2115955,0.09050387772638714,0.0028435662,-0.0018275445,0.024076,55025,0.020831833,0.0028037627,109.49057793617249,29250,117,0.928346298635006,2925000,55.68
5.2036796,0.24441972533330955,0.0025252774,-0.0017609261,0.028772,56220,0.016422486,0.0030395384,110.35931825637817,29500,118,0.9365297853946686,2950000,69.18
5.195954,0.24687094802439902,0.004217254,-0.0013883993,0.018620001,55835,0.017315922,0.0022008242,111.2198531627655,29750,119,0.9455769658088684,2975000,67.42
5.188794,0.2809938500406406,0.0049470626,-0.0021677834,0.032724,56251,0.0155992955,0.003319909,112.08042788505554,30000,120,0.9531183764338493,3000000,57.99
5.183365,0.1296148283473326,0.0040571117,-0.0021236711,0.027503997,55513,0.017025817,0.003057284,112.94102263450623,30250,121,0.9484917744994164,3025000,64.01
5.184924,0.053656079468774924,0.0030008655,-0.0020612194,0.032544,52569,0.01680113,0.0034172107,113.91246628761292,30500,122,0.9429547190666199,3050000,61.14
5.1842637,0.17461605593658588,0.0039253635,-0.0022148858,0.026976,52075,0.020757351,0.0028495719,114.87997102737427,30750,123,0.939001701772213,3075000,57.24
5.1794868,0.14948118446065564,0.00458895,-0.0025336337,0.037056003,45125,0.015046632,0.0037205364,115.7883129119873,31000,124,0.9474937878549099,3100000,63.03
5.169189,0.13691635482790163,0.0033414457,-0.0020460754,0.019655999,46055,0.01650933,0.002601108,116.93848419189453,31250,125,0.9518612511456013,3125000,56.87
5.161325,0.11201246627616002,0.0032093206,-0.001971628,0.025104001,54942,0.014911513,0.002982648,118.06645774841309,31500,126,0.9483056031167507,3150000,61.0
5.155782,0.18552949939599672,0.0038342755,-0.0019201136,0.022124002,55328,0.018194286,0.002557968,118.96034741401672,31750,127,0.9485827572643757,3175000,65.34
5.152774,0.08898543833562599,0.003244564,-0.0021114107,0.028604,52980,0.01945829,0.0032954912,119.83393931388855,32000,128,0.941098053008318,3200000,56.85
5.1457934,0.15564309096764986,0.0051567596,-0.0015518517,0.017764,53371,0.014206831,0.0023381836,120.72346234321594,32250,129,0.9565064460039139,3225000,63.07
5.1362915,0.20430068479491637,0.0049260035,-0.0015233443,0.019724,44821,0.01659936,0.0024004453,121.71623754501343,32500,130,0.9484642222523689,3250000,63.67
5.1273913,0.2610013849540928,0.0035132868,-0.0023076264,0.023852,50596,0.018944427,0.0026802015,122.87421345710754,32750,131,0.9514978304505348,3275000,58.92
5.1175566,0.08240080979750018,0.0045173503,-0.001980603,0.025368,54269,0.0151786655,0.0026967097,123.84899711608887,33000,132,0.9600049778819084,3300000,60.26
5.107826,0.2737531848771198,0.004197385,-0.0023882466,0.029192004,52340,0.01591489,0.0031267062,124.792959690094,33250,133,0.9535482786595821,3325000,67.18
5.0979986,0.32469437788825983,0.0070797224,-0.0019433738,0.021868,54877,0.018957518,0.0025612111,125.7051568031311,33500,134,0.943164762109518,3350000,61.3
5.091879,0.17868896575211465,0.006271313,-0.0016197708,0.019296,53059,0.016597502,0.0026730266,126.60852122306824,33750,135,0.9477260559797287,3375000,57.5
5.0889215,0.38514890670528074,0.0059571173,-0.0017502675,0.018356,46197,0.015933322,0.0023875926,127.67019057273865,34000,136,0.9545187056064606,3400000,68.6
5.0837927,0.1405558769403183,0.0042776694,-0.0021071367,0.018628001,55149,0.016706718,0.002539153,128.62131881713867,34250,137,0.9526376463472843,3425000,63.55
5.0805044,0.19147677749886668,0.004537002,-0.0015016601,0.02154,56421,0.019430397,0.0025298917,129.49696707725525,34500,138,0.9419605024158955,3450000,56.73
5.0810113,0.22989642151015288,0.0067323647,-0.0022138476,0.034535997,55924,0.017248455,0.0035106675,130.37640595436096,34750,139,0.9517558924853802,3475000,66.05
5.080568,0.014489675058763396,0.0063794525,-0.0018397791,0.023788,41266,0.015185188,0.0027252687,131.2872188091278,35000,140,0.9575730599462986,3500000,64.18
5.0807886,0.29565034601314666,0.005650952,-0.0021576465,0.029207999,54914,0.016478488,0.003191871,132.48386788368225,35250,141,0.9534844495356083,3525000,61.03
5.0821404,0.21044416523624135,0.0064393478,-0.0018768155,0.022520002,55181,0.013499831,0.002802318,133.39247679710388,35500,142,0.9622400104999542,3550000,66.38
5.076606,0.20131789395823715,0.0057795728,-0.0018791782,0.022899998,53779,0.01675467,0.002852629,134.26082587242126,35750,143,0.9507330320775509,3575000,66.17
5.069187,0.30256264598568694,0.006884022,-0.0018649321,0.027852003,54481,0.015060449,0.003278669,135.15374159812927,36000,144,0.9638624973595142,3600000,64.1
5.06318,0.21701673773937954,0.005862962,-0.0017787622,0.025524002,50615,0.01794025,0.003098994,136.03191494941711,36250,145,0.9533029906451702,3625000,59.15
5.060397,0.34261994407965174,0.0066619096,-0.0015078413,0.021408,53655,0.019399632,0.0026342687,136.92813563346863,36500,146,0.9447264112532139,3650000,66.35
5.057309,0.13794901955946728,0.005796526,-0.0023706993,0.030172002,52480,0.016232543,0.003097682,137.8672640323639,36750,147,0.9551893323659897,3675000,63.0
5.0518045,0.35983536374636516,0.005974543,-0.001625948,0.02294,55511,0.015807685,0.0028403108,138.77565383911133,37000,148,0.9593153670430183,3700000,74.13
5.0424466,0.3196285743582888,0.0060889972,-0.0022040051,0.025907999,53454,0.016388504,0.0029157135,139.63553380966187,37250,149,0.9560227021574974,3725000,70.55
5.0320854,0.14078834363511952,0.0049046297,-0.0013516189,0.012703998,53445,0.0178251,0.0021191288,140.53843927383423,37500,150,0.9503542967140675,3750000,60.21
5.024062,0.14550076470119394,0.004723784,-0.002045482,0.023352,41301,0.013964812,0.0027270943,141.49416851997375,37750,151,0.9561717547476292,3775000,62.83
5.018555,0.24174979832777355,0.0076398524,-0.0023738598,0.037564002,56020,0.0145442765,0.0036689707,142.69107604026794,38000,152,0.9606638923287392,3800000,67.98
5.0129704,0.1738639829160597,0.0065179816,-0.001867325,0.024476001,56237,0.015694616,0.0031226052,143.555579662323,38250,153,0.9593811370432377,3825000,70.01
5.004034,0.36114383963344154,0.0052493988,-0.0018058742,0.026528,41827,0.020675924,0.0031674616,144.47304105758667,38500,154,0.9414079934358597,3850000,71.73
4.994823,0.3387105255077347,0.0058434373,-0.0021921168,0.024188,56054,0.015178544,0.0028757788,145.6468963623047,38750,155,0.9630304500460625,3875000,69.93
4.9910116,0.3076784456515256,0.006556149,-0.0021340258,0.025100002,54349,0.01901427,0.0030708062,146.49723029136658,39000,156,0.9460513256490231,3900000,78.16
4.9886284,0.3708452948191905,0.007869927,-0.00222516,0.029211998,55947,0.0144981,0.003235378,147.3741295337677,39250,157,0.9620552435517311,3925000,74.46
4.984623,0.3142258230958697,0.008168855,-0.0018955227,0.030456001,51764,0.012716169,0.0034025114,148.2267484664917,39500,158,0.966297585517168,3950000,72.64
4.97942,0.3748379198934362,0.007347904,-0.0019345343,0.025268,55351,0.016391754,0.0029652673,149.19623970985413,39750,159,0.9622465893626213,3975000,69.83
4.976992,0.2830629221375524,0.0073971916,-0.0022547455,0.028516,53234,0.017469067,0.0031936467,150.0826678276062,40000,160,0.9533305503427982,4000000,72.33
4.974923,0.16202268191574148,0.0071891802,-0.0021091122,0.021708,53889,0.016573483,0.0026615865,151.0053858757019,40250,161,0.9604449607431889,4025000,70.36
4.970925,0.31975656264504093,0.0081303455,-0.0017920103,0.024671998,55521,0.016036958,0.0028387674,151.92104196548462,40500,162,0.963376834988594,4050000,61.97
4.9644027,0.28245101666927924,0.0064654443,-0.0022279755,0.027208,53363,0.017290395,0.002791868,152.79786729812622,40750,163,0.9515995606780052,4075000,70.01
4.958621,0.19029679201617455,0.006802577,-0.0020859898,0.0301,55726,0.015281446,0.003329634,153.68495202064514,41000,164,0.9628720693290234,4100000,65.08
4.9566345,0.21543817055641284,0.0062447484,-0.0021763183,0.03492,55937,0.01597168,0.0035655792,154.56654953956604,41250,165,0.9530439227819443,4125000,68.15
4.951636,0.41303463354299763,0.0075088823,-0.0018594076,0.038992,56711,0.016116954,0.003975219,155.43751096725464,41500,166,0.9576947316527367,4150000,79.4
4.9481006,0.2552212809341654,0.006135826,-0.001953871,0.030760001,55268,0.017687146,0.0032178394,156.27939224243164,41750,167,0.9542666748166084,4175000,66.37
4.94465,0.237492384315415,0.007824823,-0.0023400313,0.033471998,54929,0.013001966,0.003528236,157.15193462371826,42000,168,0.9655853286385536,4200000,67.73
4.9421167,0.2872236956754659,0.0073912153,-0.0019397822,0.037956,55580,0.01839173,0.0039218743,158.03265476226807,42250,169,0.955125767737627,4225000,75.8
4.9363627,0.17934886563396957,0.0066643273,-0.0016732027,0.030132001,54462,0.014753093,0.0033675102,158.90731477737427,42500,170,0.9601062946021557,4250000,65.88
4.928424,0.15442539819048307,0.005727017,-0.0017488648,0.028328001,54861,0.016622607,0.0031967976,159.78397870063782,42750,171,0.9609595276415348,4275000,74.26
