policy_loss,serial_timesteps,ep_reward_mean,explained_variance,true_reward,approxkl,n_updates,fps,policy_entropy,time_elapsed,ep_len_mean,clipfrac,value_loss,total_timesteps
-0.0017683128,30750,5.927559659389681,0.8476194441318512,0.022790737,0.0056673447,123,55552,5.496497,112.08022832870483,237.58,0.067372,0.1520844,3075000
-0.000738265,31000,4.88473795986668,0.5900935232639313,0.0154768005,0.005559092,124,54327,5.4922724,112.90112161636353,206.21,0.06554,0.51632893,3100000
-0.0010166169,31250,5.172972499262069,0.831409364938736,0.01835296,0.0048736306,125,41301,5.4897943,113.73737978935242,229.04,0.05656,0.25641286,3125000
-0.001732702,31500,5.194353030884722,0.7337101697921753,0.017290272,0.007165809,126,55908,5.4902163,114.7067756652832,215.56,0.090795994,0.390432,3150000
-0.0020205393,31750,5.3102819560523855,0.846450001001358,0.019347318,0.004092415,127,56733,5.491046,115.51865911483765,231.81,0.047268003,0.20646766,3175000
-0.0014432066,32000,5.58931780030246,0.8930183500051498,0.021574192,0.0030451317,128,53370,5.4900146,116.34266376495361,245.5,0.030483996,0.11667218,3200000
-0.0021310828,32250,6.01764831796482,0.8945776224136353,0.023627132,0.0027425766,129,50121,5.4860644,117.16723322868347,246.16,0.025187999,0.080262765,3225000
-0.002080077,32500,5.408015784432048,0.8713775277137756,0.02018481,0.0031134142,130,53713,5.4830565,118.02516269683838,229.08,0.033524,0.19280954,3250000
-0.0020779073,32750,5.8077681845906435,0.960436251014471,0.02285042,0.0025072736,131,54193,5.484087,118.8530170917511,245.12,0.022023998,0.0432744,3275000
-0.0016110146,33000,6.106468004774392,0.9544246159493923,0.024373198,0.0027108896,132,55006,5.4860144,119.68607234954834,247.55,0.0213,0.051336277,3300000
-0.0015373982,33250,5.513012783695285,0.7440733909606934,0.01890511,0.0038589449,133,55033,5.487038,120.52552604675293,225.45,0.044244,0.27487788,3325000
-0.0015369391,33500,5.925756861135082,0.9322320371866226,0.023592243,0.0025098496,134,32438,5.4855795,121.34846591949463,247.51,0.022108,0.04003922,3350000
-0.0014067997,33750,5.549134605901104,0.8469470590353012,0.020896338,0.0024494191,135,55271,5.4866242,122.46906542778015,234.7,0.02218,0.16530967,3375000
-0.0019145121,34000,5.598070943111343,0.8699698448181152,0.02073092,0.003267796,136,56158,5.489064,123.2744996547699,239.74,0.030944,0.13356867,3400000
-0.0021931108,34250,6.174693061755525,0.9146767556667328,0.024549166,0.0031547206,137,54713,5.4879313,124.07395339012146,247.6,0.029924,0.049971454,3425000
-0.0019056428,34500,6.067626141020454,0.8966631144285202,0.02380899,0.0040225266,138,54943,5.48783,124.9101550579071,246.5,0.043368,0.065738305,3450000
-0.0017709002,34750,5.894219986912464,0.6876772344112396,0.021342663,0.0047999946,139,56238,5.487181,125.72340321540833,227.21,0.056892008,0.26336432,3475000
-0.0018362172,35000,5.812933904104788,0.8586241006851196,0.022215398,0.0032104366,140,55474,5.4855113,126.53159880638123,244.0,0.034824003,0.12165962,3500000
-0.0018091375,35250,6.0995594005699445,0.8534445613622665,0.023644686,0.0018972339,141,55403,5.4834166,127.3439393043518,245.07,0.014852,0.09987514,3525000
-0.0017909405,35500,6.277545091514112,0.8614276349544525,0.024501696,0.0024366998,142,53370,5.4842796,128.15304827690125,240.31,0.022868,0.104458615,3550000
-0.0016300315,35750,6.024447170508497,0.8565479218959808,0.023477374,0.0030851148,143,55608,5.487178,128.980140209198,244.22,0.032708,0.101953804,3575000
-0.0019898713,36000,6.17142654853298,0.7737837582826614,0.02343951,0.004122847,144,55283,5.489127,129.7975127696991,239.86,0.048184,0.17378989,3600000
-0.0021457758,36250,6.520763971111482,0.9138841554522514,0.025848616,0.0023535162,145,55028,5.48955,130.6150417327881,245.24,0.021912001,0.054382324,3625000
-0.001489179,36500,6.132070774848216,0.863427922129631,0.023546021,0.0034680688,146,53110,5.4902143,131.42870330810547,235.69,0.040996,0.12471025,3650000
-0.0017977211,36750,6.308220357404373,0.7924118340015411,0.024162019,0.00354076,147,54736,5.48842,132.2704563140869,248.34,0.0374,0.10229049,3675000
-0.0016483819,37000,6.354239517049446,0.9073039516806602,0.02504719,0.0034728907,148,55085,5.4855833,133.10495591163635,249.64,0.036639996,0.051683974,3700000
-0.0015746517,37250,6.6613625666924055,0.8997337445616722,0.026425583,0.0035439052,149,54243,5.48416,133.9222583770752,248.08,0.037288,0.060076185,3725000
-0.0014075041,37500,6.129536822479058,0.7870156764984131,0.023413593,0.0035503395,150,56092,5.4837337,134.7381944656372,242.52,0.03842,0.13165289,3750000
-0.0016304149,37750,6.607371712879558,0.8678767085075378,0.025801253,0.0030079293,151,47745,5.484489,135.55435395240784,247.8,0.030012002,0.07687862,3775000
-0.0011963531,38000,6.210201066700847,0.8050050884485245,0.023968535,0.003921337,152,55122,5.484414,136.43914437294006,238.58,0.044956,0.13019557,3800000
-0.0019143416,38250,5.956685922832767,0.6835525929927826,0.021497283,0.0040381607,153,45841,5.48569,137.2587764263153,224.06,0.047115996,0.26532838,3825000
-0.0013720036,38500,6.52619923251777,0.8611730635166168,0.0257936,0.0030885905,154,55753,5.4877367,138.15863728523254,246.22,0.028639998,0.076495275,3850000
-0.0018442875,38750,6.384203372634565,0.8527346849441528,0.024516268,0.0050530424,155,53636,5.489106,138.97868514060974,240.57,0.062648,0.11642828,3875000
-0.0017443623,39000,6.78474035401657,0.8952566906809807,0.026382416,0.0035854348,156,55586,5.4931,139.80057430267334,245.4,0.038576,0.07553487,3900000
-0.0016128203,39250,6.512942000292259,0.8866298049688339,0.025729218,0.003335847,157,56008,5.496493,140.61904788017273,246.54,0.032928,0.06957484,3925000
-0.0014966067,39500,6.717198960577662,0.8734029680490494,0.026206052,0.0043525193,158,45905,5.502883,141.432697057724,243.86,0.048584003,0.09701804,3950000
-0.0011192334,39750,6.400299568952651,0.9206709042191505,0.025287857,0.0028927661,159,51192,5.506824,142.33540391921997,243.35,0.028968003,0.06424889,3975000
-0.0010391317,40000,6.8085220387917005,0.9719772879034281,0.027332459,0.0040026237,160,56616,5.503427,143.18652391433716,247.53,0.041384004,0.02217592,4000000
-0.0016265966,40250,6.811589938279558,0.8457165360450745,0.02493806,0.0031710658,161,55019,5.495686,144.0001106262207,227.59,0.031092,0.20213655,4025000
-0.0016771661,40500,6.919423933431194,0.8602390736341476,0.025997559,0.004011412,162,55853,5.492051,144.8079216480255,239.98,0.042904,0.16354844,4050000
-0.0021320463,40750,6.801672331072286,0.9608738124370575,0.027204946,0.0026091614,163,54770,5.494577,145.62466502189636,236.31,0.022748,0.044702105,4075000
-0.0014834551,41000,6.709770510138615,0.9592159502208233,0.026232854,0.00412677,164,42280,5.497127,146.457866191864,219.09,0.046108,0.0826727,4100000
-0.0012799673,41250,6.700233569675102,0.9348787292838097,0.025887093,0.0031201225,165,55823,5.499874,147.4280869960785,233.56,0.031480003,0.09673716,4125000
-0.002404966,41500,6.260073887449607,0.9237150102853775,0.023709439,0.0039506094,166,56491,5.4940658,148.23667287826538,224.8,0.045144,0.16252634,4150000
-0.002951901,41750,6.186467030686353,0.9664606675505638,0.024298837,0.0034638115,167,54506,5.4830117,149.04452967643738,204.7,0.036243998,0.08583751,4175000
-0.002141349,42000,6.61564808281606,0.9526184797286987,0.02505897,0.003934025,168,55751,5.472714,149.87133836746216,212.53,0.044404,0.1256068,4200000
-0.002211795,42250,7.028594196190488,0.9408837109804153,0.026653018,0.0033700415,169,56355,5.4659224,150.71282982826233,218.53,0.033548,0.1245996,4225000
-0.0021434699,42500,7.597603828746087,0.9743127394467592,0.030274285,0.0033250072,170,55919,5.460387,151.52416586875916,227.13,0.032476,0.061192542,4250000
-0.001662457,42750,7.13791094510696,0.9416834786534309,0.028255552,0.0053481585,171,55856,5.452315,152.33402848243713,225.17,0.062219996,0.11632715,4275000
