policy_loss,ep_len_mean,fps,policy_entropy,n_updates,serial_timesteps,true_reward,approxkl,time_elapsed,clipfrac,ep_reward_mean,value_loss,explained_variance,total_timesteps
-0.002437801,113.31,53466,5.0352683,136,34000,0.007000146,0.0037438322,126.86257028579712,0.038764004,3.4473835953591516,0.1345574,0.9700662977993488,3400000
-0.0019220462,131.1,53334,5.027735,137,34250,0.007882769,0.003324572,127.69973134994507,0.029492002,3.6406615754690392,0.14990969,0.9662404991686344,3425000
-0.002241424,123.02,44860,5.0186853,138,34500,0.0051115416,0.004187298,128.5384178161621,0.042448,3.1866516017299977,0.158766,0.9657409489154816,3450000
-0.0023432183,125.67,49439,5.009271,139,34750,0.008681496,0.0032638155,129.46398425102234,0.029424,3.700851193755316,0.15233217,0.9660387709736824,3475000
-0.0019919057,136.2,50559,5.002515,140,35000,0.0065932586,0.0033596181,130.3544726371765,0.029584,3.472147889814278,0.1255997,0.9715901147574186,3500000
-0.0018247165,121.64,52495,4.998944,141,35250,0.010459922,0.0023561972,131.22001266479492,0.019952,3.927702381813433,0.14098461,0.9644456841051579,3525000
-0.002070813,121.43,53956,4.9960713,142,35500,0.009067248,0.0032277703,132.0647051334381,0.030444002,3.704869170998245,0.19821656,0.954032801091671,3550000
-0.0015723396,122.62,48819,4.9924726,143,35750,0.005369443,0.0022883546,132.89794516563416,0.019296,3.217164310030221,0.16129722,0.9648246541619301,3575000
-0.0023453312,129.44,53625,4.9865956,144,36000,0.009204141,0.0033397307,133.77955389022827,0.031732,3.6154388289261625,0.11583872,0.9721418339759111,3600000
-0.002236446,130.92,54077,4.9802947,145,36250,0.010122066,0.0029774283,134.6195375919342,0.024844,3.72088375349058,0.122074544,0.9701625034213066,3625000
