total_timesteps,clipfrac,policy_entropy,policy_loss,n_updates,fps,true_reward,value_loss,approxkl,explained_variance,serial_timesteps,ep_reward_mean,ep_len_mean,time_elapsed
7625000,0.046124004,2.5897925,-0.00069671107,305,55553,0.040288396,0.030631542,0.004281891,0.9463102780282497,76250,10.072098718270135,250.0,258.33327865600586
7650000,0.040468,2.5787747,-0.0016524656,306,54657,0.039658148,0.0258147,0.0039995015,0.9561413042247295,76500,9.914536335840166,250.0,259.1131248474121
7675000,0.086271994,2.5654874,-0.0007792391,307,45370,0.03798125,0.05530245,0.006841168,0.9035416916012764,76750,9.475851069822566,247.51,259.89314317703247
7700000,0.062632,2.5605345,-0.0014459391,308,47793,0.04010212,0.028033167,0.0053574503,0.9514681100845337,77000,10.025529247256518,250.0,260.7670404911041
7725000,0.08422001,2.5603585,-0.00011450427,309,54066,0.038562454,0.022637457,0.0065038083,0.9576398320496082,77250,9.640613003339531,250.0,261.62079787254333
7750000,0.061272003,2.5602996,-0.0017295822,310,55079,0.040492702,0.027238742,0.005197685,0.9523663856089115,77500,10.123174881859887,250.0,262.4197647571564
7775000,0.079431996,2.5580442,-0.001931808,311,47518,0.03981445,0.053442955,0.006131314,0.9164847433567047,77750,9.963366534073803,248.37,263.2186789512634
7800000,0.058011997,2.5530207,-0.0009795047,312,55106,0.04024702,0.025513714,0.004992075,0.9526158198714256,78000,10.061754531184352,250.0,264.0736210346222
7825000,0.085555986,2.5417774,-0.0009882902,313,52992,0.03900315,0.08047105,0.0065501765,0.8774613961577415,78250,9.843941884636514,245.8,264.8612506389618
7850000,0.053672004,2.5292745,-0.0016296962,314,53833,0.039063763,0.02401227,0.004858309,0.955344695597887,78500,9.765939920115303,250.0,265.6823945045471
7875000,0.067320004,2.5229392,-0.0011676298,315,53006,0.039457723,0.0247389,0.005497598,0.9567264504730701,78750,9.864431784929092,250.0,266.48770928382874
7900000,0.067279994,2.5193443,-0.0009902185,316,52705,0.039651923,0.024484176,0.0056183124,0.9569629207253456,79000,9.912981716114263,250.0,267.3051278591156
7925000,0.051528,2.5161867,-0.0015866136,317,54975,0.039323926,0.025439858,0.004678614,0.952939260751009,79250,9.830981043369565,250.0,268.1434259414673
7950000,0.076144,2.5121925,-0.0009657873,318,52924,0.038008194,0.054716803,0.0061127814,0.9039003700017929,79500,9.522651501481105,247.87,268.9558324813843
7975000,0.116724,2.5109656,-0.0010408656,319,44291,0.039646808,0.06160727,0.008590965,0.8876244872808456,79750,9.923621532856123,248.23,269.77600598335266
8000000,0.078052,2.5082335,-0.0010022654,320,55413,0.0406829,0.029077908,0.0061446154,0.94081836566329,80000,10.170724669629344,250.0,270.67041206359863
8025000,0.08918001,2.5042164,0.00034404933,321,55443,0.03982924,0.025465805,0.006867173,0.957703273743391,80250,9.95731046872488,250.0,271.44430804252625
8050000,0.075552,2.5014539,-0.0007682236,322,55261,0.041684918,0.06955951,0.0059878705,0.8754708021879196,80500,10.450279541893778,248.28,272.2329556941986
8075000,0.037544005,2.49995,-0.000987038,323,52231,0.04160764,0.02860495,0.0038469094,0.9472469501197338,80750,10.401909289568437,250.0,273.02170300483704
8100000,0.074288,2.4977076,-0.0017885084,324,53093,0.041898232,0.057747394,0.006190424,0.9032927751541138,81000,10.501198789887058,248.04,273.8476746082306
8125000,0.049572,2.4950445,-0.00115405,325,36497,0.04158282,0.028122421,0.0045150677,0.9523137547075748,81250,10.395704509489205,250.0,274.65163707733154
8150000,0.043588,2.4903865,-0.0013799648,326,55199,0.0386724,0.054114245,0.0042534624,0.9069451168179512,81500,9.697400164195205,248.64,275.67599630355835
8175000,0.06303201,2.4932709,-0.00072523736,327,54800,0.03989126,0.113159455,0.005357669,0.8633012920618057,81750,10.058852471649812,243.3,276.47664284706116
8200000,0.058984,2.4926517,-0.0006085122,328,54662,0.038524,0.09679476,0.0050565386,0.8636884987354279,82000,9.70517751349007,244.96,277.2677526473999
8225000,0.072036,2.4911656,-0.0009901816,329,54533,0.0386052,0.14145711,0.0057822918,0.8086909502744675,82250,9.749345919654298,241.99,278.0611891746521
8250000,0.034783997,2.4892807,-0.0012691334,330,55125,0.03911571,0.17391035,0.0035036602,0.7624142318964005,82500,9.87052299460553,240.49,278.85336780548096
8275000,0.083044,2.4855924,-0.0010619158,331,53445,0.038512897,0.20141132,0.0063677505,0.7709555476903915,82750,9.800487579660933,238.21,279.6686124801636
8300000,0.061692,2.4829915,-0.001439249,332,54038,0.036951724,0.20524788,0.005102888,0.7924710661172867,83000,9.358728122807424,235.01,280.4967453479767
8325000,0.039532,2.479029,-0.0017941843,333,55067,0.037995897,0.08467342,0.003804549,0.8905867710709572,83250,9.546349694581968,244.46,281.29660749435425
8350000,0.052796,2.4754806,-0.0014869191,334,48448,0.040331833,0.066055514,0.0046267537,0.9071285575628281,83500,10.118289518708298,246.4,282.0916335582733
8375000,0.024456,2.474166,-0.0010703895,335,54675,0.040268358,0.080284074,0.0031223523,0.862338975071907,83750,10.072066537029604,245.38,282.9357419013977
8400000,0.096564,2.4668174,-0.0006269333,336,39891,0.040391047,0.06661749,0.007914027,0.9036456942558289,84000,10.12730338251844,246.01,283.7291853427887
8425000,0.071068004,2.4627068,-0.0014649202,337,52963,0.038795695,0.054977335,0.0057992563,0.9256892055273056,84250,9.738017607960273,245.88,284.6881217956543
8450000,0.064352,2.4599774,-0.00087222195,338,53849,0.040662266,0.06245061,0.005535865,0.9065042808651924,84500,10.178644118165248,248.22,285.4883646965027
8475000,0.051072,2.4543157,-0.0011386683,339,54686,0.04050108,0.029297993,0.0045592845,0.9513492733240128,84750,10.12527036668764,250.0,286.2807741165161
8500000,0.047360003,2.4482715,-0.0012661566,340,53328,0.03972589,0.051347643,0.0043600434,0.9187681525945663,85000,9.93666823552242,248.02,287.0694365501404
8525000,0.066392,2.4386902,-0.0015093125,341,55498,0.040501468,0.08755939,0.005547941,0.8697731345891953,85250,10.170727277487085,246.35,287.8655786514282
8550000,0.044728,2.4319875,-0.001292675,342,54097,0.04166253,0.06124165,0.00428761,0.8951955735683441,85500,10.428681310438332,248.28,288.64546728134155
8575000,0.040052,2.429437,-0.0015250861,343,51748,0.038837668,0.051508587,0.0038670946,0.9133874848484993,85750,9.727964707106647,248.12,289.44307017326355
8600000,0.055435997,2.426081,-0.0015474436,344,54527,0.041818153,0.057653856,0.00486471,0.9116600304841995,86000,10.473095979160862,247.81,290.2619004249573
8625000,0.080299996,2.4233043,0.00035671648,345,54735,0.038535904,0.023694595,0.006333725,0.9590035825967789,86250,9.633976103806798,250.0,291.0530471801758
8650000,0.044488,2.4191463,-0.0013330462,346,55127,0.040748626,0.08302975,0.0042432523,0.8713300377130508,86500,10.197624144522196,246.08,291.846289396286
8675000,0.04486,2.4153993,-0.0012950734,347,55262,0.040687658,0.05886026,0.004217226,0.9086857959628105,86750,10.18595969405984,248.33,292.6281328201294
8700000,0.094643995,2.4158676,-0.0015301078,348,53969,0.040034454,0.06007267,0.007435246,0.8955996632575989,87000,10.022703451050239,247.99,293.4193947315216
8725000,0.078856,2.4148953,-0.00057009724,349,54655,0.04220059,0.028894782,0.0061684344,0.9462168365716934,87250,10.55014764127072,250.0,294.21340560913086
8750000,0.061435997,2.4093919,-0.0006352864,350,54448,0.040523488,0.027332073,0.0051766876,0.9467652998864651,87500,10.130872454258201,250.0,295.0037450790405
8775000,0.040507995,2.400571,-0.0016127138,351,54940,0.041207526,0.029417198,0.003978124,0.9483133219182491,87750,10.30188103270112,250.0,295.7986071109772
8800000,0.04798,2.3952854,-0.00078555534,352,55091,0.04013222,0.054358732,0.0043233335,0.9029905498027802,88000,10.056144414614845,247.93,296.5881586074829
8825000,0.096504,2.3904667,-0.0003014389,353,35870,0.041234117,0.027655536,0.007148479,0.9498314782977104,88250,10.308527588417322,250.0,297.3815197944641
8850000,0.073748,2.3830068,-0.0012827443,354,56081,0.041480727,0.06102273,0.005891557,0.8923814296722412,88500,10.400007430097757,248.56,298.41020584106445
8875000,0.059431992,2.3785894,-0.0012998425,355,49557,0.04043624,0.15892635,0.004975631,0.7689322084188461,88750,10.17124108698954,242.02,299.1789040565491
8900000,0.074092,2.3785558,-0.00089950673,356,42274,0.041681893,0.06505616,0.005871284,0.8729559630155563,89000,10.439594002004819,248.26,300.0066804885864
8925000,0.064308,2.3794355,-0.0008646885,357,54473,0.03922605,0.11005173,0.0053539425,0.8289587795734406,89250,9.856400172202402,244.83,300.92036509513855
8950000,0.03636,2.37496,-0.0018025583,358,54908,0.040293638,0.074960545,0.0037050091,0.8921154588460922,89500,10.095014184342071,246.08,301.7055854797363
8975000,0.078328,2.3647594,-0.0008348936,359,55641,0.040765617,0.027357746,0.00608565,0.9492305219173431,89750,10.191404403501947,250.0,302.4913034439087
9000000,0.047496,2.3571072,-0.0010198196,360,54090,0.038573578,0.11640316,0.004481145,0.8084886223077774,90000,9.669070546350513,244.21,303.2712161540985
9025000,0.088319995,2.3544462,-0.000646491,361,55224,0.039324194,0.10872637,0.006648523,0.8351030945777893,90250,9.832788442894852,243.1,304.0675218105316
9050000,0.042352002,2.3536773,-0.0011214602,362,55900,0.040809266,0.08148105,0.0040964372,0.8692846894264221,90500,10.213177734802189,245.53,304.84779143333435
9075000,0.039688,2.353688,-0.0013052133,363,49205,0.040211055,0.054274846,0.003740545,0.8973341882228851,90750,10.072669771216061,247.81,305.62547993659973
9100000,0.08288799,2.3564508,-0.0025266176,364,56300,0.03990294,0.10782496,0.0067164274,0.8438616991043091,91000,9.94213333659386,243.11,306.4717962741852
9125000,0.07005601,2.3588967,-0.0016191989,365,53490,0.041496806,0.07514554,0.0055413125,0.8722307235002518,91250,10.39426009615223,245.59,307.25562620162964
9150000,0.066796005,2.3586478,-0.0015201572,366,55157,0.038380966,0.1406204,0.005390906,0.7929916381835938,91500,9.696874499329205,242.87,308.058712720871
9175000,0.06897999,2.3585067,-0.0015565312,367,55124,0.04013825,0.0789426,0.0056312494,0.8716525882482529,91750,10.037644705357287,245.66,308.8523623943329
9200000,0.03872,2.3588157,-0.00041690812,368,55636,0.038868193,0.16578496,0.0040294905,0.7594109028577805,92000,9.86986622802091,241.62,309.63683462142944
9225000,0.042712,2.3590066,-0.0015646936,369,53151,0.036825985,0.2473565,0.0042227474,0.7119413018226624,92250,9.250252995301562,231.45,310.42470502853394
9250000,0.033884,2.357423,-0.0010770382,370,53027,0.03703412,0.1671022,0.0033733596,0.8027233481407166,92500,9.276068131046486,234.04,311.23904752731323
9275000,0.040992,2.3543305,-0.001868713,371,53763,0.038016874,0.11799115,0.0037635479,0.8310019969940186,92750,9.545233308508541,241.71,312.06373357772827
9300000,0.045344,2.3541477,-0.0012714246,372,54527,0.03907557,0.20501836,0.0040614265,0.7367532253265381,93000,9.924326437202453,242.42,312.861914396286
9325000,0.08061999,2.35513,-0.0015023372,373,48435,0.039536163,0.082114674,0.006226872,0.8873918205499649,93250,9.900892628892635,243.71,313.64875769615173
9350000,0.038175996,2.353277,-0.002078507,374,53950,0.040431608,0.065604195,0.003910686,0.8814042136073112,93500,10.119889975245146,248.32,314.49620819091797
9375000,0.052484,2.3461444,-0.0012761842,375,55434,0.038019232,0.11314943,0.0046389787,0.8576787710189819,93750,9.533135966074479,240.32,315.29017090797424
9400000,0.041716,2.3400002,-0.0014134169,376,54501,0.039468136,0.10900869,0.004130002,0.8378095924854279,94000,9.9122878897422,244.7,316.06495451927185
9425000,0.042284,2.3391414,-0.001827305,377,53637,0.038371745,0.13799185,0.0039932104,0.8076819777488708,94250,9.636618672010973,240.16,316.85844683647156
9450000,0.106143996,2.3387089,-0.0014415077,378,47448,0.039289426,0.11669217,0.007672327,0.8276984393596649,94500,9.900719593656577,241.71,317.66707158088684
9475000,0.069232,2.3370013,-0.0016640865,379,53514,0.040265247,0.099601194,0.0056090644,0.8292937576770782,94750,10.125125975368574,246.22,318.51753664016724
9500000,0.050264,2.3321872,-0.0012683391,380,53802,0.039503045,0.024650918,0.0044771647,0.949083749204874,95000,9.87576141656662,250.0,319.3120458126068
9525000,0.06472,2.3282592,-0.0013800629,381,39622,0.039638884,0.06734224,0.0053519914,0.8779453113675117,95250,9.968561617748346,246.87,320.106511592865
9550000,0.058212005,2.3298047,-0.001359487,382,54780,0.039230015,0.06494503,0.0050012106,0.8437909781932831,95500,9.860224867073484,248.73,321.06363892555237
9575000,0.070907995,2.3294096,7.996328e-05,383,52789,0.039146233,0.038287178,0.0057486333,0.9219236224889755,95750,9.795224747154206,248.14,321.8451244831085
9600000,0.060392,2.3255038,-0.00089456607,384,53348,0.041232757,0.02783657,0.0051968237,0.9476024620234966,96000,10.308189898539204,250.0,322.6539418697357
9625000,0.05026,2.3161376,-0.0012092656,385,55238,0.040350936,0.026777487,0.0047148885,0.9439967647194862,96250,10.087733845379008,250.0,323.46638441085815
9650000,0.054204,2.309696,-0.0010511277,386,55239,0.039139505,0.16259608,0.0047818073,0.7320378720760345,96500,9.934771642448249,242.26,324.2543590068817
9675000,0.051588,2.3085628,-0.0015462792,387,54482,0.04014854,0.058320772,0.0045924787,0.8885249868035316,96750,10.046172888724286,248.36,325.04101634025574
9700000,0.057276,2.3080482,-0.0011117004,388,55675,0.041328594,0.055960953,0.004937657,0.9023394361138344,97000,10.32016963120126,247.66,325.8368434906006
9725000,0.082316,2.3071527,-0.0018824047,389,55239,0.040087283,0.09767528,0.006765825,0.814363107085228,97250,10.102845979617815,246.86,326.6151587963104
9750000,0.054631997,2.3068137,-0.0007473086,390,45373,0.041163895,0.026663274,0.0048259757,0.944188579916954,97500,10.290974017112568,250.0,327.39552640914917
9775000,0.066988006,2.302285,-0.0019069103,391,54941,0.04208382,0.059892934,0.0055588023,0.8640677034854889,97750,10.549441767429817,248.49,328.2733459472656
9800000,0.047372006,2.2972476,-0.0013722888,392,37303,0.03916542,0.08169493,0.0044567846,0.8463261276483536,98000,9.8443048668548,245.73,329.07124423980713
9825000,0.10220001,2.2966394,-0.001303504,393,53839,0.037893318,0.17024283,0.0075491117,0.680748850107193,98250,9.610914384423449,242.51,330.0839569568634
9850000,0.064156,2.298255,-0.001977677,394,54264,0.03901066,0.08806176,0.005503602,0.8367534279823303,98500,9.868068648202316,247.18,330.8847563266754
9875000,0.065791994,2.301398,-0.0015052594,395,54095,0.040439706,0.08679108,0.0053530214,0.8270986080169678,98750,10.199791588615225,247.28,331.68262243270874
9900000,0.09775199,2.3021014,-0.0011346927,396,54286,0.04208857,0.06006847,0.007391645,0.881871335208416,99000,10.570273256711298,248.63,332.47475600242615
9925000,0.079604,2.3010993,-0.0013087398,397,54277,0.042070307,0.09241335,0.0065337704,0.8381215184926987,99250,10.590463487118576,246.15,333.2814016342163
9950000,0.070539996,2.2998464,-0.0009451831,398,52865,0.040465564,0.025476644,0.005830597,0.9459814094007015,99500,10.116391705323549,250.0,334.08543062210083
9975000,0.056744,2.2982464,-0.00088886917,399,53301,0.040584505,0.05940459,0.0049772835,0.8669548332691193,99750,10.133684815042507,247.53,334.8949465751648
10000000,0.051767997,2.2971168,-0.0017021742,400,53851,0.039834693,0.05469858,0.0046585505,0.8975492343306541,100000,9.999667682952131,247.89,335.70288133621216
10025000,0.064556,2.2967668,-0.00054095325,401,55447,0.04107358,0.05863457,0.005410741,0.8866047859191895,100250,10.288162879799494,247.5,336.50271463394165
10050000,0.062399995,2.294471,-0.0014305444,402,55140,0.04192487,0.08872758,0.0053898417,0.8410390019416809,100500,10.50566316331562,245.75,337.2821378707886
10075000,0.06736799,2.2884765,-0.0007799169,403,55419,0.042311758,0.058229595,0.00554482,0.8882075995206833,100750,10.56880917524919,247.59,338.0710518360138
10100000,0.092999995,2.285668,-0.0018665673,404,54764,0.040403824,0.18305458,0.0071670664,0.7372880280017853,101000,10.266710754088127,240.92,338.8634066581726
10125000,0.052128,2.2853909,-0.0024817109,405,54769,0.041086655,0.06918896,0.0047322856,0.8788562342524529,101250,10.325947163724923,246.13,339.66801047325134
10150000,0.025599997,2.2837124,-0.0008769922,406,53095,0.04150604,0.045954835,0.0031212687,0.9170550033450127,101500,10.414851915125437,248.28,340.4680244922638
10175000,0.056052,2.2809265,-0.001371448,407,47348,0.042389106,0.046904888,0.004906898,0.912453755736351,101750,10.624822789863028,248.07,341.2718405723572
10200000,0.03234,2.2800095,-0.0016232146,408,54217,0.040810924,0.06935855,0.003399282,0.8748367428779602,102000,10.241819422478438,246.23,342.1345407962799
10225000,0.075876,2.2783093,-0.00031573596,409,53036,0.041840795,0.029483074,0.006068207,0.9437442533671856,102250,10.46019700470929,250.0,342.9450147151947
10250000,0.093424,2.2750263,-0.0006565285,410,54168,0.04123443,0.076744944,0.0068878913,0.8698780834674835,102500,10.343980924588728,245.91,343.77191734313965
10275000,0.083856,2.2729626,-0.001870079,411,53620,0.04215892,0.1294432,0.006588028,0.8054580837488174,102750,10.58164608207131,242.01,344.5646743774414
10300000,0.046768,2.2706754,-0.0013828992,412,52742,0.04301005,0.029836241,0.0043239896,0.9399596638977528,103000,10.752512062671013,250.0,345.3709864616394
10325000,0.045748003,2.267789,-0.0014671044,413,53423,0.04110377,0.063094206,0.0042016627,0.8848531395196915,103250,10.330997011056752,248.69,346.16823744773865
10350000,0.035555996,2.2661262,-0.0014977008,414,54307,0.04082925,0.15792729,0.003664617,0.7715944945812225,103500,10.201518855025434,239.13,346.97262620925903
10375000,0.035524,2.2641313,-0.0016796138,415,53950,0.042842,0.05614884,0.0035573295,0.9044712781906128,103750,10.691618716021967,247.55,347.76028084754944
10400000,0.083148,2.2612405,0.00023642862,416,53596,0.04259373,0.02638694,0.006463834,0.9480253532528877,104000,10.648432035833174,250.0,348.55309414863586
10425000,0.09136001,2.2579613,-0.0004847076,417,54377,0.040082037,0.16956362,0.0068102367,0.740056723356247,104250,10.04012000275805,239.97,349.3500373363495
10450000,0.040864002,2.2541604,-0.0012931777,418,55420,0.04274479,0.18029542,0.0038175308,0.7220486402511597,104500,10.842751539961391,243.48,350.14864134788513
10475000,0.051868,2.2517824,-0.0010629272,419,55251,0.041612867,0.08499019,0.00462244,0.8338151425123215,104750,10.460404350533791,246.94,350.93648076057434
10500000,0.068976,2.2514315,-0.0017261928,420,54349,0.041093912,0.15066141,0.005611882,0.7988093197345734,105000,10.33375722925688,240.36,351.72393703460693
10525000,0.0442,2.2517953,-0.0017469774,421,54646,0.04130301,0.16064909,0.0040460033,0.7668809443712234,105250,10.51333414223811,244.84,352.5101137161255
10550000,0.074004,2.2524552,-0.00049736974,422,54112,0.039396748,0.03840803,0.005870138,0.9317510277032852,105500,9.87329969212762,248.47,353.2977497577667
10575000,0.08536,2.2489085,-0.0012357469,423,53485,0.04178408,0.024921475,0.0064282147,0.9628418236970901,105750,10.446021092285182,250.0,354.0938982963562
10600000,0.06206,2.2444103,-0.0010286218,424,55641,0.04277689,0.026236136,0.0052329404,0.9514198340475559,106000,10.69422290652874,250.0,354.88715171813965
10625000,0.08797199,2.2396328,-0.00060976826,425,54901,0.0435695,0.027377198,0.006717278,0.9510371126234531,106250,10.892375120922953,250.0,355.6678786277771
10650000,0.06622799,2.2349763,-0.0012033262,426,54750,0.040723063,0.07337135,0.005478656,0.8852281868457794,106500,10.189363403432726,245.88,356.45197892189026
10675000,0.0978,2.23154,-0.0012994669,427,55136,0.041428912,0.11997603,0.0077643255,0.834804430603981,106750,10.46109455970436,244.51,357.2446641921997
10700000,0.068671994,2.2289093,-0.0015234876,428,53475,0.0424448,0.19009787,0.005607409,0.7369039058685303,107000,10.631816630229093,240.57,358.03366804122925
10725000,0.059875995,2.2283368,-0.0022321197,429,53931,0.04238248,0.05643364,0.005112385,0.9005924686789513,107250,10.647879671909031,248.28,358.8367168903351
10750000,0.07634801,2.227167,-0.00024215462,430,55468,0.042513482,0.026732719,0.0060614054,0.9548907205462456,107500,10.62836913606523,250.0,359.63732719421387
10775000,0.04156,2.2248077,-0.0011072896,431,55827,0.040462926,0.057412125,0.004165629,0.9092642217874527,107750,10.145002012306504,248.41,360.41949105262756
10800000,0.101372,2.2208443,-0.00014377662,432,53733,0.04359311,0.059809756,0.007912323,0.8988171443343163,108000,10.899022073152482,247.78,361.19413137435913
10825000,0.059692003,2.218482,-0.0017018437,433,53713,0.04335254,0.061718147,0.005116933,0.8967947661876678,108250,10.898333807384915,248.66,361.9975516796112
10850000,0.038247995,2.220145,-0.0010520862,434,54583,0.041490894,0.058698863,0.003936075,0.9088496342301369,108500,10.432429977746251,248.8,362.79121446609497
10875000,0.0471,2.2149568,-0.0017633591,435,54700,0.04201072,0.025133243,0.00425703,0.9539078325033188,108750,10.502681214145705,250.0,363.5766530036926
10900000,0.054667998,2.2097676,-0.002017478,436,54865,0.04320114,0.055530805,0.0049684006,0.91423249989748,109000,10.795409852612138,247.68,364.35984897613525
10925000,0.07650399,2.2083428,-0.0010971373,437,55559,0.04120489,0.02217989,0.0059945816,0.9621347896754742,109250,10.30122188497684,250.0,365.14860677719116
10950000,0.07393201,2.2050786,-0.0009264512,438,52919,0.043688156,0.055057812,0.0059536914,0.913782998919487,109500,10.94810159286004,248.49,365.93126225471497
10975000,0.045148,2.205031,-0.00054593384,439,53080,0.042159732,0.024271315,0.004243168,0.9577985927462578,109750,10.539932044604793,250.0,366.73081946372986
11000000,0.061564,2.2067819,-0.0005894648,440,53672,0.04122046,0.021989306,0.005307386,0.9622698873281479,110000,10.305114479968706,250.0,367.5546360015869
11025000,0.04312,2.203029,-0.00122125,441,52320,0.042574078,0.022980742,0.004266125,0.9617025852203369,110250,10.643519099116965,250.0,368.35390543937683
11050000,0.053875994,2.1951184,-0.0016114451,442,53284,0.04268976,0.025497383,0.0048737144,0.9590417556464672,110500,10.672441653526603,250.0,369.1685059070587
11075000,0.095496,2.1867852,-0.0009253635,443,53374,0.042211395,0.057877876,0.007445122,0.8961817398667336,110750,10.571424816951385,247.58,369.9670662879944
11100000,0.039371997,2.1820745,-0.0011847649,444,52070,0.043199062,0.024159942,0.0040282155,0.9566892758011818,111000,10.799765395986505,250.0,370.77275228500366
11125000,0.084888,2.1807344,0.00040896627,445,54674,0.04308432,0.024113646,0.006583143,0.9550633542239666,111250,10.77108050525596,250.0,371.5845181941986
11150000,0.057827998,2.17811,-0.0020376495,446,44543,0.04300161,0.056742262,0.0049377265,0.9094613716006279,111500,10.745948212404038,247.64,372.3771507740021
11175000,0.051992,2.177726,-0.001202429,447,55330,0.043673776,0.0839526,0.0044887858,0.8727124035358429,111750,11.016170124961208,247.45,373.26524686813354
11200000,0.05724,2.1833208,-0.0012543605,448,54417,0.044207986,0.055498462,0.0048308754,0.9188143238425255,112000,11.038663323055843,247.56,374.0576813220978
11225000,0.07412,2.18531,-0.0012177747,449,52792,0.04211536,0.06730052,0.00592511,0.9038273096084595,112250,10.586003164729918,246.0,374.8744819164276
11250000,0.065023996,2.1821818,-0.0019097656,450,53791,0.041378155,0.09440379,0.005511619,0.8752783760428429,112500,10.43121200894224,244.75,375.6951332092285
11275000,0.08447199,2.1800504,-0.0014038035,451,54949,0.04211782,0.10522109,0.00665107,0.8622432202100754,112750,10.58945059454134,243.9,376.5003867149353
11300000,0.08402,2.1815877,-0.0010328776,452,54434,0.04056193,0.18961294,0.006559171,0.7950641959905624,113000,10.352415261356073,239.28,377.29703521728516
11325000,0.067268,2.1840882,-0.0010536986,453,54304,0.042556114,0.08408265,0.0055232183,0.8735250234603882,113250,10.757880609983104,246.86,378.082590341568
11350000,0.08836799,2.1845875,-0.00043382132,454,55212,0.042672828,0.060495086,0.0066793323,0.9016232714056969,113500,10.692763501337758,248.37,378.8775849342346
11375000,0.090892,2.182198,-0.00029609122,455,55250,0.04263007,0.026747296,0.0069065774,0.953542422503233,113750,10.657517728993211,250.0,379.6603829860687
11400000,0.065572,2.1796625,-0.0010604422,456,50093,0.04077238,0.098999664,0.005449405,0.8817652016878128,114000,10.301763806388262,245.01,380.450745344162
11425000,0.033192,2.1814501,-0.0009668296,457,53892,0.04144291,0.1007445,0.0035527027,0.8635491877794266,114250,10.484927088057594,244.19,381.2777569293976
11450000,0.064888,2.1796613,-0.0006141211,458,55503,0.0422759,0.027682165,0.0054714503,0.9496353790163994,114500,10.568974254698842,250.0,382.07873463630676
11475000,0.064076,2.1778095,-0.0015265638,459,54630,0.04264523,0.06977275,0.0054437215,0.8944202810525894,114750,10.686650880480375,247.6,382.8635993003845
11500000,0.076468006,2.176636,-0.0007026377,460,52957,0.042993143,0.040962927,0.006047491,0.933545395731926,115000,10.757599454610645,248.15,383.6513192653656
11525000,0.047956,2.1720965,-0.000860989,461,53992,0.040964603,0.10528122,0.004485056,0.8128169029951096,115250,10.28596584695908,245.16,384.4698271751404
11550000,0.067972004,2.1649451,-0.0007760111,462,55716,0.04097044,0.10576687,0.005682908,0.8115098029375076,115500,10.315357681020723,246.36,385.26101517677307
11575000,0.057028003,2.161242,-4.4529745e-05,463,53925,0.043433458,0.063838966,0.0053070085,0.8880459889769554,115750,10.864586058175773,247.63,386.03781962394714
11600000,0.084868,2.157488,-0.0011763893,464,51557,0.041017324,0.15894751,0.00668035,0.7858484089374542,116000,10.355125707184488,240.9,386.8450827598572
11625000,0.082364,2.154747,-0.0021960088,465,53799,0.04041507,0.16009456,0.0063550873,0.7795518487691879,116250,10.27337978435713,241.54,387.67719554901123
11650000,0.048496,2.1538026,-0.0012381456,466,45366,0.043834083,0.026679862,0.004471695,0.9594162330031395,116500,10.958519587300543,250.0,388.47472953796387
11675000,0.07300399,2.151606,-0.001358085,467,56233,0.043136444,0.051410675,0.0059901467,0.9165768772363663,116750,10.782818377065924,247.71,389.3519501686096
11700000,0.04438,2.1483762,-0.0013318951,468,55190,0.0398611,0.048051655,0.0042115096,0.9213498085737228,117000,9.971239202554262,247.85,390.12435936927795
11725000,0.073032,2.146918,-0.0004509568,469,54354,0.042193674,0.026560154,0.0058313785,0.9547503590583801,117250,10.548417529767029,250.0,390.90889978408813
11750000,0.055459995,2.1441293,-0.0012969131,470,55775,0.04155082,0.064390965,0.004880474,0.8995071202516556,117500,10.381462025451475,245.66,391.699490070343
11775000,0.038008,2.1419985,-0.0014501467,471,54014,0.042596288,0.06663904,0.0036956794,0.9023593217134476,117750,10.655125988625368,245.81,392.47677659988403
11800000,0.060668003,2.1409562,-0.0015448157,472,54765,0.041644886,0.07711877,0.0050557447,0.892113707959652,118000,10.460589965095204,245.85,393.27836513519287
11825000,0.050752003,2.1421313,-0.0014835658,473,55325,0.040961258,0.0892659,0.004622618,0.8826028257608414,118250,10.22855873609893,243.46,394.06897616386414
11850000,0.054892004,2.1419218,-0.0016307741,474,54568,0.041552663,0.041359045,0.0048692888,0.9308787286281586,118500,10.393391435230006,247.84,394.85263657569885
11875000,0.068275996,2.1416175,-0.0010664535,475,42968,0.042501044,0.09078615,0.005775614,0.8766662552952766,118750,10.647052115425758,243.92,395.6414704322815
11900000,0.092732,2.1417723,-0.00058082724,476,55786,0.041439652,0.1051812,0.0073667043,0.8769887164235115,119000,10.408428511900565,240.5,396.54943227767944
11925000,0.034927998,2.1432574,-0.0012427762,477,48532,0.041657276,0.08549012,0.0036554062,0.8746602535247803,119250,10.45478712178447,244.53,397.32851576805115
11950000,0.049171995,2.1447139,-0.0010871708,478,54516,0.042835157,0.04311707,0.0045485636,0.9310473129153252,119500,10.707623229476157,247.93,398.1854786872864
11975000,0.04868,2.1452456,-0.0010414332,479,53554,0.042973164,0.022710312,0.0044258586,0.9609252884984016,119750,10.743290097605131,250.0,398.9757947921753
12000000,0.046692006,2.143109,-0.0013659138,480,53761,0.04253773,0.041111663,0.0043547936,0.9385719262063503,120000,10.648539370712824,248.2,399.7719395160675
12025000,0.057639997,2.1365507,-0.0010396367,481,53937,0.040799875,0.045705043,0.004951765,0.9307242259383202,120250,10.20918468396827,248.05,400.571102142334
