true_reward,serial_timesteps,n_updates,ep_reward_mean,ep_len_mean,time_elapsed,approxkl,policy_loss,total_timesteps,value_loss,policy_entropy,explained_variance,clipfrac,fps
-0.015140169,40000,160,6.0769015621490095,116.08,147.71646666526794,0.0033572693,-0.0006385426,4000000,16.14774,5.23543,0.4816287159919739,0.032008,53693
-0.012500198,40250,161,3.2194674506297964,105.5,148.64180779457092,0.0034232505,-0.0009206355,4025000,16.660732,5.233433,0.49518901109695435,0.032612003,53894
-0.0029365686,40500,162,4.749573965680019,99.82,149.5135428905487,0.004260644,-0.0013583174,4050000,24.0498,5.2308784,0.4166187047958374,0.048924,55538
-0.020440357,40750,163,5.749538020980749,111.0,150.36016869544983,0.0025802776,-0.00059360755,4075000,15.184858,5.228177,0.5055443346500397,0.022944,46767
-0.019277753,41000,164,7.009306006409725,114.88,151.29648685455322,0.0031251952,-0.0011433389,4100000,13.89736,5.2264233,0.5237818956375122,0.031036,54395
-0.028304532,41250,165,3.3943016380184643,126.24,152.1766574382782,0.0030603097,-0.0012577994,4125000,7.475637,5.2241173,0.6542377471923828,0.02798,53490
-0.016741645,41500,166,5.933138193846816,105.26,153.0464768409729,0.0022251848,-0.0006447373,4150000,17.095312,5.22023,0.47729218006134033,0.018808,54928
-0.009632484,41750,167,3.898334283484753,103.04,153.91254234313965,0.0019173302,-0.0005464,4175000,20.812634,5.2175837,0.4426620602607727,0.011704001,55044
-0.019804347,42000,168,7.245978358135999,104.06,154.78099942207336,0.004543239,-0.0012276338,4200000,14.082181,5.2152047,0.524105578660965,0.053336002,53909
-0.00080284936,42250,169,7.385321678119085,116.86,155.63997507095337,0.0030604536,-0.0011252438,4225000,20.35727,5.212289,0.4394415616989136,0.032636,54866
-0.010737482,42500,170,6.295806773266854,115.25,156.50360894203186,0.0025833286,-0.00084505323,4250000,17.382471,5.209053,0.4726828932762146,0.025252,51594
-0.025659958,42750,171,5.193467543452953,116.69,157.406099319458,0.0014646084,-0.0008816584,4275000,11.15298,5.2072105,0.5630672872066498,0.012180001,54143
-0.0011690597,43000,172,7.1418997041689,108.17,158.29878449440002,0.003138903,-0.0011600099,4300000,24.258276,5.2030725,0.41181039810180664,0.034996003,54929
