n_updates,fps,ep_reward_mean,total_timesteps,true_reward,policy_entropy,ep_len_mean,clipfrac,time_elapsed,approxkl,explained_variance,value_loss,serial_timesteps,policy_loss
1153,48950,8.867222130699956,28825000,0.042603046,-2.9308403,208.18,0.17008,960.4371438026428,0.0128700305,0.9526603370904922,0.032431252,288250,7.363807e-05
1154,53458,8.917501913246234,28850000,0.0423015,-2.9312806,209.25,0.24007602,961.3267071247101,0.019266855,0.9659655429422855,0.025612116,288500,0.001971195
1155,53717,8.93338700668818,28875000,0.042879105,-2.9289842,208.11,0.24240398,962.1635217666626,0.02074935,0.9702501725405455,0.022712108,288750,0.0025169381
1156,52940,7.8357247582587295,28900000,0.04204294,-2.9285004,186.54,0.217524,963.0043458938599,0.01726742,0.9709775447845459,0.025587315,289000,0.0013862184
1157,53216,8.308327714315565,28925000,0.041100487,-2.9297185,200.69,0.200092,963.8412404060364,0.014388246,0.9581125527620316,0.03625381,289250,0.0007411522
1158,53298,8.704817512742375,28950000,0.04202989,-2.9321036,207.16,0.15504399,964.6636021137238,0.011670994,0.9756667762994766,0.020401262,289500,-0.0012162012
1159,50084,9.084026105149242,28975000,0.043306705,-2.9323797,209.88,0.33728796,965.4962379932404,0.03721372,0.9793894998729229,0.015265013,289750,0.011052703
1160,49782,7.955062910563138,29000000,0.04104339,-2.9277318,195.51,0.260724,966.3642480373383,0.021307813,0.9704604875296354,0.023982903,290000,0.0040954505
1161,51533,8.402813205581296,29025000,0.041127004,-2.923779,203.41,0.168336,967.2540760040283,0.012448436,0.9599942043423653,0.026818339,290250,0.00023774573
1162,51517,8.695167733897833,29050000,0.042256612,-2.9198737,206.0,0.35631198,968.1025049686432,0.034172267,0.9713752679526806,0.020871688,290500,0.0103869615
1163,49842,8.594206649588124,29075000,0.041824657,-2.9178329,205.32,0.15799598,968.9625017642975,0.012205077,0.9777366872876883,0.017465947,290750,0.0004810333
1164,46946,8.416322320182081,29100000,0.039816044,-2.9180894,208.85,0.190388,969.8470189571381,0.016611403,0.9699619710445404,0.026438227,291000,0.0024119634
1165,51915,9.15293076745933,29125000,0.042815357,-2.9203784,211.38,0.17525199,970.78306889534,0.0144857,0.9426396004855633,0.03717922,291250,0.0014589156
1166,51270,8.409556452125544,29150000,0.042635284,-2.9224477,199.49,0.107824005,971.6519827842712,0.008359486,0.9739751052111387,0.019659955,291500,-0.0020619847
1167,54320,8.17454200904569,29175000,0.04147242,-2.924036,198.29,0.119752005,972.5206806659698,0.008964054,0.9777634497731924,0.016931228,291750,-0.0023613784
1168,52943,8.823745589441387,29200000,0.04270585,-2.9281487,204.42,0.198116,973.3468658924103,0.015416103,0.984626998193562,0.013470463,292000,0.0026527601
1169,51586,8.395223181231994,29225000,0.041395195,-2.9314122,204.03,0.20898001,974.1914217472076,0.016389702,0.9719341229647398,0.02296556,292250,0.0015797218
1170,51834,8.474550696840089,29250000,0.042008657,-2.933906,201.35,0.16654,975.0465943813324,0.012653837,0.9649095311760902,0.026936939,292500,-0.00024066199
1171,52491,7.4856513249360255,29275000,0.040718883,-2.9376829,187.11,0.130016,975.8976855278015,0.009966836,0.9688994158059359,0.026359305,292750,-0.00041765906
1172,51680,8.299609184621513,29300000,0.04230131,-2.9410548,197.14,0.162936,976.765189409256,0.012547409,0.966384269297123,0.026548538,293000,0.00024125174
1173,53356,9.316067290307073,29325000,0.04303981,-2.9425707,215.09,0.119384006,977.6239755153656,0.008820635,0.9826494194567204,0.013543029,293250,-0.0015036575
1174,54953,8.61764976791659,29350000,0.042777963,-2.9447074,201.67,0.22398801,978.4650218486786,0.017081011,0.9662163816392422,0.027708268,293500,0.0011976719
1175,54548,8.494015645498347,29375000,0.04258595,-2.9460714,201.16,0.14684,979.2841477394104,0.010801332,0.9774622656404972,0.018668428,293750,-0.0019361511
1176,53517,7.931789401837156,29400000,0.04206267,-2.9482915,188.19,0.230972,980.1168847084045,0.018436002,0.9836874157190323,0.014315563,294000,0.0034548447
1177,53335,8.339630134762265,29425000,0.042252623,-2.9509456,199.88,0.18026,980.954827785492,0.013391594,0.9891355438157916,0.007928431,294250,0.00045802453
1178,52946,8.658095110130962,29450000,0.042479087,-2.9534473,203.93,0.17540802,981.795435667038,0.014253599,0.9763075783848763,0.017970717,294500,-5.916888e-05
1179,54420,8.524895170905365,29475000,0.04345646,-2.9530718,196.52,0.132036,982.6376452445984,0.009717797,0.9769827798008919,0.017856875,294750,-0.0008876171
1180,53651,9.211216006907634,29500000,0.043598734,-2.950593,210.82,0.17924,983.4721169471741,0.014432152,0.9903385723009706,0.008526443,295000,0.0022297516
1181,53556,8.820045375405307,29525000,0.043804318,-2.9509156,200.27,0.23996,984.3133289813995,0.019134901,0.9838448204100132,0.013613063,295250,0.00339498
1182,53274,9.442579731718947,29550000,0.04203184,-2.9507203,224.14,0.348752,985.156946182251,0.04090354,0.9746806100010872,0.018381486,295500,0.012532093
1183,54120,8.436341044111177,29575000,0.04261927,-2.9472687,197.25,0.168644,985.99471616745,0.012862794,0.976534228771925,0.019606194,295750,0.000755571
1184,53293,9.079048214734648,29600000,0.043540634,-2.9440374,210.71,0.202384,986.8319611549377,0.016198736,0.9927308978512883,0.0055282083,296000,0.0030203874
1185,52986,9.316177872118315,29625000,0.043379743,-2.9420724,216.15,0.180628,987.6897492408752,0.012952712,0.9769983720034361,0.01487392,296250,0.00052308594
1186,53206,8.666023193388536,29650000,0.0414476,-2.9407492,206.35,0.129492,988.5471453666687,0.009664248,0.9832622595131397,0.014430376,296500,-0.0020317235
1187,48966,8.190695264441892,29675000,0.04245969,-2.9410844,194.02,0.337968,989.4159014225006,0.030111637,0.9696378577500582,0.026071507,296750,0.009027067
1188,53594,9.029765515134205,29700000,0.042914063,-2.9427345,210.09,0.189224,990.3030676841736,0.014570202,0.9773664623498917,0.018401815,297000,0.00088248367
1189,53815,8.761818309029405,29725000,0.04259749,-2.943522,206.94,0.14932802,991.1447496414185,0.010771455,0.9734263624995947,0.020307738,297250,-0.00057462737
1190,53822,9.358833130031126,29750000,0.044122223,-2.945911,210.74,0.141308,991.9863722324371,0.010291763,0.98829728923738,0.008693113,297500,-0.002379323
1191,54223,8.736743022509991,29775000,0.04197025,-2.949368,212.39,0.22894803,992.8242981433868,0.020242428,0.976288890466094,0.017448341,297750,0.0023050203
1192,53781,9.039661934353918,29800000,0.041518327,-2.9492419,215.48,0.24492002,993.6637613773346,0.024154358,0.9661960564553738,0.027582001,298000,0.0038442493
1193,53242,8.329710595109173,29825000,0.04216041,-2.9478724,199.31,0.15222399,994.5088727474213,0.0120004,0.9717343170195818,0.023032494,298250,-0.0026198516
1194,52903,9.112503721051056,29850000,0.042357173,-2.9433427,214.53,0.22318801,995.356724023819,0.017718103,0.9679841957986355,0.024574857,298500,0.002623755
1195,53318,8.771277879653207,29875000,0.04216417,-2.9418163,209.17,0.21072002,996.2008676528931,0.016380224,0.9872635072097182,0.00948876,298750,0.0027416646
1196,53808,8.500712069466351,29900000,0.041247707,-2.944861,207.46,0.22352001,997.0445063114166,0.016708137,0.979745564982295,0.017400362,299000,0.0030034867
1197,50729,8.95911614154931,29925000,0.04337088,-2.9479833,204.25,0.172552,997.8917911052704,0.0128575135,0.9573531486093998,0.035301086,299250,0.00020476391
1198,51226,7.88310795409212,29950000,0.041448496,-2.949936,190.99,0.299004,998.7717015743256,0.029779112,0.9811091646552086,0.01809062,299500,0.009717481
1199,55008,8.535902499412186,29975000,0.04236338,-2.951197,204.42,0.312664,999.6387424468994,0.028677996,0.9836305230855942,0.014730923,299750,0.0104247015
1200,54753,8.762037018201664,30000000,0.043311536,-2.9502077,203.06,0.336764,1000.4724452495575,0.031780325,0.9852465912699699,0.01241094,300000,0.0111018475
1201,53992,8.903826213933062,30025000,0.042181056,-2.948083,210.93,0.23749602,1001.2947368621826,0.018284842,0.9762808941304684,0.019492883,300250,0.003645985
1202,55237,8.349327607838203,30050000,0.041352045,-2.9464858,202.75,0.17896801,1002.1192102432251,0.013302177,0.9893149612471461,0.0085253995,300500,0.001095851
1203,54276,8.016454465319402,30075000,0.041575994,-2.9474187,198.26,0.130712,1002.9415175914764,0.009427877,0.978575624525547,0.016388703,300750,-0.0007626009
1204,53632,8.436229512865458,30100000,0.04277002,-2.945734,200.93,0.205036,1003.7617402076721,0.016200561,0.9881656337529421,0.0105329165,301000,0.0032931275
1205,54022,8.486603087280727,30125000,0.041951757,-2.9435475,204.72,0.17592,1004.5970294475555,0.013132674,0.976067304611206,0.019928534,301250,0.0019898904
1206,54254,9.008515852842248,30150000,0.041063454,-2.9425516,217.13,0.184992,1005.4254450798035,0.014324615,0.9782030060887337,0.016140053,301500,0.0020334455
1207,53493,8.748457640987617,30175000,0.042455252,-2.9446557,204.8,0.12367199,1006.2695200443268,0.009164523,0.9783309791237116,0.017213106,301750,-0.0025214804
1208,53662,9.00996468712423,30200000,0.041719582,-2.9509063,216.41,0.195748,1007.1178777217865,0.015813345,0.9815775416791439,0.014417538,302000,0.0015680136
1209,53802,8.502474124157324,30225000,0.041215673,-2.9536643,204.13,0.143296,1007.950160741806,0.010419315,0.9393469616770744,0.0417045,302250,-0.0001899465
1210,54204,8.748660072131848,30250000,0.04328396,-2.949445,200.35,0.15766801,1008.8003573417664,0.011513317,0.979635851457715,0.01821101,302500,-0.0001428021
1211,53127,8.611251523577375,30275000,0.041109916,-2.9465601,207.81,0.145756,1009.6348464488983,0.010431826,0.9693982321768999,0.025668269,302750,-0.00016780701
1212,54333,8.216893722409658,30300000,0.04212611,-2.9455,196.16,0.38989198,1010.5097172260284,0.037666816,0.9604925140738487,0.03015325,303000,0.008447627
1213,53012,8.245137283405054,30325000,0.043251444,-2.9421902,192.57,0.30828398,1011.3482718467712,0.02975509,0.9574121497571468,0.03467529,303250,0.0075858063
1214,53882,8.932291925338868,30350000,0.041777056,-2.9396968,210.5,0.36418003,1012.194943189621,0.037714474,0.9815937839448452,0.014862132,303500,0.014335903
1215,53361,8.24422564839886,30375000,0.042328537,-2.9372506,197.09,0.154692,1013.0362606048584,0.011277672,0.9703906383365393,0.021736838,303750,0.0001528515
1216,53350,8.619089120784047,30400000,0.041432228,-2.9375188,207.21,0.33831996,1013.880045413971,0.03323271,0.9782991483807564,0.016553465,304000,0.013439002
1217,53378,8.669567538173578,30425000,0.043437414,-2.9369862,201.82,0.290184,1014.7243568897247,0.026192803,0.9857994867488742,0.010307197,304250,0.010023289
1218,55538,9.299151920061558,30450000,0.042514756,-2.9356587,218.17,0.14016,1015.5592658519745,0.010421364,0.9821089096367359,0.012715764,304500,-0.0005046547
1219,55667,8.17728079979247,30475000,0.042824596,-2.9358382,195.58,0.181528,1016.3722381591797,0.014078751,0.9843817548826337,0.012141494,304750,-0.00042762505
1220,55676,8.999055243250915,30500000,0.042975258,-2.938566,209.98,0.191864,1017.2021946907043,0.01406532,0.963220939040184,0.025124947,305000,0.00045466487
1221,52407,8.499596238737867,30525000,0.04101566,-2.9418833,207.06,0.115272,1018.0397634506226,0.008891177,0.9813884999603033,0.013799153,305250,-0.0020407327
1222,49037,9.527949186652476,30550000,0.04398501,-2.9443102,217.01,0.17140001,1018.9074318408966,0.012423931,0.9881328586488962,0.007778611,305500,6.6201996e-05
1223,54101,7.926663625668552,30575000,0.042237338,-2.9465544,188.43,0.12720801,1019.7800650596619,0.009748156,0.9818163476884365,0.015727146,305750,-0.001202076
1224,53430,8.302227437876281,30600000,0.042513374,-2.947575,195.84,0.2057,1020.6248066425323,0.015468535,0.9753581117838621,0.020807337,306000,0.0012851914
1225,53137,9.048294680429972,30625000,0.041866597,-2.946188,213.53,0.126776,1021.4630625247955,0.0091631645,0.9846585486084223,0.011392115,306250,-0.0025209873
1226,53825,8.75684576433945,30650000,0.042207,-2.9464626,208.81,0.18747202,1022.3008623123169,0.013981035,0.9923552963882685,0.0064061643,306500,0.0024888385
1227,53654,8.813017852829399,30675000,0.042955115,-2.9506404,206.29,0.16863999,1023.1357867717743,0.012820396,0.9866739828139544,0.009591138,306750,0.0014465621
1228,54875,7.0907967110356545,30700000,0.041057914,-2.953118,179.5,0.16751598,1023.9786257743835,0.012397052,0.9718589186668396,0.022971798,307000,-0.00017094197
1229,53732,8.272289593428722,30725000,0.041257806,-2.9536939,199.13,0.199568,1024.8139779567719,0.015212664,0.9712457414716482,0.02863885,307250,0.0012174642
1230,52502,8.329938529904465,30750000,0.04285437,-2.9550505,195.09,0.191412,1025.6468000411987,0.014028643,0.97901307977736,0.020626817,307500,0.0005981671
1231,51338,9.217305492039788,30775000,0.043492015,-2.9564548,212.73,0.09466,1026.5059473514557,0.007489382,0.9637850746512413,0.023143198,307750,-0.0022400666
1232,52040,8.680196109356638,30800000,0.043373797,-2.956027,202.66,0.187772,1027.3787927627563,0.013814531,0.9781926665455103,0.015938805,308000,0.00020119683
1233,51599,8.268552571692418,30825000,0.042783696,-2.9565456,195.04,0.20053999,1028.2329256534576,0.01626898,0.9834993183612823,0.014431375,308250,0.0019395009
1234,51547,9.358658570669359,30850000,0.04211636,-2.9589975,218.5,0.19721201,1029.0932512283325,0.014515492,0.9792283121496439,0.015595464,308500,0.00019487448
1235,48391,8.419642867049811,30875000,0.044109184,-2.961885,192.17,0.18912001,1029.9724407196045,0.014118952,0.987154089845717,0.011061225,308750,0.002177869
1236,50289,8.428935165906369,30900000,0.042852804,-2.9642138,197.95,0.12594,1030.8909635543823,0.009330194,0.9769437629729509,0.018255342,309000,-0.0012624582
1237,53930,8.579130898690783,30925000,0.041444156,-2.9627955,202.19,0.33188,1031.7721197605133,0.029617319,0.9750351887196302,0.022462934,309250,0.0074780905
1238,53004,8.48464848171796,30950000,0.041847255,-2.9590378,204.25,0.42561597,1032.6175065040588,0.055412464,0.9773321785032749,0.01972272,309500,0.015782215
1239,54922,8.295245461807303,30975000,0.041886527,-2.9560575,199.64,0.14748001,1033.4619319438934,0.010956265,0.9869557823985815,0.010924114,309750,-0.0004036203
1240,54424,9.593782933424036,31000000,0.04314188,-2.9577982,220.74,0.109855995,1034.2906794548035,0.008254729,0.9830086771398783,0.011430908,310000,-0.0019303929
1241,54100,8.845669756723073,31025000,0.043564282,-2.9620302,203.33,0.153896,1035.122195482254,0.011584256,0.9886748157441616,0.008614307,310250,0.00063683593
1242,53277,8.72360518701258,31050000,0.041801583,-2.9648201,207.36,0.33177203,1035.948142528534,0.0347189,0.982500821352005,0.013529624,310500,0.011339983
1243,53359,8.456042259770548,31075000,0.0427963,-2.9638371,199.6,0.546524,1036.7861714363098,0.1240911,0.9695242587476969,0.023478987,310750,0.03438775
1244,53115,8.273843446733695,31100000,0.04202544,-2.961371,197.48,0.477136,1037.6290011405945,0.0739616,0.969988901168108,0.024634194,311000,0.023941625
1245,53717,8.871668424564414,31125000,0.04408261,-2.9587371,201.59,0.39930803,1038.4666318893433,0.047049247,0.9727515485137701,0.019907512,311250,0.016311225
1246,55694,8.230181199748113,31150000,0.04144512,-2.9560568,200.8,0.206952,1039.2991871833801,0.015957348,0.9774128012359142,0.018857766,311500,0.0031273817
1247,54569,8.358188888283895,31175000,0.04199892,-2.9544926,199.32,0.204868,1040.114194393158,0.015889285,0.9895994020625949,0.009249268,311750,0.003249192
1248,54659,8.316585211523426,31200000,0.042638246,-2.9554558,197.97,0.288656,1040.9531679153442,0.025630036,0.9746940657496452,0.022399468,312000,0.0052902205
1249,54138,7.784124256446957,31225000,0.042290356,-2.9544766,188.16,0.21690801,1041.7795631885529,0.020580698,0.9764650836586952,0.02043342,312250,0.0030009924
1250,52556,8.616649303409577,31250000,0.04203158,-2.9528356,202.3,0.20755199,1042.6190469264984,0.015333643,0.978989977389574,0.020437924,312500,0.0006523579
1251,52991,8.211100747083073,31275000,0.043427933,-2.9501882,189.34,0.18135598,1043.474583864212,0.013480308,0.9733949694782495,0.02591548,312750,0.0005666891
1252,52696,9.10110855470295,31300000,0.04264673,-2.9491844,213.07,0.28274402,1044.3194992542267,0.026093174,0.9773440547287464,0.018499915,313000,0.0063142655
1253,52243,8.744174849504635,31325000,0.043203138,-2.9475758,202.48,0.12640001,1045.163039445877,0.009455141,0.9846551148220897,0.011952066,313250,-0.0022745922
1254,52844,8.182416271867696,31350000,0.042645566,-2.9446287,192.46,0.22112401,1046.0032880306244,0.020596437,0.9617336764931679,0.039444305,313500,0.0037168085
1255,52081,8.759561925304588,31375000,0.042867128,-2.9435966,205.72,0.202172,1046.844866991043,0.016060751,0.9775922875851393,0.019655716,313750,0.0014028528
1256,50718,8.701738237636418,31400000,0.04255312,-2.9433458,203.43,0.146468,1047.7047982215881,0.010850595,0.9744163267314434,0.021973893,314000,0.0005104917
1257,47359,8.190120120822685,31425000,0.0425512,-2.9454885,196.15,0.18034402,1048.5960557460785,0.013262825,0.9636796563863754,0.025591712,314250,0.00036796313
1258,53383,8.917263977815491,31450000,0.0424621,-2.9459896,209.6,0.28750798,1049.5176141262054,0.02796196,0.9792497809976339,0.015925325,314500,0.010458274
1259,52931,8.219851249599206,31475000,0.04278695,-2.943845,193.84,0.157512,1050.356106042862,0.011676953,0.9735405035316944,0.022769716,314750,-0.00022804411
1260,53282,9.181997301608499,31500000,0.04315064,-2.9404683,213.36,0.21298799,1051.2069628238678,0.016179372,0.9840492215007544,0.013432351,315000,0.00077436137
1261,52512,8.237542638885316,31525000,0.041943893,-2.936967,199.05,0.19103198,1052.0478386878967,0.015683863,0.9783093761652708,0.017785745,315250,-1.3084803e-05
1262,52468,9.344306576519884,31550000,0.042967055,-2.935532,214.27,0.19738798,1052.9000120162964,0.0155068245,0.9869596678763628,0.011444809,315500,0.0034206614
1263,52547,7.873611207691956,31575000,0.04198362,-2.9355245,190.82,0.151144,1053.7496175765991,0.011027696,0.9763617590069771,0.01959234,315750,-0.00084233115
1264,50084,9.290763513854982,31600000,0.04435989,-2.9340284,211.5,0.233692,1054.5992457866669,0.018104712,0.9847848378121853,0.011241953,316000,0.00401399
1265,51254,9.17619219136439,31625000,0.043516114,-2.9329708,207.05,0.294388,1055.4716835021973,0.03261184,0.9727100301533937,0.022441579,316250,0.007071895
1266,49077,9.725219931094552,31650000,0.04309785,-2.933291,222.75,0.25134,1056.3757123947144,0.023630893,0.9727202393114567,0.019316738,316500,0.0048494586
1267,42514,8.410435538563542,31675000,0.04185109,-2.9350438,197.95,0.231548,1057.2989687919617,0.019331729,0.9778491947799921,0.020033559,316750,0.004606298
1268,47508,8.957310050242505,31700000,0.04340975,-2.9391375,204.55,0.255064,1058.3347742557526,0.02118347,0.9710799865424633,0.025002185,317000,0.0023349742
1269,44702,9.613040123170922,31725000,0.043794528,-2.942485,220.01,0.22156398,1059.283632516861,0.017540623,0.983880877494812,0.010694285,317250,0.0043966663
1270,47281,8.964537850210027,31750000,0.04297292,-2.9443846,209.26,0.134068,1060.2535750865936,0.01087583,0.9834969118237495,0.012713934,317500,-0.0008638818
1271,48654,7.96494156279834,31775000,0.04196982,-2.9487758,191.03,0.21127601,1061.194897890091,0.015294574,0.9703497812151909,0.025675416,317750,0.0012527114
1272,39578,8.732454755470908,31800000,0.04299081,-2.9518723,204.12,0.183352,1062.152160167694,0.013931939,0.9790800530463457,0.01722952,318000,-0.00018484956
1273,39862,9.056311618360924,31825000,0.04350629,-2.9527018,208.73,0.169108,1063.2577331066132,0.013267888,0.986807337962091,0.010811867,318250,0.0012573233
1274,46360,7.836019155659597,31850000,0.04178955,-2.9529042,190.68,0.18602,1064.3295085430145,0.015390371,0.987062050960958,0.011958977,318500,0.0028650356
1275,51268,8.880212039912804,31875000,0.042274624,-2.9523938,208.94,0.262456,1065.2686760425568,0.021097273,0.9719914458692074,0.02240223,318750,0.004855104
1276,49970,9.014352717483415,31900000,0.043019008,-2.9524455,209.61,0.273968,1066.1598567962646,0.025540465,0.984091917052865,0.012838505,319000,0.009707442
1277,48829,8.679581801726018,31925000,0.042532578,-2.9532962,206.95,0.192952,1067.0633282661438,0.013805267,0.9843882070854306,0.012049349,319250,0.0028253384
1278,50755,8.745635617709558,31950000,0.043595556,-2.9554262,203.71,0.25579602,1067.9731340408325,0.020077301,0.9836000148206949,0.013727543,319500,0.004051567
1279,49157,8.213260855850276,31975000,0.04198094,-2.9580035,196.76,0.32381997,1068.8619673252106,0.0316988,0.9865209124982357,0.012273147,319750,0.012461522
1280,49404,8.792113857434025,32000000,0.044129193,-2.9602408,199.39,0.313724,1069.7788178920746,0.02831702,0.9920390043407679,0.0070707127,320000,0.012961726
1281,47728,8.938857207971632,32025000,0.041900065,-2.9629307,213.29,0.36278802,1070.6993689537048,0.0408372,0.9793132990598679,0.01577134,320250,0.011201308
1282,48247,8.731887469103095,32050000,0.042311046,-2.9636233,205.48,0.227968,1071.6252660751343,0.018169653,0.9893975425511599,0.009878332,320500,0.0036026023
1283,49387,8.668598357501905,32075000,0.043238927,-2.9629664,202.1,0.195284,1072.5599751472473,0.014891011,0.9740085694938898,0.018866308,320750,0.0010578457
1284,54523,7.916009207124007,32100000,0.041543677,-2.9629252,192.69,0.149196,1073.4651918411255,0.011069414,0.9835065435618162,0.015133354,321000,-0.00068855763
1285,49490,8.713410026631827,32125000,0.04417261,-2.9661858,199.94,0.159012,1074.2913506031036,0.011516275,0.9855081094428897,0.011835114,321250,0.00015573786
1286,44873,8.388408336095745,32150000,0.042750694,-2.9681697,196.87,0.209268,1075.2048540115356,0.01525869,0.9840307887643576,0.014887882,321500,0.0013064988
1287,46967,8.780039424876449,32175000,0.043587085,-2.9687066,199.7,0.284068,1076.1984531879425,0.024215866,0.9810139071196318,0.017073056,321750,0.0078021945
1288,47875,9.655309050341602,32200000,0.043192983,-2.9691424,222.63,0.296004,1077.1156723499298,0.026477013,0.9856321029365063,0.010217598,322000,0.007616896
1289,44805,9.341279067748692,32225000,0.043211725,-2.9702897,216.97,0.322656,1078.0291986465454,0.030342441,0.9773947801440954,0.014884487,322250,0.008344453
1290,48626,8.53957865933422,32250000,0.04233552,-2.9699817,203.31,0.34390405,1078.993090391159,0.03582236,0.9664385057985783,0.022929993,322500,0.009563518
1291,51683,8.664055743519711,32275000,0.04288895,-2.9668994,202.84,0.289648,1079.8843927383423,0.02472441,0.9837240651249886,0.01411707,322750,0.007920673
1292,51536,8.958300890959217,32300000,0.042552143,-2.9646442,209.96,0.17116001,1080.74600481987,0.013649355,0.9824824761599302,0.01309897,323000,0.00065500604
1293,52163,9.10336090201954,32325000,0.043615963,-2.964294,210.38,0.20025198,1081.6051235198975,0.015831951,0.9879037570208311,0.0093351025,323250,0.0038938741
1294,51582,8.84774467584306,32350000,0.042355333,-2.9658186,210.14,0.155,1082.4659233093262,0.011726646,0.9852583557367325,0.01140113,323500,-0.00048283074
1295,51585,9.496178361627463,32375000,0.043639608,-2.9684045,217.58,0.13554001,1083.3370850086212,0.010297125,0.9694316890090704,0.020531943,323750,-0.0011312859
1296,33618,8.458626445422196,32400000,0.04189127,-2.9703033,199.48,0.24528399,1084.1954555511475,0.0246865,0.9719730168581009,0.023047673,324000,0.004328975
1297,50029,8.966200564292667,32425000,0.042883527,-2.9731221,208.25,0.299776,1085.331565618515,0.04344058,0.9821541253477335,0.014644839,324250,0.0120893475
1298,53236,8.493333696580775,32450000,0.043459907,-2.9737484,199.43,0.19873202,1086.200565814972,0.015282653,0.9888152489438653,0.009001671,324500,0.0026146234
1299,52573,8.051377455232831,32475000,0.041624,-2.9723585,192.33,0.092764005,1087.02702999115,0.007186982,0.9753681123256683,0.023067065,324750,-0.0020472393
1300,53664,9.224279078271794,32500000,0.042298462,-2.9722176,215.95,0.16149601,1087.8552315235138,0.012432367,0.9771700147539377,0.016674254,325000,-0.0020041852
1301,53269,9.171672403349076,32525000,0.04303164,-2.9715893,212.79,0.15979601,1088.681070804596,0.011633435,0.9799182005226612,0.0135716405,325250,-0.0010274075
1302,53179,8.455366377287064,32550000,0.04172704,-2.9701798,199.96,0.35362,1089.5055363178253,0.033442046,0.982819328084588,0.016279059,325500,0.010840276
1303,52640,8.943745982878704,32575000,0.043493107,-2.9699206,206.27,0.156172,1090.3311161994934,0.012060681,0.9801047891378403,0.01518287,325750,-0.00014138447
1304,54369,8.529973352011547,32600000,0.041950464,-2.972497,201.93,0.12609999,1091.1736900806427,0.0095637515,0.9787580240517855,0.018604564,326000,-0.0024781304
1305,54046,8.801401100308649,32625000,0.043357115,-2.9798636,204.84,0.20905599,1091.9819967746735,0.017023392,0.9882838511839509,0.01024287,326250,0.004256158
1306,54583,8.229411324411922,32650000,0.042380176,-2.9817443,193.59,0.188096,1092.8012449741364,0.015680853,0.9648371636867523,0.028990487,326500,0.00011252421
1307,53197,9.294409488546663,32675000,0.04332168,-2.9809697,217.11,0.087216005,1093.620971918106,0.006939946,0.9866846865043044,0.01024702,326750,-0.0021464475
1308,51959,8.784647303709644,32700000,0.042905983,-2.985673,204.96,0.35799998,1094.4530243873596,0.035542868,0.9749111477285624,0.01997907,327000,0.012914397
1309,51659,8.880396486852296,32725000,0.04172322,-2.9877477,212.16,0.22843201,1095.3083579540253,0.018372277,0.9784754402935505,0.015353216,327250,0.0041614478
1310,49016,9.003782991808839,32750000,0.04201428,-2.9897447,210.48,0.26919198,1096.1755797863007,0.025901923,0.9755991697311401,0.020495944,327500,0.00739093
1311,52743,8.435748848643488,32775000,0.04228611,-2.991844,200.23,0.178112,1097.0658922195435,0.013119398,0.982218598946929,0.013875416,327750,0.0008038896
1312,54727,8.318872371450999,32800000,0.04159897,-2.9929068,203.53,0.18847199,1097.8907535076141,0.013936887,0.9773062989115715,0.017533422,328000,0.0013090447
1313,53168,8.609141063466486,32825000,0.04110767,-2.9957824,208.1,0.16677198,1098.705159664154,0.012008312,0.9710032846778631,0.02288407,328250,-0.0010966122
1314,54509,9.73097714298463,32850000,0.04356757,-3.000352,220.36,0.145992,1099.5380568504333,0.011322501,0.9867879124358296,0.00994171,328500,-0.0015193169
1315,54127,9.331948710766447,32875000,0.043073818,-3.0029342,216.25,0.19559199,1100.3505747318268,0.014566329,0.9888521144166589,0.00851869,328750,0.002068314
1316,53599,8.802343710852364,32900000,0.0416784,-3.001395,212.3,0.16968401,1101.1677317619324,0.012580444,0.986244915984571,0.010997985,329000,-0.00014488974
1317,53695,8.745271037091298,32925000,0.04344765,-2.9995418,202.49,0.35953203,1101.993355512619,0.037241973,0.9830184876918793,0.014296601,329250,0.014778073
1318,53303,8.106781733798561,32950000,0.041615073,-2.999677,195.03,0.22364798,1102.8072156906128,0.018421331,0.990137480199337,0.009760873,329500,0.0033724005
1319,53397,9.178295968679304,32975000,0.04334282,-3.0014787,211.1,0.109896004,1103.6413700580597,0.008295676,0.9830147977918386,0.01270889,329750,-0.0017451334
1320,54699,8.485708166933037,33000000,0.04322432,-2.9985726,197.9,0.199648,1104.4557888507843,0.0149765555,0.9845316326245666,0.012757631,330000,0.0014738536
1321,53506,9.35118085443537,33025000,0.042290926,-2.9924104,221.17,0.15931599,1105.2660627365112,0.011888172,0.9764488413929939,0.016213484,330250,-0.0006903668
1322,53511,8.57583912341197,33050000,0.04249491,-2.9885657,200.63,0.18870398,1106.086928844452,0.0141995875,0.9856380950659513,0.013637042,330500,-0.0003700965
1323,53947,9.385302250247069,33075000,0.043786533,-2.9840875,214.75,0.40181598,1106.9108004570007,0.04522577,0.9891625754535198,0.0080838,330750,0.018424338
1324,53145,9.379578429253833,33100000,0.04253022,-2.9808104,219.89,0.300516,1107.732988834381,0.030029053,0.9858965426683426,0.011045175,331000,0.009305371
1325,50902,10.087619769086595,33125000,0.044478375,-2.980234,228.04,0.196844,1108.5700640678406,0.01457076,0.9901184756308794,0.0075369007,331250,0.0032116394
1326,50155,8.554752493506488,33150000,0.042322148,-2.9800506,201.77,0.18092,1109.4469690322876,0.0130145,0.9781727083027363,0.018166635,331500,0.0002391781
