serial_timesteps,ep_reward_mean,time_elapsed,approxkl,explained_variance,clipfrac,ep_len_mean,fps,n_updates,true_reward,value_loss,policy_entropy,policy_loss,total_timesteps
84750,26.62517453753804,7476.414940834045,0.007432395,0.559465765953064,0.09940801,224.94,63952,339,0.11718122,0.43891627,4.0057683,-0.002681498,8475000
85000,26.58175002629301,7477.227831840515,0.00643647,0.5231099128723145,0.082972,228.75,67079,340,0.11558098,0.4312389,4.0045624,-0.0027579062,8500000
85250,26.50649334001767,7478.026644945145,0.009396536,0.5514847934246063,0.123051986,225.11,65342,341,0.11700341,0.37816298,4.002069,-0.002391354,8525000
85500,28.820976403716124,7478.834714174271,0.0059029395,0.6759824454784393,0.074184,244.71,62036,342,0.117160976,0.16668728,3.9979,-0.0022328268,8550000
85750,25.81434800892175,7479.642852544785,0.0056120893,0.35896629095077515,0.070604004,222.04,68933,343,0.114557676,0.6596786,3.9922452,-0.0010210148,8575000
86000,26.885726580547054,7480.3873336315155,0.0062122624,0.46723562479019165,0.0791,229.39,71832,344,0.11691252,0.3188524,3.9904568,-0.0021134303,8600000
86250,29.194819504975385,7481.117231607437,0.006386989,0.721938967704773,0.084019996,247.47,71267,345,0.11766858,0.09325238,3.9883237,-0.00254291,8625000
86500,28.18068660539051,7481.847619533539,0.008322481,0.6256879568099976,0.112984,241.29,71515,346,0.11630574,0.21624804,3.9830544,-0.003120867,8650000
86750,29.19748225129617,7482.590329170227,0.009999249,0.6599606573581696,0.13546,245.87,72489,347,0.11849176,0.1283903,3.9795384,-0.0017527491,8675000
87000,29.158226920971792,7483.329694271088,0.009065098,0.8701374977827072,0.122784,249.02,72946,348,0.11699032,0.055777293,3.976057,-0.0028734817,8700000
87250,28.06927265128239,7484.05789732933,0.00737379,0.6232593655586243,0.098432004,237.2,72385,349,0.117802165,0.25170118,3.970742,-0.0029405523,8725000
87500,28.038139937034284,7484.779280900955,0.0056967163,0.5813096761703491,0.072876,236.86,68999,350,0.11824481,0.25408107,3.9697964,-0.0022702306,8750000
87750,27.22891329807113,7485.537020206451,0.008311076,0.4659748673439026,0.107188,227.38,64058,351,0.11894888,0.43206367,3.9717357,-0.0018817311,8775000
88000,27.849480155329474,7486.328891992569,0.010001467,0.5577336251735687,0.133596,236.13,64643,352,0.11749452,0.27238375,3.9706028,-0.0024702218,8800000
88250,29.06985344875924,7487.1336307525635,0.0068710097,0.7164857685565948,0.091607995,243.47,65812,353,0.119388655,0.10450183,3.9671636,-0.0024384137,8825000
88500,26.317422845039832,7487.937064170837,0.007103806,0.3641805052757263,0.095516,222.38,69842,354,0.117655225,0.5175725,3.9611237,-0.0015832888,8850000
88750,29.096670453466785,7488.7009246349335,0.0058204765,0.7971222549676895,0.074588,246.07,69683,355,0.11815924,0.07167282,3.955197,-0.0024393336,8875000
89000,29.201064635452056,7489.447499990463,0.005541489,0.6208875179290771,0.069864,242.63,72290,356,0.1201907,0.13482076,3.9482415,-0.0025920593,8900000
89250,28.31328290577054,7490.168218374252,0.007822292,0.6346828639507294,0.10600801,239.84,72236,357,0.11778317,0.17912471,3.9407659,-0.0020593316,8925000
89500,27.942149376543576,7490.8976674079895,0.0074198754,0.4504782557487488,0.090872005,234.97,71417,358,0.118546166,0.30306262,3.9376202,-0.0016812043,8950000
89750,28.236755025282473,7491.644961118698,0.0066145407,0.47854262590408325,0.086412,238.39,71326,359,0.11805066,0.248389,3.9342415,-0.002274485,8975000
90000,26.66549227080941,7492.380567073822,0.0127083985,0.34534233808517456,0.167172,223.05,69518,360,0.11898138,0.4897523,3.9327724,-0.0019801464,9000000
90250,28.953890394561704,7493.162679672241,0.008816325,0.5514864027500153,0.119752005,241.72,66329,361,0.11924007,0.22639522,3.932263,-0.0024689066,9025000
90500,29.17669302489161,7493.931812763214,0.007514052,0.7135347425937653,0.098568,244.47,72271,362,0.118947566,0.11758159,3.929613,-0.002218481,9050000
90750,28.64999595525107,7494.6657593250275,0.007690035,0.48472028970718384,0.100932,237.66,69347,363,0.11910919,0.3732759,3.9258099,-0.003120438,9075000
91000,28.575923786484164,7495.401522159576,0.0057424614,0.5899578034877777,0.072951995,239.46,69755,364,0.11904002,0.20994528,3.926234,-0.0029495608,9100000
91250,28.92314254131056,7496.153946876526,0.008493037,0.6609265208244324,0.113024,241.33,71444,365,0.11918515,0.18529943,3.9256616,-0.002819044,9125000
91500,28.668390374446535,7496.888591527939,0.012168108,0.6917698681354523,0.172972,239.24,69206,366,0.1196005,0.15782428,3.9238706,-0.002666428,9150000
91750,29.102125025272834,7497.629114866257,0.008931162,0.5444558560848236,0.120544,239.08,70611,367,0.12094211,0.23377185,3.923616,-0.0026178837,9175000
92000,27.159047059011463,7498.36865901947,0.009381363,0.44156450033187866,0.12936799,228.49,70482,368,0.118415184,0.4032971,3.9211452,-0.0016499197,9200000
92250,29.18952396843126,7499.113621711731,0.0062927105,0.6123859286308289,0.081296,242.77,71599,369,0.120051116,0.16387472,3.918536,-0.0023144577,9225000
92500,28.034572244147274,7499.851585865021,0.009660315,0.4913281798362732,0.13474,232.8,71958,370,0.12019611,0.30389723,3.9146953,-0.002241733,9250000
92750,28.476743386065063,7500.577606201172,0.008117605,0.5927101671695709,0.11417999,236.85,69411,371,0.11979768,0.23972829,3.9117646,-0.0024861605,9275000
93000,28.371924345335284,7501.317782878876,0.009184952,0.514539510011673,0.122352004,237.55,71388,372,0.118591845,0.28295892,3.909212,-0.0025347094,9300000
