n_updates,time_elapsed,value_loss,policy_entropy,total_timesteps,policy_loss,approxkl,explained_variance,serial_timesteps,fps,clipfrac,ep_reward_mean,ep_len_mean,true_reward
594,499.0296998023987,0.143598,3.78984,14850000,-0.001418975,0.0029790332,0.9625808149576187,148500,55026,0.027028,12.995136355052672,237.1,0.052666865
595,499.8254768848419,0.2431411,3.7894623,14875000,-0.0018560545,0.0037547331,0.9257920384407043,148750,56037,0.036632,12.831148844468116,226.88,0.052723687
596,500.60810256004333,0.21782677,3.79113,14900000,-0.0016077632,0.0032615971,0.9397546574473381,149000,55563,0.03386,12.43822863992837,219.26,0.051418383
597,501.39084124565125,0.15873024,3.7938595,14925000,-0.0011249183,0.0027916129,0.9372642934322357,149250,54101,0.024400001,12.610337392816561,226.18,0.051772695
598,502.18342757225037,0.13792895,3.795197,14950000,-0.0020738768,0.003389512,0.9524206109344959,149500,53699,0.032348,12.577316042444206,226.18,0.051525783
599,502.9754192829132,0.12809792,3.7954128,14975000,-0.0020901347,0.0029335716,0.9534446336328983,149750,41220,0.026996002,12.643359716843298,232.78,0.05098007
600,503.9086229801178,0.13874793,3.794183,15000000,-0.0020276748,0.004396768,0.9503185898065567,150000,56147,0.049103998,12.200091552477174,225.26,0.04928405
601,504.6875829696655,0.1860489,3.7956238,15025000,-0.0013850316,0.0039865356,0.939954586327076,150250,53869,0.042728,11.979747879616957,215.4,0.049566753
602,505.5128664970398,0.13977507,3.7990468,15050000,-0.001859789,0.0029883443,0.9598617367446423,150500,42488,0.030364001,11.767469015789157,219.95,0.047916055
603,506.42834997177124,0.21238267,3.8014495,15075000,-0.001978559,0.0037046224,0.9434076882898808,150750,50769,0.04034,12.18439308845459,217.22,0.049174618
604,507.24372148513794,0.18935695,3.8028183,15100000,-0.0025849403,0.0039670467,0.9286707043647766,151000,55338,0.045512,12.468138727575496,226.7,0.05092775
605,508.04322600364685,0.18552548,3.8031936,15125000,-0.0013808638,0.003468906,0.938898827880621,151250,43693,0.036956,12.404251550778836,228.46,0.050595082
606,508.94536900520325,0.11546095,3.8024032,15150000,-0.0024007254,0.0039362973,0.9696441013365984,151500,56011,0.041507997,12.87600946165403,236.22,0.052183505
607,509.7248477935791,0.113747254,3.7977376,15175000,-0.0018839122,0.0041905604,0.963897068053484,151750,28730,0.04558,13.026424126681968,231.93,0.052620035
608,510.92002034187317,0.18204966,3.7914128,15200000,-0.0017785328,0.0056062923,0.9469473622739315,152000,56073,0.0643,12.33555848433658,221.2,0.050486285
609,511.6886496543884,0.20248291,3.7870712,15225000,-0.0010511485,0.0050363364,0.9342449456453323,152250,56115,0.058823995,11.585068265823356,215.68,0.047605503
610,512.4699614048004,0.15385543,3.7842593,15250000,-0.0016097982,0.0044600926,0.916944108903408,152500,50517,0.048575997,12.974796864612381,239.98,0.052091654
611,513.3019418716431,0.0758624,3.7824662,15275000,-0.0015132257,0.0037813901,0.9658475890755653,152750,56681,0.038548,12.976436761041622,238.18,0.05236777
612,514.0758562088013,0.20793302,3.77948,15300000,-0.0012720503,0.0037948736,0.9184077903628349,153000,55140,0.039640002,11.7079480003153,220.37,0.047704697
613,514.8592476844788,0.20533657,3.7788894,15325000,-0.00211262,0.0035070244,0.8961418867111206,153250,53358,0.036628,12.246970663853126,232.16,0.04998653
614,515.6817421913147,0.2695626,3.7820988,15350000,-0.0018449476,0.0045357705,0.8505958616733551,153500,53701,0.050800003,12.031013680372617,224.97,0.04949178
615,516.4961626529694,0.071043685,3.7854347,15375000,-0.0017771408,0.002750399,0.9475659728050232,153750,53433,0.02294,13.024633131812166,241.78,0.052369896
616,517.294135093689,0.12539043,3.7817924,15400000,-0.0014500946,0.0033899068,0.9387483075261116,154000,55560,0.035340004,11.883370460282558,230.88,0.04855956
617,518.0750875473022,0.19370149,3.7786472,15425000,-0.0017724984,0.0032814045,0.9157239943742752,154250,55277,0.034036003,10.768208747024692,210.92,0.04518786
618,518.8746058940887,0.19401729,3.7767048,15450000,-0.0013395527,0.0025113202,0.9336989894509315,154500,54362,0.024356,10.65199834848353,207.59,0.04454694
619,519.6686301231384,0.15886638,3.7759495,15475000,-0.0012782727,0.003434653,0.9314238876104355,154750,54309,0.033751998,11.592395050124487,219.57,0.04785
620,520.4712293148041,0.1207822,3.7748961,15500000,-0.0022523538,0.003656501,0.9470276609063148,155000,55358,0.038528,11.929131002808282,230.42,0.048593536
621,521.2615652084351,0.16388132,3.7741401,15525000,-0.0022082492,0.0031447033,0.933080330491066,155250,55154,0.029424,11.139746675077824,214.5,0.046707485
622,522.0608649253845,0.17784058,3.7740726,15550000,-0.0012848511,0.003278132,0.9346497282385826,155500,49261,0.033956,10.513959218236723,213.02,0.04375564
623,522.9098975658417,0.14789173,3.7745976,15575000,-0.0014120906,0.0032364957,0.9504574351012707,155750,54941,0.032868,10.012262995420787,196.0,0.043224003
624,523.6865012645721,0.16255848,3.7758968,15600000,-0.001711919,0.0047673294,0.9202986508607864,156000,54837,0.054268003,11.614703759478362,221.46,0.047551684
625,524.4728891849518,0.080164745,3.775648,15625000,-0.001713511,0.0025618349,0.9550574086606503,156250,54737,0.020867998,12.229652141975002,241.38,0.04933233
626,525.2604143619537,0.07478827,3.7726731,15650000,-0.0019085777,0.0026940259,0.9552740901708603,156500,54927,0.022532,12.338865245506513,243.11,0.04970809
627,526.0544667243958,0.066362195,3.7660184,15675000,-0.0018345627,0.0045516766,0.9660373665392399,156750,42166,0.050924003,12.358585491343183,243.43,0.049725406
628,526.9710202217102,0.12584007,3.7596085,15700000,-0.0017161735,0.005681098,0.932559423148632,157000,54801,0.066556,12.052671620754099,234.03,0.048652675
629,527.7557790279388,0.13142368,3.7538075,15725000,-0.0014531141,0.0038725822,0.9273971542716026,157250,56101,0.041216,12.055286958194174,234.63,0.04880609
630,528.5358355045319,0.13334559,3.752074,15750000,-0.001641294,0.0045158276,0.954461146146059,157500,55278,0.051195998,11.615550894509651,221.25,0.047438208
631,529.3246879577637,0.19486344,3.7519088,15775000,-0.0011284333,0.0030508507,0.9341618418693542,157750,47827,0.029876,10.571444179832833,207.89,0.04416407
632,530.1886570453644,0.14209393,3.7518299,15800000,-0.002439413,0.0034363319,0.9396239332854748,158000,52591,0.03554,11.473170573837642,223.02,0.047212817
633,530.9887945652008,0.12675469,3.751981,15825000,-0.002449036,0.0037353877,0.9444155544042587,158250,55381,0.03918,11.69536630961491,228.02,0.047518034
634,531.7832446098328,0.062968895,3.7475288,15850000,-0.0024700803,0.0037263162,0.9791582990437746,158500,54738,0.037731998,12.285747645451265,243.04,0.04930917
635,532.5844485759735,0.095646344,3.7364452,15875000,-0.0007795423,0.0062871063,0.9584544561803341,158750,38933,0.078632,11.951176784126837,229.46,0.04882998
636,533.559632062912,0.1750405,3.7284617,15900000,-0.0012319519,0.003967274,0.937368169426918,159000,56506,0.043052,12.651077415841678,229.94,0.051522315
637,534.3392441272736,0.17186624,3.7244575,15925000,-0.001799118,0.0026549227,0.9462541416287422,159250,53773,0.023576,10.809626181425774,207.01,0.04451973
638,535.1447269916534,0.2827862,3.7211194,15950000,-0.0014431046,0.0037869618,0.9046979397535324,159500,44509,0.040772,10.250808769104879,198.77,0.04328145
639,536.0387654304504,0.11649422,3.7181823,15975000,-0.0025619953,0.003293965,0.9567384086549282,159750,56686,0.030316,11.486580559070662,221.9,0.046807725
640,536.8233935832977,0.14944339,3.7136807,16000000,-0.0018890819,0.003746185,0.9310939386487007,160000,50135,0.039288003,11.36182709045628,226.71,0.046057142
641,537.6638436317444,0.10348268,3.7087798,16025000,-0.0017429627,0.003426936,0.9599222205579281,160250,55115,0.032272,11.872228287913059,227.59,0.048398685
642,538.4498484134674,0.23211506,3.7021117,16050000,-0.0021172632,0.004554595,0.8894035518169403,160500,54557,0.050804,11.287726945325467,220.51,0.046264693
643,539.2378525733948,0.119705774,3.695374,16075000,-0.0018585821,0.004845136,0.9432818479835987,160750,40769,0.054051995,12.01694156135296,227.87,0.048221786
644,540.1938233375549,0.12801555,3.6884472,16100000,-0.0024115979,0.0044622617,0.939059104770422,161000,57795,0.052756,12.186222986994398,227.52,0.04913556
645,540.9764323234558,0.11531936,3.6852143,16125000,-0.0026192751,0.0037153563,0.9488890394568443,161250,52702,0.038971998,12.267800788752247,232.37,0.048949305
646,541.797824382782,0.12484878,3.6848533,16150000,-0.002068882,0.0043025403,0.9438248872756958,161500,56917,0.046183996,12.53817844366071,231.03,0.051071376
647,542.577378988266,0.14699905,3.685452,16175000,-0.0011080165,0.0045113,0.9375306852161884,161750,40797,0.050148,11.395459972229183,225.64,0.046103247
648,543.5129253864288,0.14478914,3.685595,16200000,-0.0016724818,0.004409702,0.9255934581160545,162000,56898,0.050468005,12.271849730856113,230.17,0.049527436
649,544.2846415042877,0.2070549,3.6845613,16225000,-0.0012795976,0.005218177,0.9088134914636612,162250,56574,0.064208,11.766513926848646,227.23,0.04746191
650,545.0589256286621,0.3413418,3.6827493,16250000,-0.00077894574,0.0024385662,0.8842861726880074,162500,52394,0.02022,9.316669752129751,189.55,0.039581925
651,545.8609673976898,0.28975564,3.6827655,16275000,-0.0012399625,0.0028684174,0.9079296961426735,162750,55824,0.028628001,10.303133236048161,193.52,0.042034335
652,546.6475632190704,0.277947,3.6810546,16300000,-0.002117326,0.0033356524,0.896898441016674,163000,55135,0.03538,10.384727102032048,207.59,0.04261688
653,547.4566929340363,0.29341713,3.6804214,16325000,-0.0012257001,0.0035564925,0.8966762870550156,163250,53205,0.03656,10.212405111849767,197.26,0.04302276
654,548.2668845653534,0.20563836,3.6800225,16350000,-0.0022320007,0.0033150637,0.9199668765068054,163500,55085,0.0337,11.333798728638842,216.09,0.04649112
655,549.0564060211182,0.21408287,3.6786735,16375000,-0.0010320222,0.003693202,0.9314013421535492,163750,53090,0.041112002,11.00974431948921,206.94,0.045243062
656,549.8660819530487,0.23916821,3.6784358,16400000,-0.0020553088,0.0044839913,0.916481502354145,164000,55771,0.051488,11.746497209659974,209.08,0.048010316
657,550.6523759365082,0.16850038,3.6794288,16425000,-0.0018416578,0.00466998,0.93467578291893,164250,55327,0.05614,11.367184663786738,216.04,0.0465179
658,551.4404675960541,0.12996557,3.6781063,16450000,-0.0017649246,0.0032542213,0.952466644346714,164500,54604,0.033203997,11.685389622369986,227.2,0.046602886
659,552.2322359085083,0.13094062,3.6758823,16475000,-0.0018858621,0.0034891448,0.9507780857384205,164750,50375,0.03496,11.642578818210684,220.37,0.04754418
660,553.0533139705658,0.14800003,3.6716545,16500000,-0.001920302,0.002922798,0.9459593370556831,165000,56204,0.027096,12.10251107005086,223.8,0.04914845
661,553.8354432582855,0.26429033,3.66754,16525000,-0.0010465041,0.0031441778,0.9077329561114311,165250,55627,0.030564,12.217101000655676,219.33,0.049014404
662,554.6129291057587,0.16440257,3.6678963,16550000,-0.0023000743,0.0037927465,0.9390004985034466,165500,55814,0.041352,11.838926057198405,219.66,0.04820329
663,555.4025192260742,0.20634833,3.6683936,16575000,-0.0025693893,0.004679202,0.9235425665974617,165750,55921,0.054875992,12.220604383305378,226.34,0.048901286
664,556.184928894043,0.15765437,3.6672294,16600000,-0.0013347322,0.0037466935,0.9522322751581669,166000,55685,0.038755998,10.987077070000783,206.25,0.04440944
665,556.9657876491547,0.1419,3.6660187,16625000,-0.0018002096,0.0026794388,0.9564555063843727,166250,55683,0.023096,11.617278585224485,209.64,0.0477118
666,557.7490792274475,0.22803351,3.666504,16650000,-0.0009905101,0.0036643718,0.9208722785115242,166500,56050,0.038132,11.043953482418546,203.52,0.04542012
667,558.5254683494568,0.19009572,3.6679451,16675000,-0.0013157337,0.0024862043,0.9352270737290382,166750,55349,0.018911999,11.462985563795883,207.55,0.047108278
668,559.314816236496,0.21218929,3.670702,16700000,-0.0010641555,0.0024754652,0.9534052535891533,167000,39837,0.021692002,9.999628923162309,191.77,0.04108007
669,560.2736666202545,0.15084107,3.672832,16725000,-0.0022513028,0.0026448912,0.9410909041762352,167250,56195,0.024511999,11.628583130901532,221.27,0.04768953
670,561.0460109710693,0.23875237,3.6721077,16750000,-0.0019577914,0.0047180387,0.9136349856853485,167500,55683,0.055540003,10.917077360676947,206.21,0.044767115
671,561.8206021785736,0.10725738,3.6695237,16775000,-0.0019217603,0.0033329246,0.9611495360732079,167750,40176,0.032592,12.170162279028055,227.57,0.04948935
672,562.7780663967133,0.081672244,3.6676993,16800000,-0.0018634379,0.0030550377,0.9724344573915005,168000,56633,0.02918,12.162079551508231,228.68,0.049575586
673,563.5442261695862,0.107936226,3.6678047,16825000,-0.0014880144,0.004342051,0.9533575624227524,168250,54949,0.050567996,11.83962005269962,230.65,0.04795058
674,564.3374729156494,0.083324715,3.666484,16850000,-0.0026662115,0.0049407184,0.9674287363886833,168500,47971,0.057048,12.53433385080447,238.36,0.050549854
675,565.199850320816,0.096270606,3.6589234,16875000,-0.0017967485,0.0037074066,0.961179107427597,168750,49903,0.037968002,11.930829096106585,234.03,0.047816705
676,566.0289154052734,0.119853675,3.648686,16900000,-0.0023929519,0.0036908663,0.947766724973917,169000,55630,0.03676,11.132731717298375,228.14,0.04459249
677,566.8094780445099,0.15572153,3.6375008,16925000,-0.0019842933,0.0048774695,0.925229124724865,169250,54992,0.057312004,11.79505339251842,226.84,0.047873
678,567.5865116119385,0.16497019,3.6337323,16950000,-0.001207745,0.004621084,0.9159765765070915,169500,52704,0.053208,11.918095563802945,233.38,0.04761757
679,568.3944051265717,0.12343142,3.6328983,16975000,-0.0018277883,0.005761698,0.9344130158424377,169750,47690,0.071208,12.980323860885546,246.7,0.05190878
680,569.2508189678192,0.17856447,3.633955,17000000,-0.0016629032,0.004365037,0.9305770918726921,170000,56220,0.048228,11.275613496486343,227.4,0.045925602
681,570.0320534706116,0.24257128,3.6351638,17025000,-0.0016753534,0.0041150805,0.8887054696679115,170250,54318,0.043132,10.864562449484792,216.13,0.04419252
682,570.8300583362579,0.1322625,3.6327336,17050000,-0.0022661197,0.0035914462,0.9160138070583344,170500,34490,0.037212003,11.486773496034148,227.49,0.04714854
683,571.9060955047607,0.18698543,3.6307976,17075000,-0.0018452859,0.0044238693,0.9077253490686417,170750,50262,0.047464002,10.986807177217251,220.01,0.045300785
684,572.733565568924,0.19203822,3.6277509,17100000,-0.0010688265,0.004856423,0.9107441604137421,171000,55963,0.055052,11.323933575765004,221.54,0.046201937
685,573.5131163597107,0.14364363,3.626088,17125000,-0.0015536471,0.003306094,0.9173203036189079,171250,47366,0.027864,11.517674629947141,227.03,0.04686413
686,574.377405166626,0.18877482,3.6250844,17150000,-0.0021714666,0.00442273,0.8520903438329697,171500,55810,0.04952,12.193046080485637,242.23,0.04820859
687,575.1677513122559,0.075897455,3.6252441,17175000,-0.0016886538,0.0030858137,0.952106524258852,171750,32857,0.028167998,11.944712439716332,242.61,0.04793473
688,576.2699325084686,0.056767456,3.6208768,17200000,-0.0023303418,0.0035331491,0.9539206251502037,172000,56826,0.036163997,12.207084904240583,242.88,0.049104102
689,577.0407519340515,0.13121215,3.6113884,17225000,-0.0016446331,0.004239087,0.9331831708550453,172250,56202,0.044868,10.760248089993137,220.09,0.044097528
690,577.8173315525055,0.10894607,3.6112468,17250000,-0.001704249,0.0048454637,0.9389283657073975,172500,54313,0.059279997,12.046441640836965,234.13,0.048777573
691,578.6309282779694,0.09704978,3.6164746,17275000,-0.0015883071,0.004507947,0.9430168271064758,172750,53008,0.052088,12.061245965879406,240.96,0.04880785
692,579.4518253803253,0.09066285,3.6204185,17300000,-0.0017556148,0.004307339,0.9535456337034702,173000,55918,0.048056003,11.972540759009354,231.64,0.048426937
693,580.2271819114685,0.12311895,3.6187358,17325000,-0.0025436517,0.004507482,0.938554085791111,173250,51920,0.049788,11.74964170250436,236.13,0.047222044
694,581.039835691452,0.087392084,3.6145797,17350000,-0.0012795086,0.0037415482,0.9425803273916245,173500,54057,0.035508,12.04991834549005,238.79,0.048896603
695,581.839066028595,0.106444836,3.6090424,17375000,-0.0016965872,0.0028760773,0.9440937750041485,173750,52925,0.024515998,11.708079775884217,227.16,0.047831494
696,582.6434121131897,0.14424568,3.6059518,17400000,-0.0014557086,0.0034753694,0.9379688762128353,174000,53639,0.034755997,10.640833068738775,215.24,0.04414604
697,583.4338049888611,0.12799634,3.602219,17425000,-0.001923893,0.004221652,0.9344490766525269,174250,54887,0.047788,11.207342142044654,224.21,0.04581433
698,584.2169468402863,0.08781039,3.5956073,17450000,-0.0022786043,0.0037583187,0.9613729119300842,174500,55261,0.040987995,11.436222509274712,232.54,0.046771094
699,585.0035309791565,0.14304554,3.5921197,17475000,-0.0008401271,0.0049704616,0.9245035275816917,174750,54977,0.059115995,11.6901505708478,228.78,0.047860365
700,585.7938978672028,0.22266395,3.5895607,17500000,-0.0018046217,0.004988444,0.8912230059504509,175000,54229,0.058904,11.854244506310442,229.29,0.047808442
701,586.5936563014984,0.1706804,3.5832438,17525000,-0.0015238689,0.0033035628,0.9212295860052109,175250,55348,0.033023994,11.696435576514359,229.96,0.047429956
702,587.3891215324402,0.14201161,3.5800598,17550000,-0.001997353,0.0035589195,0.9317622408270836,175500,54982,0.034616,11.223414517287797,226.56,0.04607087
703,588.1747803688049,0.11357238,3.5746188,17575000,-0.0017400611,0.00315517,0.9437305144965649,175750,55494,0.029816002,10.747487028718105,221.2,0.044127807
704,588.9585704803467,0.23431644,3.5690281,17600000,-0.0011163759,0.003948238,0.9268431141972542,176000,52959,0.044223998,10.246138449893532,215.29,0.04234294
705,589.7578175067902,0.08712157,3.5633278,17625000,-0.0025970708,0.003804544,0.9456378258764744,176250,48090,0.039247997,11.3091803110528,236.17,0.045402978
706,590.6136927604675,0.23513444,3.5575147,17650000,-0.00070039264,0.003998831,0.8660122454166412,176500,55475,0.04514,10.941641882703625,225.67,0.04399353
707,591.402051448822,0.2400732,3.55495,17675000,-0.0014740918,0.0040922416,0.909234419465065,176750,53898,0.044144,10.813539795872412,214.04,0.043589868
708,592.2050075531006,0.2534653,3.553362,17700000,-0.0019369029,0.00433066,0.8833213597536087,177000,55096,0.050743997,10.687512634726808,210.73,0.04279515
709,592.9976937770844,0.11865471,3.5528839,17725000,-0.0023463084,0.0031586643,0.9425742663443089,177250,45187,0.028807998,11.659904954014529,231.7,0.046857033
710,593.8898983001709,0.06354077,3.5506012,17750000,-0.001864319,0.0036492744,0.9695726092904806,177500,51177,0.03626,12.486747030320949,243.26,0.050338946
711,594.7120759487152,0.10737623,3.5493538,17775000,-0.0014348222,0.004542186,0.9357093647122383,177750,53771,0.050224,11.492229050819297,240.29,0.04647525
712,595.5069582462311,0.1600603,3.5482526,17800000,-0.0007743364,0.0035120293,0.9188853055238724,178000,40974,0.037848003,10.868175503122101,217.56,0.045167528
713,596.4439797401428,0.14931107,3.5467095,17825000,-0.0011337718,0.0036272171,0.9020024910569191,178250,56360,0.039264,11.318417568765408,227.4,0.04621092
714,597.2248857021332,0.051461905,3.5443463,17850000,-0.0020973661,0.003460025,0.9560269340872765,178500,52927,0.034464,12.001124211091037,242.85,0.04793689
715,598.0454387664795,0.2360433,3.5409884,17875000,-0.0009820585,0.0028418382,0.8764735013246536,178750,56543,0.027168,10.715152914808169,216.85,0.043884918
716,598.828843832016,0.15742885,3.5390697,17900000,-0.001386922,0.0030039463,0.9168867021799088,179000,48096,0.025632,11.62032178589674,224.54,0.04689493
717,599.6989352703094,0.24016187,3.5367095,17925000,-0.0012549779,0.0028246327,0.8698992729187012,179250,48696,0.0287,10.9402790053845,218.47,0.044267308
718,600.546612739563,0.14849927,3.5357444,17950000,-0.0016823557,0.003082519,0.927980087697506,179500,46341,0.030700002,11.839495852541914,225.87,0.048118144
719,601.4213261604309,0.1492957,3.534514,17975000,-0.0014011661,0.0036017918,0.9388289153575897,179750,42945,0.037972,10.436450755216297,214.55,0.042924922
720,602.338287115097,0.0746566,3.532566,18000000,-0.0019752318,0.0027946576,0.9579599276185036,180000,55921,0.023132,12.31909770421293,235.79,0.04964387
721,603.1181979179382,0.12847443,3.53054,18025000,-0.001900227,0.0045787944,0.9320305213332176,180250,38820,0.052056003,11.760269675224972,233.66,0.04736487
722,604.084231376648,0.072831556,3.5310464,18050000,-0.0020351056,0.004788396,0.9576994515955448,180500,55745,0.054492004,11.9262250817128,240.57,0.04792742
723,604.8620400428772,0.070938095,3.5305018,18075000,-0.0007843268,0.0047153104,0.9402297250926495,180750,48996,0.053136002,11.92565087352521,243.09,0.047818214
724,605.6963005065918,0.11039653,3.5258174,18100000,-0.0014900977,0.0037536751,0.9519726410508156,181000,56869,0.037355997,10.851923486129426,223.65,0.04411492
725,606.4639644622803,0.11474153,3.5197582,18125000,-0.0019179921,0.0045701023,0.9483468718826771,181250,55382,0.055875998,11.102526919921146,224.16,0.044884272
726,607.2554221153259,0.15569803,3.516686,18150000,-0.0014134881,0.004061109,0.9371733739972115,181500,56614,0.0451,10.927286147639188,221.5,0.043526817
727,608.032717704773,0.1337209,3.511739,18175000,-0.0012900388,0.0029079572,0.9154797196388245,181750,41711,0.024168,11.395814339178441,234.24,0.046212804
728,608.9701976776123,0.17558098,3.5064697,18200000,-0.002460231,0.0042966725,0.9122241362929344,182000,55827,0.047543995,11.505323593575177,227.74,0.04647184
729,609.7666356563568,0.17589767,3.5011144,18225000,-0.0011606818,0.0033924538,0.9309482797980309,182250,53764,0.034108,10.890042767940086,213.95,0.0440618
730,610.5958211421967,0.27198082,3.4976127,18250000,-0.0016958506,0.0036127411,0.8602270781993866,182500,54714,0.036856003,10.425675467483325,215.32,0.042786904
731,611.3947131633759,0.23281996,3.495889,18275000,-0.0010817158,0.003004553,0.8547389209270477,182750,54773,0.029183999,10.983696069714597,225.03,0.044882104
732,612.1851868629456,0.43237725,3.4949164,18300000,-0.0011829763,0.0026920398,0.8224870562553406,183000,51212,0.022656,10.166624820261786,202.81,0.04222756
733,613.0014572143555,0.39937538,3.494824,18325000,-0.0018359779,0.004751726,0.8570664077997208,183250,46243,0.05634,9.955154510159318,198.35,0.041577563
734,613.8852062225342,0.19192271,3.4928703,18350000,-0.0011750956,0.0040072924,0.9213966727256775,183500,55218,0.041803997,10.521844833937667,205.87,0.043318506
735,614.6637785434723,0.2979182,3.4882674,18375000,-0.0015790308,0.0040617473,0.8921432122588158,183750,54020,0.04278,10.031571122458118,197.44,0.040907033
736,615.4783189296722,0.16890147,3.483683,18400000,-0.0025704312,0.003255063,0.9160925522446632,184000,55507,0.031999998,10.781195881196362,217.05,0.044162728
737,616.2616362571716,0.113280535,3.4843807,18425000,-0.0013831375,0.003779941,0.9422949366271496,184250,42698,0.036856,12.17114223100595,231.3,0.049115323
738,617.1681292057037,0.11274205,3.4872596,18450000,-0.0009990128,0.0046800217,0.940270509570837,184500,57444,0.055012,11.470557084291631,229.35,0.0468543
739,617.9356324672699,0.11860152,3.4903915,18475000,-0.00148029,0.0039189877,0.9513576924800873,184750,55421,0.043072004,11.480317903242995,226.61,0.046311215
740,618.7190759181976,0.082713455,3.491136,18500000,-0.0018122528,0.0036587666,0.9556882753968239,185000,55491,0.036616,12.152041304571648,231.17,0.04978531
741,619.5123932361603,0.20183516,3.4909992,18525000,-0.0016106445,0.004776703,0.9239366948604584,185250,55159,0.05566,10.200049406232203,206.3,0.042403355
742,620.299222946167,0.14077532,3.4906726,18550000,-0.001912624,0.0029467954,0.9244428426027298,185500,47330,0.024756001,11.698157407737499,232.05,0.047811117
743,621.1616652011871,0.114984795,3.4912949,18575000,-0.0014631504,0.0037689935,0.9417166113853455,185750,55621,0.039384,11.051015643313768,226.53,0.04518943
744,621.9462203979492,0.08832148,3.4860992,18600000,-0.0017370569,0.0029449067,0.9649182334542274,186000,55736,0.024447998,11.034466232705334,226.55,0.044890843
745,622.729198217392,0.057506062,3.4792988,18625000,-0.0020453564,0.0034348876,0.9636881649494171,186250,44574,0.032372,11.951309448286601,242.99,0.048156537
746,623.6293272972107,0.101879,3.473819,18650000,-0.0018590605,0.004061579,0.9561069421470165,186500,55765,0.041376002,11.682465482029391,229.16,0.04764666
747,624.4201946258545,0.20977187,3.469852,18675000,-0.0016397303,0.004045789,0.8917787671089172,186750,53651,0.041387998,11.499048555786448,225.79,0.046029966
748,625.2137365341187,0.12833026,3.4681573,18700000,-0.0013593462,0.005393277,0.9474632516503334,187000,49719,0.066152,10.857485398942545,220.77,0.04408272
749,626.0547108650208,0.2933509,3.4661148,18725000,-0.0015329527,0.003726994,0.846633180975914,187250,47007,0.038255997,10.349620051777006,222.47,0.041443195
750,626.9164791107178,0.37792686,3.4651763,18750000,-0.0012899416,0.0037331835,0.8075149953365326,187500,45581,0.038328003,10.898394383677651,215.15,0.043911427
751,627.7903623580933,0.34005612,3.4646716,18775000,-0.0009101541,0.0038013991,0.8341646641492844,187750,54998,0.038828004,10.30696213465767,209.22,0.04192501
752,628.5834219455719,0.1867441,3.4662895,18800000,-0.0010630756,0.0045476733,0.9233961179852486,188000,50482,0.050520003,11.433168996576894,215.59,0.046625406
753,629.4035739898682,0.0665086,3.463675,18825000,-0.0020036038,0.0037939847,0.9648588448762894,188250,53073,0.038656,12.12873476700972,242.77,0.048853498
754,630.2048542499542,0.17355007,3.454307,18850000,-0.0017268688,0.0041650175,0.9144202098250389,188500,54328,0.045744,11.11814170589194,222.33,0.04474683
755,631.0060248374939,0.08707082,3.4436657,18875000,-0.001391734,0.0046285028,0.95130405575037,188750,53564,0.053880006,12.564166268235859,238.28,0.050862588
756,631.8072917461395,0.099821925,3.436819,18900000,-0.0020058765,0.0050569074,0.94010304287076,189000,50250,0.057628,11.038686744695692,224.42,0.044943564
757,632.6427924633026,0.06539031,3.4293773,18925000,-0.0014353499,0.0049599437,0.9572979286313057,189250,54206,0.056996,10.983252614701865,235.83,0.04435185
758,633.4456067085266,0.062014915,3.4214416,18950000,-0.001076373,0.0032244003,0.9503845982253551,189500,45954,0.028916001,11.921644745526446,240.41,0.04814898
759,634.3147246837616,0.036834,3.4129264,18975000,-0.0017774462,0.0033590167,0.9635396637022495,189750,56689,0.028968,12.484006901462026,250.0,0.04993603
760,635.1001479625702,0.083322115,3.4034626,19000000,-0.0016569629,0.0029929555,0.9402401335537434,190000,37797,0.025423998,11.817733408745152,235.88,0.04804663
761,636.1060304641724,0.123219945,3.4001167,19025000,-0.0016867329,0.003417632,0.9103337600827217,190250,54908,0.034152,11.28703234540616,233.76,0.046263013
762,636.8853237628937,0.074869335,3.3998845,19050000,-0.0014393987,0.004346623,0.9354973807930946,190500,55035,0.04886,11.554070402680795,243.12,0.046476103
763,637.6747670173645,0.084069595,3.397346,19075000,-0.0014691923,0.0035975087,0.952329907566309,190750,54754,0.032863997,11.021916774589672,233.76,0.045095295
764,638.4681808948517,0.10289399,3.3968048,19100000,-0.0011679014,0.0037955046,0.9349213466048241,191000,54258,0.041532002,10.798412053930297,224.94,0.04476196
765,639.267462015152,0.16107503,3.3986008,19125000,-0.0010632428,0.0035777949,0.8911579474806786,191250,48678,0.033784002,11.25299428199602,223.07,0.04672873
766,640.1120035648346,0.20744321,3.3992844,19150000,-0.0011899306,0.0039359005,0.8757707551121712,191500,47136,0.041492,10.419809238654688,218.54,0.042796176
767,640.9811291694641,0.099796094,3.398822,19175000,-0.0015409818,0.0031766302,0.9242194816470146,191750,53619,0.028819999,11.347952991012749,233.79,0.046264157
768,641.7985732555389,0.102044225,3.3932853,19200000,-0.0019114623,0.004547182,0.9438238069415092,192000,53772,0.053407997,11.239163225990232,226.85,0.046927895
769,642.6092486381531,0.113223016,3.389054,19225000,-0.0008944968,0.0035464324,0.930232547223568,192250,55367,0.032840002,10.640285341161107,223.0,0.04406226
770,643.4023349285126,0.04087749,3.3864415,19250000,-0.0016608061,0.0048723514,0.9682863131165504,192500,48789,0.05884,12.160846058578564,245.33,0.049142607
