serial_timesteps,policy_entropy,ep_reward_mean,fps,policy_loss,value_loss,explained_variance,clipfrac,approxkl,true_reward,n_updates,total_timesteps,time_elapsed,ep_len_mean
146000,4.700047,3.294159405696432,49133,-0.0010143699,0.5606479,0.9688706509768963,0.018965,0.0024761115,-0.047873285,146,14600000,532.8368430137634,119.03
147000,4.692314,3.966608327712911,46354,-0.0010577135,0.5193627,0.971790723502636,0.015719,0.0023429566,-0.04793289,147,14700000,536.6230788230896,122.33
148000,4.684368,3.6349177658018745,55968,-0.0010055067,0.55923116,0.9695748444646597,0.017331999,0.0021999138,-0.04828227,148,14800000,540.5039460659027,111.04
149000,4.6782427,4.160627588353618,53589,-0.0007960674,0.6091714,0.9665109813213348,0.014754,0.0020769169,-0.047072235,149,14900000,544.0390119552612,126.83
150000,4.6714044,3.30735334195655,57596,-0.0011198414,0.650461,0.9648813903331757,0.017510999,0.002455915,-0.0468242,150,15000000,547.6899750232697,110.59
151000,4.6605315,4.259805146278027,55446,-0.0010145318,0.6924564,0.9627125784754753,0.030074999,0.003236622,-0.04862228,151,15100000,551.1673109531403,123.18
152000,4.65195,4.308100662308497,52643,-0.0010059082,0.5760021,0.9692524001002312,0.018032001,0.0025961886,-0.04777354,152,15200000,554.7167575359344,118.22
153000,4.6470046,4.6347851893486585,51354,-0.00076858245,0.6181042,0.9664579629898071,0.018365,0.0025405982,-0.04352476,153,15300000,558.3568909168243,117.86
154000,4.6448216,3.943819642499775,57335,-0.0006519277,0.64399046,0.964882142841816,0.013377001,0.0022419128,-0.041967936,154,15400000,562.0517432689667,109.79
155000,4.6420236,3.926548986843991,55831,-0.0007154857,0.5418264,0.9706932362169027,0.021156002,0.0024897084,-0.04316539,155,15500000,565.5670201778412,122.07
156000,4.6365595,3.7756829789274344,56267,-0.0011629515,0.5086296,0.972466729581356,0.022891998,0.0029536071,-0.04803644,156,15600000,569.1209492683411,106.0
157000,4.6294394,4.1873939339320945,41579,-0.001018678,0.5423382,0.9711127262562513,0.019266,0.0026517203,-0.044579122,157,15700000,572.636666059494,129.59
158000,4.623631,3.7064074801813125,55938,-0.00097500643,0.5591203,0.9697128292173147,0.017843,0.0023925966,-0.04628108,158,15800000,576.761602640152,110.98
159000,4.61213,3.916617605771453,48917,-0.0010512951,0.59937996,0.9665553905069828,0.024569001,0.0029005685,-0.0426341,159,15900000,580.3291931152344,121.02
160000,4.600516,3.245752099327251,56664,-0.0007970538,0.5760644,0.9683137089014053,0.020448001,0.0026656836,-0.04174769,160,16000000,584.1042358875275,116.96
161000,4.5940905,3.8871148893053076,57407,-0.0009505432,0.5814305,0.9681124612689018,0.017172,0.0023213797,-0.04122967,161,16100000,587.6427226066589,122.93
162000,4.5880594,4.150985204916205,51500,-0.0010669713,0.58147895,0.9684648998081684,0.015187001,0.0021047737,-0.040691856,162,16200000,591.1419358253479,136.0
163000,4.581222,3.5308690307949657,48000,-0.00125848,0.5881586,0.9684320129454136,0.024112,0.0029262626,-0.040922783,163,16300000,594.8444616794586,118.0
164000,4.5708265,5.113780000326706,52998,-0.00094648905,0.63311905,0.9657437056303024,0.017885,0.0023692818,-0.038678605,164,16400000,598.6460807323456,135.65
165000,4.562925,3.938045668837849,44226,-0.000557065,0.66841793,0.964030385017395,0.015994001,0.0021536597,-0.038529985,165,16500000,602.3038628101349,106.73
166000,4.558257,3.9008453113069845,56316,-0.0007372252,0.5771727,0.9686472713947296,0.015943,0.0022132436,-0.041408215,166,16600000,606.3148481845856,120.55
167000,4.5535235,3.804490138706533,56762,-0.0011409975,0.56131077,0.9697975292801857,0.018642997,0.0024686367,-0.041197613,167,16700000,609.8590302467346,124.37
168000,4.545703,3.675803024858217,53625,-0.0011506781,0.5420712,0.9709188546985388,0.022782002,0.0026403186,-0.040897988,168,16800000,613.3405830860138,119.49
169000,4.5356965,4.5469574638202035,56625,-0.0011432074,0.5563487,0.9705662932246923,0.024900999,0.0028843596,-0.039628576,169,16900000,616.9415922164917,125.36
