serial_timesteps,policy_entropy,ep_reward_mean,fps,policy_loss,value_loss,explained_variance,clipfrac,approxkl,true_reward,n_updates,total_timesteps,time_elapsed,ep_len_mean
343000,3.5271904,6.513167240301591,49399,-0.0011841613,0.76188487,0.9574061334133148,0.024779001,0.0028793062,-0.0030996408,343,34300000,1244.691200017929,162.89
344000,3.5227375,5.745491365618095,55881,-0.0009117617,0.8056835,0.95759367197752,0.018879,0.002418539,-0.003724591,344,34400000,1248.4622991085052,155.11
345000,3.517006,7.001836396599956,51502,-0.0011484919,0.72127855,0.9618380554020405,0.021264002,0.0028065178,-0.001671988,345,34500000,1251.979103565216,165.44
346000,3.5118308,6.875216272691614,57833,-0.001002435,0.76042527,0.958389412611723,0.030268997,0.0032180324,-0.0021905866,346,34600000,1255.657706975937,173.91
347000,3.50863,6.989315719675242,57075,-0.0008344891,0.70043105,0.9612669907510281,0.026608998,0.0031636625,-0.0020912308,347,34700000,1259.1320025920868,192.35
348000,3.5051656,7.067187011406545,57240,-0.0008984221,0.6327556,0.9650338888168335,0.035774,0.003619666,-0.00066972384,348,34800000,1262.61518907547,176.72
349000,3.5016525,7.1338663169922985,58886,-0.00080846995,0.7325384,0.9601512290537357,0.028342998,0.0032698947,-0.003232886,349,34900000,1266.0872869491577,170.7
350000,3.4984288,8.595546453144031,57435,-0.00067344605,0.6724828,0.9634186998009682,0.015935,0.0024976113,0.0026406453,350,35000000,1269.5095555782318,191.86
351000,3.4951997,7.843701272940889,45468,-0.0010321991,0.68959945,0.9631568416953087,0.020273,0.0026398427,0.0010963369,351,35100000,1272.9861416816711,172.4
352000,3.4896903,7.413671306404783,54346,-0.0007362417,0.624866,0.9643158540129662,0.019843,0.0026182763,-0.00034954067,352,35200000,1276.8999812602997,195.42
353000,3.483743,6.511876949944203,57522,-3.8181246e-05,0.61400396,0.9655236415565014,0.042686,0.0039114323,-0.0012506207,353,35300000,1280.4846632480621,173.36
354000,3.4786503,7.7377985810290655,57338,-0.00088584796,0.6891916,0.9605717323720455,0.017443001,0.0025305669,0.0028896227,354,35400000,1283.9407453536987,201.37
355000,3.4725018,9.056248193319535,52716,-0.00074331136,0.66898954,0.9635611325502396,0.019748002,0.0027067312,0.00030936065,355,35500000,1287.419281244278,204.27
356000,3.4676316,8.769070957256831,54124,-0.00082394166,0.71721214,0.9590003490447998,0.02424,0.002906512,0.004669964,356,35600000,1291.0614624023438,208.27
357000,3.46236,8.543294100162235,56437,-0.00060771545,0.7467819,0.9588269777595997,0.022309,0.0027105212,0.004123566,357,35700000,1294.6509754657745,186.41
358000,3.4572608,9.081318398765166,57511,-0.0009382594,0.70680976,0.960739329457283,0.011543,0.0020886674,0.002877183,358,35800000,1298.224244594574,197.07
359000,3.4537194,6.125137069210322,56947,-0.0011474991,0.6605814,0.9639357551932335,0.020871,0.0026854756,-0.0005985595,359,35900000,1301.6890103816986,170.81
360000,3.4478264,7.4467846766426735,49688,-4.694469e-05,0.68002796,0.961846373975277,0.038915,0.0036791428,0.0021192473,360,36000000,1305.1595351696014,183.87
361000,3.4418037,7.437373834608286,48295,-0.0009899316,0.6515415,0.9634591154754162,0.013839999,0.0021745868,0.0018512814,361,36100000,1308.8784172534943,171.96
362000,3.4361374,8.559714006946152,55432,-0.000947606,0.8078399,0.9522318616509438,0.021040998,0.0027011482,0.0023443482,362,36200000,1312.6933262348175,200.6
363000,3.4340005,7.800150004560342,54342,-0.0010101296,0.72785735,0.9575442932546139,0.0313,0.0033212397,0.0019133794,363,36300000,1316.2207181453705,203.7
364000,3.4339383,7.820275359146544,54639,-0.00018769968,0.8185209,0.955308485776186,0.043514,0.004031252,0.0050192475,364,36400000,1319.7897233963013,186.19
365000,3.4317672,7.157116555700327,49977,-0.00089800626,0.76718694,0.9554119221866131,0.023481999,0.0030901108,0.0010646693,365,36500000,1323.3685755729675,188.06
366000,3.4264512,7.434285374755531,57752,-0.00084634294,0.686699,0.9606120362877846,0.031114,0.0033941169,0.0023356478,366,36600000,1327.1271805763245,179.71
367000,3.4217377,8.421415840479513,56117,-0.00065142405,0.6863705,0.9594365805387497,0.026510999,0.0031210412,0.0057674386,367,36700000,1330.5967381000519,212.11
368000,3.4176426,8.457543946059905,57888,-0.00089651736,0.8325428,0.9524732567369938,0.016859999,0.00232944,0.004120084,368,36800000,1334.1369459629059,194.62
369000,3.4147232,7.944886873946253,56188,-0.0007538949,0.729124,0.9585787989199162,0.024229001,0.002820184,0.0032117728,369,36900000,1337.5842518806458,181.29
370000,3.4131596,9.415435168590093,53183,-0.00093446195,0.6606188,0.960950244218111,0.015472999,0.0022642822,0.0028232338,370,37000000,1341.0813620090485,215.69
371000,3.4087894,8.136202348159431,56014,-0.0005610398,0.66494435,0.9627488255500793,0.027189001,0.0031063717,0.0018001981,371,37100000,1344.7016232013702,183.06
372000,3.4031348,8.307255531022674,52136,-0.0012618857,0.6638154,0.9622137546539307,0.018912,0.0026018994,0.0013405388,372,37200000,1348.2356312274933,190.63
373000,3.398172,9.156460264739199,57805,-0.0010565405,0.7015592,0.9607644826173782,0.025303999,0.0029468115,0.0036899264,373,37300000,1351.8853552341461,210.33
374000,3.3910546,9.793027222952642,57877,0.0002998649,0.79789376,0.9551847688853741,0.052286,0.004519177,0.007160312,374,37400000,1355.3492925167084,216.35
375000,3.3850942,9.72150977013162,54060,-0.0009736089,0.82266235,0.9526452571153641,0.035773,0.003752583,0.0042014336,375,37500000,1358.8199961185455,214.34
376000,3.3827987,8.7306127090033,54893,-0.001066894,0.85187757,0.9504438191652298,0.020869,0.0026997211,0.0044621434,376,37600000,1362.4103627204895,193.86
377000,3.3800576,7.749211154577206,57382,-0.0009352012,0.74253696,0.9568176977336407,0.026697999,0.0030579683,0.004602255,377,37700000,1365.954904794693,182.92
378000,3.378262,8.130914906692716,47096,-0.0008256211,0.7266183,0.95820651948452,0.025225997,0.0029569925,0.0059425854,378,37800000,1369.4188747406006,182.59
379000,3.3765845,8.689331532357336,45510,-0.00074894784,0.7256511,0.9582404904067516,0.020234998,0.0026970045,0.0068609347,379,37900000,1373.2364649772644,216.88
380000,3.373544,7.6912505351544675,52240,-0.0006481309,0.7110332,0.9568392708897591,0.024983,0.0029501123,0.006685902,380,38000000,1377.165461063385,197.83
381000,3.3697567,11.13881311847536,53156,-0.00089223933,0.7124834,0.9556872546672821,0.025440002,0.0030846638,0.006605266,381,38100000,1380.8049838542938,257.97
382000,3.3655472,8.844267315152956,48948,-0.00074046105,0.80643255,0.9519848227500916,0.018180002,0.002552139,0.008353797,382,38200000,1384.4489941596985,225.74
383000,3.3606193,9.485181262448169,53060,-0.0010030161,0.7761831,0.9551921598613262,0.021076,0.002772498,0.006470394,383,38300000,1388.2591590881348,219.7
384000,3.3572166,7.747366784851535,58137,-0.0007708281,0.7185873,0.9588495939970016,0.024565,0.0028625638,0.0045067654,384,38400000,1391.8835136890411,189.47
385000,3.3505929,8.61488122493909,48443,-0.0010562787,0.6928753,0.9597303830087185,0.017945,0.0025726072,0.0060761995,385,38500000,1395.3164501190186,189.86
386000,3.342188,7.175864218259217,50518,-0.0011030321,0.7409314,0.9583827592432499,0.026452,0.0033193033,0.004703212,386,38600000,1399.096617937088,173.83
387000,3.334248,9.06831118701185,55881,-0.000762708,0.7507776,0.9561698697507381,0.017009001,0.0024354635,0.0065265005,387,38700000,1402.790729522705,202.65
388000,3.329385,8.640199341902216,52736,-0.0009144689,0.7062895,0.9592908173799515,0.013889,0.0021571675,0.007230827,388,38800000,1406.3148565292358,201.77
389000,3.3237395,8.48553983920644,54714,-0.0010451521,0.74355876,0.956686720252037,0.013577001,0.0021606996,0.007397315,389,38900000,1409.9784393310547,201.37
390000,3.3150265,8.449366298482632,54900,-0.0010447828,0.6369281,0.9630673192441463,0.016418,0.0025312507,0.0035104584,390,39000000,1413.6180627346039,213.76
391000,3.3078773,8.100102523472778,55234,-0.0011662117,0.73073184,0.9578492976725101,0.023603,0.0028870194,0.0074791424,391,39100000,1417.257090806961,213.44
392000,3.3045907,8.21723909931024,57514,-0.0008166476,0.67745507,0.9611410647630692,0.019116,0.0025951634,0.005779101,392,39200000,1420.8042616844177,208.33
393000,3.30494,8.642592669552569,56911,-0.0010161367,0.7511696,0.9576714262366295,0.020271001,0.002648144,0.0058971886,393,39300000,1424.2769820690155,212.87
394000,3.3063717,8.640958189878825,57847,-0.0011308086,0.7734512,0.9548369348049164,0.022665,0.0028648768,0.0076325512,394,39400000,1427.7969090938568,199.88
395000,3.304329,7.89663183785925,54180,-0.0012331728,0.76663625,0.954607393592596,0.019512,0.0026172712,0.0058937105,395,39500000,1431.4669921398163,205.22
396000,3.2994816,8.7412893691689,56677,-0.0003827436,0.70366186,0.9597871527075768,0.037482,0.0037647695,0.0050199763,396,39600000,1435.036485671997,210.01
