fps,ep_len_mean,total_timesteps,policy_entropy,true_reward,serial_timesteps,approxkl,clipfrac,explained_variance,value_loss,policy_loss,time_elapsed,n_updates,ep_reward_mean
63180,250.0,7525000,0.9228551,0.18407674,75250,0.0063057914,0.07721599,0.9149025231599808,0.011801725,-0.003759789,241.20376253128052,301,46.01918520130217
61140,249.03,7550000,0.9184349,0.18399824,75500,0.0076478226,0.095764,0.9106987565755844,0.026985828,-0.0043756147,241.97167658805847,302,45.91055989518762
60936,250.0,7575000,0.91290677,0.1840487,75750,0.019208753,0.222996,0.8708168268203735,0.012840536,0.0037508667,242.7596926689148,303,46.01217188738286
63308,247.67,7600000,0.9100828,0.18360014,76000,0.0134296715,0.15296401,0.7228133976459503,0.12024002,-0.003151231,243.5372109413147,304,45.57073018305004
61287,248.47,7625000,0.9117894,0.18390617,76250,0.009849789,0.126732,0.9000494927167892,0.059626512,-0.003482116,244.30176782608032,305,45.8058911588788
60625,248.77,7650000,0.9127555,0.18400058,76500,0.009871226,0.121079996,0.8634646087884903,0.03967538,-0.0006930679,245.0885715484619,306,45.82998685181141
60929,248.48,7675000,0.9100639,0.18395825,76750,0.0137365665,0.1878,0.23965579271316528,0.15930596,-0.0021778122,245.880108833313,307,45.76932585433126
60992,250.0,7700000,0.907966,0.18413477,77000,0.01092989,0.1514,0.84011410176754,0.009180155,0.00027525955,246.66980361938477,308,46.03369241029024
60314,250.0,7725000,0.9030981,0.18398942,77250,0.007751608,0.10373201,0.8953617885708809,0.012664432,-0.0014362211,247.49436330795288,309,45.99735187478363
60459,250.0,7750000,0.898149,0.18441808,77500,0.0052048313,0.059355997,0.8456006050109863,0.010948738,-0.0029215412,248.28712439537048,310,46.10452164590359
60722,250.0,7775000,0.8917473,0.1844556,77750,0.009295608,0.120972,0.821917399764061,0.008686446,1.7881393e-06,249.0871217250824,311,46.11390033602714
61906,250.0,7800000,0.8864845,0.18451816,78000,0.0070433156,0.092259996,0.8352714329957962,0.008825248,-0.002928606,249.873868227005,312,46.12953894764185
61329,250.0,7825000,0.8801711,0.18459399,78250,0.008556465,0.112788,0.8856056928634644,0.009473109,-0.0023252415,250.6600923538208,313,46.1484931281209
60079,250.0,7850000,0.87515974,0.18441926,78500,0.010223364,0.13483599,0.8778625875711441,0.008332001,-0.0008125623,251.44683170318604,314,46.104810042157766
61280,250.0,7875000,0.8725484,0.1845658,78750,0.010270851,0.138632,0.8563372492790222,0.00749139,0.00075163116,252.2447681427002,315,46.141446890234945
61735,250.0,7900000,0.86863023,0.18479088,79000,0.0113053555,0.149712,0.8347429931163788,0.007265853,-0.0003942057,253.017427444458,316,46.197720888108016
61420,250.0,7925000,0.86288583,0.18459019,79250,0.011241619,0.15014398,0.8641401678323746,0.007086456,0.0005619456,253.8039767742157,317,46.14755341902375
61619,250.0,7950000,0.8546489,0.18457064,79500,0.01854134,0.215344,0.8599502444267273,0.007034314,0.0047205156,254.58102083206177,318,46.142660438269374
60389,250.0,7975000,0.8463155,0.18439123,79750,0.009346944,0.126796,0.8937032595276833,0.008440828,-0.0005787693,255.371413230896,319,46.09781000718474
59787,248.84,8000000,0.8412569,0.18408862,80000,0.011752615,0.147944,0.9270495846867561,0.026679311,-0.002802892,256.16827607154846,320,45.87957204595208
60518,250.0,8025000,0.83936703,0.1846456,80250,0.007890856,0.105776,0.8680162131786346,0.0075868117,-0.00086796284,256.9753632545471,321,46.16139526680112
62419,250.0,8050000,0.83494884,0.18437459,80500,0.009826392,0.13496402,0.8588939160108566,0.0076455683,-0.0016319267,257.77842831611633,322,46.09364899843931
59960,249.4,8075000,0.83161914,0.18400322,80750,0.011462812,0.156624,0.34933745861053467,0.07981216,-0.0026940466,258.5456397533417,323,45.91663017615676
62544,248.55,8100000,0.8308943,0.18337908,81000,0.010571622,0.141744,0.37643128633499146,0.16161995,-0.0021808378,259.35747241973877,324,45.63372339636087
62251,248.59,8125000,0.8305985,0.18308462,81250,0.010028776,0.13929601,0.293884813785553,0.15053234,-0.002424404,260.1228322982788,325,45.57148230277002
61152,247.91,8150000,0.82980824,0.1837182,81500,0.014449192,0.15928401,0.8896901160478592,0.053510357,-0.0041272454,260.89697313308716,326,45.671596077084544
61960,247.24,8175000,0.82957363,0.18319024,81750,0.013275984,0.16575201,0.8066584914922714,0.10221358,-0.0022198856,261.67364621162415,327,45.44708060324192
62000,250.0,8200000,0.8315274,0.18430172,82000,0.022198772,0.26818,0.8773685246706009,0.01173709,0.006910245,262.4501814842224,328,46.07542842119932
61685,250.0,8225000,0.83221877,0.18411219,82250,0.009197431,0.126876,0.8666234463453293,0.011897655,-0.0016785904,263.23392367362976,329,46.02804449468851
62302,250.0,8250000,0.8302622,0.18493848,82500,0.010672793,0.14788799,0.8395968228578568,0.0068924204,-0.00025251677,264.0075922012329,330,46.234622724056244
60862,250.0,8275000,0.8261117,0.18462923,82750,0.009353954,0.12929599,0.8493111729621887,0.0076853866,-0.001725967,264.78163051605225,331,46.15731070458889
61068,248.23,8300000,0.8213992,0.18433674,83000,0.029880583,0.282068,0.7313137054443359,0.06279654,0.00071311125,265.55278277397156,332,45.87967728808522
62876,250.0,8325000,0.81981087,0.18502373,83250,0.050671577,0.42014804,0.8557179123163223,0.008288842,0.023434682,266.3381493091583,333,46.255935452878475
60530,250.0,8350000,0.81961906,0.1851742,83500,0.024272747,0.282036,0.8457342088222504,0.009966262,0.008829248,267.10782861709595,334,46.29354936942458
60182,249.34,8375000,0.8165027,0.18438645,83750,0.010437468,0.14040801,0.39904701709747314,0.08439263,-0.0022456024,267.9038779735565,335,46.003189105093476
62735,249.03,8400000,0.81042594,0.18384884,84000,0.009464368,0.13099201,0.5507718622684479,0.0891514,-0.002690804,268.6913871765137,336,45.81325043089688
62649,250.0,8425000,0.8064195,0.18453507,84250,0.007838482,0.10594,0.8483154326677322,0.010220843,-0.00070953986,269.4851245880127,337,46.13377205267548
61572,248.8,8450000,0.8014742,0.18462802,84500,0.013168046,0.15765199,0.31279534101486206,0.15531322,-0.0029293406,270.2567448616028,338,45.98997100397944
61153,250.0,8475000,0.7972225,0.18463065,84750,0.021301143,0.246056,0.8617574572563171,0.012070084,0.0046368507,271.0375611782074,339,46.15766035661101
61101,250.0,8500000,0.79439586,0.18479282,85000,0.008587064,0.118608,0.871031641960144,0.00814877,-0.0013206706,271.8254406452179,340,46.19820350371301
61252,250.0,8525000,0.79241663,0.18493345,85250,0.019769166,0.22776799,0.8555557876825333,0.008749533,0.0045579826,272.6092314720154,341,46.23336628586054
61418,250.0,8550000,0.7912969,0.1851374,85500,0.012156072,0.165368,0.8537233471870422,0.006957209,0.0008573849,273.39611077308655,342,46.284350653588774
61142,247.14,8575000,0.79000765,0.18422998,85750,0.009993544,0.123852,0.8169077038764954,0.086067125,-0.0059502227,274.1802248954773,343,45.69463915117085
60145,250.0,8600000,0.7883751,0.18511151,86000,0.025317004,0.296716,0.8634001761674881,0.007365773,0.0100894645,274.9798536300659,344,46.27787694260478
59779,250.0,8625000,0.78668594,0.18525857,86250,0.028628424,0.290924,0.8484005331993103,0.006770355,0.009418183,275.78099298477173,345,46.31463812872767
61844,250.0,8650000,0.7858289,0.18503961,86500,0.033336632,0.32172802,0.8501938730478287,0.0066577434,0.013443805,276.56984519958496,346,46.25990082830191
62000,248.55,8675000,0.78497106,0.18456426,86750,0.026695404,0.307492,0.2708978056907654,0.15641983,-3.075651e-05,277.3398468494415,347,45.933650235757234
62540,250.0,8700000,0.7854683,0.18463375,87000,0.022165935,0.266268,0.8466539978981018,0.016097078,0.008544934,278.11797976493835,348,46.15843840122223
60805,248.09,8725000,0.7841779,0.18490891,87250,0.027716404,0.305056,0.2121044397354126,0.23026888,0.0025869005,278.9008388519287,349,45.95538542419672
59935,249.03,8750000,0.7830976,0.1845163,87500,0.012250153,0.155608,0.888547495007515,0.037183978,-0.0029243163,279.7012095451355,350,46.00995534002781
60656,250.0,8775000,0.78219974,0.18494566,87750,0.014583166,0.19842,0.8473096638917923,0.008491566,0.00310308,280.4976215362549,351,46.23641630083323
61332,250.0,8800000,0.7796773,0.18490623,88000,0.02133404,0.26322398,0.8581289499998093,0.008185858,0.005943544,281.2915098667145,352,46.22656064286828
61417,249.17,8825000,0.77778745,0.18448547,88250,0.008033263,0.10473599,0.8804297149181366,0.035846435,-0.0034297523,282.0671355724335,353,46.038073465004565
64008,249.32,8850000,0.7782167,0.18483518,88500,0.01628557,0.21730402,0.36656099557876587,0.08390443,-0.0010257475,282.8543813228607,354,46.114321888238194
60281,250.0,8875000,0.77994674,0.18461867,88750,0.008955384,0.119208,0.8637799173593521,0.014336614,0.0010851047,283.6120066642761,355,46.154667565077546
59647,249.05,8900000,0.7786555,0.18422735,89000,0.018883992,0.131912,0.8731291890144348,0.034400124,-0.002900069,284.4099564552307,356,45.936129258424046
59136,250.0,8925000,0.7773429,0.18394941,89250,0.010644966,0.14419201,0.8827268406748772,0.01019062,2.8530183e-05,285.22961235046387,357,45.987352871447804
62640,246.28,8950000,0.77542865,0.18346955,89500,0.012201878,0.165944,0.6807153522968292,0.19565508,-0.0033270433,286.02905464172363,358,45.39685456782579
61634,249.32,8975000,0.7744555,0.18380609,89750,0.0079539325,0.100612,0.8866572007536888,0.038775742,-0.0037311844,286.80714535713196,359,45.87316397756338
61711,249.3,9000000,0.7744707,0.18422194,90000,0.011026343,0.1484,0.3888972997665405,0.08587386,-0.001561856,287.5899589061737,360,45.95662103250623
60570,247.18,9025000,0.77602637,0.18427809,90250,0.026572997,0.23728399,0.2930123805999756,0.17826839,0.0016921709,288.38840675354004,361,45.612177590951326
61695,249.24,9050000,0.7774466,0.1843996,90500,0.014046131,0.177752,0.3526619076728821,0.08731274,-0.0008493078,289.1883261203766,362,45.99177775993943
63490,247.49,9075000,0.7774317,0.18400438,90750,0.0095890025,0.128496,0.37339311838150024,0.16164944,-0.003386654,289.9772078990936,363,45.610727911219
61581,248.77,9100000,0.7763481,0.18385331,91000,0.013140661,0.175264,0.42847180366516113,0.15344147,-0.0025644116,290.7509915828705,364,45.79382289797068
61895,250.0,9125000,0.77682376,0.18445177,91250,0.007528731,0.102192,0.8513991087675095,0.009085481,-0.0025931248,291.5248863697052,365,46.11293932005763
63022,249.33,9150000,0.77576756,0.18452354,91500,0.011572761,0.147136,0.41507118940353394,0.08050981,-0.002216105,292.31020975112915,366,46.03804875791073
58233,249.31,9175000,0.774073,0.1842919,91750,0.014027424,0.190576,0.5089221596717834,0.0805184,-0.0025304274,293.09693813323975,367,45.9772234299779
55816,250.0,9200000,0.76940006,0.18465266,92000,0.00772255,0.09904,0.8396315723657608,0.008728685,-0.0035421916,293.9060637950897,368,46.16316602110863
59270,247.18,9225000,0.762387,0.18432201,92250,0.015251508,0.20613599,0.24890613555908203,0.22900626,-0.002778257,294.753874540329,369,45.65734767436981
58461,250.0,9250000,0.7593011,0.1847851,92500,0.011563105,0.163044,0.8451255112886429,0.014166755,-0.0006679564,295.55339550971985,370,46.19627508923411
61024,248.06,9275000,0.75695634,0.18400258,92750,0.011624323,0.155912,0.4897165298461914,0.15907876,-0.0035699192,296.35106086730957,371,45.704902887493375
59099,247.95,9300000,0.75853616,0.1844754,93000,0.009795702,0.129072,0.4265761375427246,0.07912215,-0.0016162505,297.1321499347687,372,45.77211654394865
61289,248.38,9325000,0.75953573,0.18392809,93250,0.01154162,0.15141602,0.691353052854538,0.106792286,-0.0031854748,297.9337522983551,373,45.767314712256194
61305,250.0,9350000,0.7586216,0.18450513,93500,0.00962908,0.13357201,0.836833119392395,0.013838616,0.00014973136,298.71999073028564,374,46.126285905689
62301,249.36,9375000,0.7550088,0.18371116,93750,0.0074654953,0.09646,0.6521068215370178,0.08467163,-0.0028286378,299.50709986686707,375,45.84248146228492
63167,250.0,9400000,0.75358707,0.18435113,94000,0.008601357,0.11840401,0.831898644566536,0.0101837125,-0.001318069,300.27429032325745,376,46.087784315943715
60739,250.0,9425000,0.75004536,0.18457358,94250,0.02514765,0.289064,0.8484612703323364,0.013466601,0.009157537,301.0305302143097,377,46.14339367225766
61018,249.35,9450000,0.7469364,0.18440323,94500,0.030352503,0.294688,0.49314987659454346,0.079308234,0.0024397848,301.81693959236145,378,46.01369210861623
62061,250.0,9475000,0.7443771,0.18517402,94750,0.023880836,0.26247197,0.8408035039901733,0.0110265445,0.0059714476,302.59814953804016,379,46.29350513637066
62041,247.16,9500000,0.74282235,0.18410285,95000,0.035637945,0.327496,0.456682026386261,0.14363387,0.0019948331,303.3770201206207,380,45.569860783591864
61903,250.0,9525000,0.7419336,0.18410143,95250,0.008608344,0.11458,0.8595143556594849,0.014016613,-0.0013999792,304.1531527042389,381,46.02535620093346
61446,248.78,9550000,0.7387157,0.18422762,95500,0.010055663,0.125896,0.8235196173191071,0.043689825,-0.00357121,304.9255006313324,382,45.89340589374304
61850,250.0,9575000,0.73721594,0.1845197,95750,0.010060203,0.136884,0.8537166118621826,0.009279094,0.00016883176,305.7111852169037,383,46.129921456724404
60413,248.76,9600000,0.7357395,0.18393955,96000,0.010543829,0.14049998,0.6488161087036133,0.11469169,-0.0034645982,306.4844651222229,384,45.830976199656725
60796,250.0,9625000,0.7344991,0.18450426,96250,0.00805701,0.106504,0.8530000597238541,0.013069389,-0.0032786601,307.27545952796936,385,46.126063866764305
62723,250.0,9650000,0.7292284,0.18438958,96500,0.03270311,0.334956,0.8894852995872498,0.010859908,0.011638352,308.05014276504517,386,46.09739719964564
61531,250.0,9675000,0.7245978,0.18446799,96750,0.027776748,0.30409998,0.8695158064365387,0.010338336,0.009091256,308.83319783210754,387,46.116998749598864
60925,248.5,9700000,0.72242504,0.18430366,97000,0.032422327,0.30807203,0.8442222476005554,0.07334789,0.00015350277,309.60931420326233,388,45.89417600847781
59370,249.35,9725000,0.72240716,0.18453938,97250,0.024761455,0.28004798,0.4470705986022949,0.07999109,0.00060596364,310.39671182632446,389,46.044475359767674
62014,250.0,9750000,0.7229985,0.18480463,97500,0.016247872,0.21926801,0.8788953423500061,0.011911778,0.0029319501,311.18865299224854,390,46.20115484237671
61420,249.1,9775000,0.72189456,0.18471952,97750,0.01335905,0.17065999,0.9019945785403252,0.0313378,-0.00060125894,311.9751024246216,391,46.07325982272625
62033,250.0,9800000,0.71817166,0.18489772,98000,0.008816149,0.118360005,0.8656947612762451,0.015567636,-0.00025770697,312.7646338939667,392,46.224423102289435
61177,249.27,9825000,0.7125442,0.18513897,98250,0.0065057487,0.083936006,0.3176313638687134,0.08410499,-0.0018794441,313.5411856174469,393,46.18327280908823
63807,250.0,9850000,0.7093813,0.18527842,98500,0.010326456,0.13631201,0.7808060497045517,0.009847507,0.0032675366,314.3203184604645,394,46.31960170187056
60459,247.59,9875000,0.7083202,0.18489757,98750,0.0071035386,0.088832,0.4134652018547058,0.08153316,-0.002445852,315.0689685344696,395,45.81787839792669
62162,250.0,9900000,0.70664227,0.18486919,99000,0.0074216165,0.094048,0.834315150976181,0.012450324,-0.00046754078,315.85382413864136,396,46.21729501716793
61171,250.0,9925000,0.7019173,0.18506257,99250,0.005512127,0.064463995,0.8067181408405304,0.009534133,-0.0023604427,316.6266231536865,397,46.26564221948385
61198,250.0,9950000,0.6964668,0.18516086,99500,0.029309148,0.30584002,0.8486142605543137,0.0093348045,0.010931706,317.40880370140076,398,46.29021212592721
58402,250.0,9975000,0.6906117,0.1848914,99750,0.011604271,0.16015199,0.8759368285536766,0.008074485,0.0004895458,318.19294571876526,399,46.22285000950098
62165,248.35,10000000,0.685616,0.18446666,100000,0.019169115,0.22601199,0.2597237825393677,0.15422812,-0.001092164,318.98788714408875,400,45.877054110318426
56207,250.0,10025000,0.68004894,0.18534502,100250,0.007831582,0.105168,0.8739544004201889,0.007655008,-0.002295681,319.7751679420471,401,46.33625346407294
60969,250.0,10050000,0.66982615,0.18484382,100500,0.0069106473,0.089112,0.8485310524702072,0.008750921,-0.0037694804,320.5984857082367,402,46.21095883816481
59854,249.4,10075000,0.6602774,0.18486524,100750,0.024322439,0.28566402,0.8482965230941772,0.03947106,0.002455276,321.40284633636475,403,46.15197715647518
51404,250.0,10100000,0.6554137,0.18494213,101000,0.033757742,0.339032,0.8744632005691528,0.008597063,0.012343237,322.20418190956116,404,46.235532570555804
56777,250.0,10125000,0.6517729,0.18494524,101250,0.009763439,0.13150801,0.8765691518783569,0.009903288,-0.0007808163,323.22497963905334,405,46.236309482455255
62001,250.0,10150000,0.64407206,0.18493056,101500,0.0057233786,0.068636,0.8552017062902451,0.009016093,-0.003955653,324.04830741882324,406,46.23264265961945
62275,250.0,10175000,0.63175553,0.18495895,101750,0.0067073926,0.082499996,0.8540221899747849,0.008523397,-0.0018077306,324.80602073669434,407,46.23973846301436
61720,250.0,10200000,0.6216641,0.18503602,102000,0.009918412,0.12965599,0.8751877248287201,0.011292595,-7.780129e-05,325.55553126335144,408,46.25900578714907
62207,250.0,10225000,0.6147877,0.18478724,102250,0.010749958,0.14361201,0.8847768530249596,0.009981791,-0.0010978023,326.33405590057373,409,46.196811022162436
61653,250.0,10250000,0.60842234,0.1850944,102500,0.010671121,0.149608,0.8652111738920212,0.0075716586,-0.0003017358,327.10554480552673,410,46.27359658911824
61731,250.0,10275000,0.6042815,0.1849857,102750,0.013863166,0.190204,0.8444779366254807,0.009511098,0.0024408367,327.88079023361206,411,46.246426077336075
60646,247.64,10300000,0.6029726,0.18460864,103000,0.01318997,0.17719199,0.2402578592300415,0.15496318,-0.0033572079,328.6522009372711,412,45.774157079011204
62239,250.0,10325000,0.6027536,0.18502554,103250,0.008866061,0.119508006,0.7908664643764496,0.014532119,0.0014856519,329.4419057369232,413,46.25638685643673
61116,250.0,10350000,0.59767014,0.18490587,103500,0.006874867,0.08589201,0.8489993959665298,0.008421252,-0.0024303633,330.20637226104736,414,46.22646629951894
61247,247.56,10375000,0.58953905,0.1846824,103750,0.009647945,0.133288,0.42807745933532715,0.08511525,-0.00246885,330.98701906204224,415,45.75046002060175
62132,250.0,10400000,0.5868247,0.18507951,104000,0.008478561,0.113692,0.8701682686805725,0.009722473,-0.0016471163,331.77938079833984,416,46.26987578518688
57795,250.0,10425000,0.58480906,0.18495609,104250,0.015700832,0.190924,0.8695632964372635,0.008505026,0.0031331186,332.57083439826965,417,46.23901941746473
60999,250.0,10450000,0.5820423,0.18505248,104500,0.013252187,0.17854801,0.8184712827205658,0.01020572,0.0042235134,333.39356684684753,418,46.263124224096536
60616,250.0,10475000,0.5800381,0.18514079,104750,0.007514143,0.099488,0.8571558743715286,0.012617165,-0.002449779,334.17422008514404,419,46.28519491389394
62670,250.0,10500000,0.577649,0.18490504,105000,0.008381615,0.111944,0.8704501688480377,0.012670842,-0.00062516064,334.97222232818604,420,46.226259807944295
56577,250.0,10525000,0.57349205,0.1851583,105250,0.0107337115,0.14096801,0.8210298269987106,0.010384241,0.003733689,335.85520339012146,421,46.289575728029014
50370,250.0,10550000,0.56840813,0.18500432,105500,0.008133881,0.104924,0.8267483860254288,0.015960664,0.0010069518,336.6935498714447,422,46.251081404984
62065,250.0,10575000,0.56291807,0.18480347,105750,0.00776898,0.102724,0.8607781827449799,0.010849415,-0.0015960357,337.560341835022,423,46.20086802691221
60094,250.0,10600000,0.5576004,0.18504466,106000,0.014089582,0.183812,0.8662289530038834,0.009831261,0.001697333,338.3399987220764,424,46.261165216118094
56898,250.0,10625000,0.5537031,0.18502052,106250,0.007093721,0.094312,0.8537492454051971,0.008260986,-0.002398969,339.12335443496704,425,46.25513181298971
51712,250.0,10650000,0.5506014,0.184717,106500,0.008462405,0.114112,0.9014978855848312,0.007331154,-0.0024792876,340.0146064758301,426,46.179247956201436
54952,250.0,10675000,0.55010206,0.18487136,106750,0.009303209,0.129096,0.871614471077919,0.0073299287,-0.00057859113,340.942076921463,427,46.217840327322484
55087,249.31,10700000,0.5486196,0.1846966,107000,0.0103898775,0.137428,0.39496058225631714,0.08360097,-0.0026290345,341.851371049881,428,46.078369323909286
52260,250.0,10725000,0.5463713,0.18471229,107250,0.00582192,0.0697,0.8666987717151642,0.00839707,-0.0036347634,342.72877645492554,429,46.17806784056127
48698,250.0,10750000,0.5390288,0.18462615,107500,0.008789321,0.116391994,0.8403844088315964,0.009913334,0.0012796589,343.6723802089691,430,46.15654063619673
43979,250.0,10775000,0.53126013,0.18490838,107750,0.014126027,0.18569198,0.8719064295291901,0.007433965,0.0013760946,344.65003991127014,431,46.22708988294006
51741,249.28,10800000,0.5265864,0.18473808,108000,0.017192671,0.20666799,0.4205576181411743,0.081173256,-0.0013548129,345.72348856925964,432,46.08205918587744
54861,249.36,10825000,0.5250807,0.18480515,108250,0.013816683,0.18758401,0.4182109236717224,0.079983324,-0.0019385414,346.66722106933594,433,46.110057699680326
56551,250.0,10850000,0.5254828,0.18465713,108500,0.023406675,0.290704,0.8682740330696106,0.0098245125,0.007227853,347.56569051742554,434,46.16427958235145
59537,248.04,10875000,0.5261408,0.18491465,108750,0.011800753,0.16521998,0.422995388507843,0.080150835,-0.0008399348,348.4424135684967,435,45.905368985831736
59241,248.3,10900000,0.5267623,0.18478411,109000,0.011078201,0.138636,0.8598423153162003,0.04273547,-0.0043445295,349.2956449985504,436,45.96608779251576
59783,250.0,10925000,0.525598,0.18508123,109250,0.01793894,0.230848,0.8673257678747177,0.008471004,0.0044077067,350.13980627059937,437,46.27030814990401
60461,250.0,10950000,0.52275115,0.18514422,109500,0.0072626257,0.092936,0.8677382469177246,0.008190291,-0.002464639,350.9701175689697,438,46.286055617779496
53715,249.15,10975000,0.51838934,0.18505721,109750,0.024970543,0.298572,0.38566386699676514,0.08330761,0.0016497083,351.8058500289917,439,46.141232240721585
57911,250.0,11000000,0.5152801,0.18525973,110000,0.011422784,0.15366401,0.886268250644207,0.0074543105,0.00024832768,352.70457339286804,440,46.31492974556983
58267,247.98,11025000,0.5114288,0.18512712,110250,0.009548167,0.130652,0.42886507511138916,0.073265925,-0.002742402,353.5788793563843,441,45.94950359895825
59271,250.0,11050000,0.5075503,0.1852326,110500,0.009724025,0.137468,0.8532345294952393,0.007147935,-0.0006111902,354.44515895843506,442,46.30815183475614
58644,250.0,11075000,0.50421137,0.18473572,110750,0.010616267,0.14270398,0.8661101460456848,0.007889479,-0.00035190454,355.3027186393738,443,46.1839339466393
59795,250.0,11100000,0.4977688,0.18479382,111000,0.024549136,0.297548,0.8686587065458298,0.008855353,0.008482029,356.1479842662811,444,46.198452965319156
58036,250.0,11125000,0.49338132,0.18485577,111250,0.011642158,0.15389201,0.8646286725997925,0.009254589,-0.0011859336,356.97823309898376,445,46.213939728289844
57113,250.0,11150000,0.49161106,0.18476637,111500,0.009907893,0.1372,0.8621330559253693,0.009304814,0.00032078288,357.83159852027893,446,46.19159236304462
61883,250.0,11175000,0.48925534,0.18530558,111750,0.03221698,0.347104,0.848047062754631,0.007002996,0.01430738,358.7018482685089,447,46.3263945749402
63018,250.0,11200000,0.48773926,0.18499641,112000,0.030650288,0.300208,0.8673800975084305,0.013306415,0.012838127,359.52923583984375,448,46.24910598605871
62091,250.0,11225000,0.48697215,0.18517135,112250,0.028590992,0.28634802,0.8108737170696259,0.025981445,0.015768655,360.3111033439636,449,46.292832507938144
61113,247.97,11250000,0.48628744,0.18494903,112500,0.0081954375,0.100959994,0.29659032821655273,0.082706,-0.0012672448,361.09884881973267,450,45.89776976287365
57746,247.63,11275000,0.48503166,0.18503506,112750,0.0066213645,0.084168,0.3866109251976013,0.07841803,-0.0018462371,361.90176939964294,451,45.86285088613629
63002,250.0,11300000,0.48439997,0.18524279,113000,0.0052705095,0.061604004,0.8077956736087799,0.009922651,-0.0020307773,362.764075756073,452,46.3106997461617
59394,250.0,11325000,0.48202056,0.18501358,113250,0.014115435,0.18477999,0.8628992736339569,0.008662416,0.00212156,363.5524823665619,453,46.25339269086719
63264,248.02,11350000,0.48011956,0.18476519,113500,0.013792353,0.173052,0.41926759481430054,0.076487094,-0.0010374596,364.3930630683899,454,45.859892085790634
62803,250.0,11375000,0.47683936,0.18515836,113750,0.0076766214,0.10401199,0.8496315479278564,0.00956669,-0.0019046341,365.164568901062,455,46.28958842769265
61652,250.0,11400000,0.47278476,0.18492869,114000,0.011241341,0.15651199,0.8684111684560776,0.009159739,0.0005211375,365.9378936290741,456,46.23217242911458
63022,248.04,11425000,0.47072348,0.18461436,114250,0.010365176,0.13847199,0.4540378451347351,0.078783885,-0.0017943361,366.74424934387207,457,45.82742397129536
63396,250.0,11450000,0.46958256,0.18459557,114500,0.01206317,0.158936,0.8417299687862396,0.013279296,0.0009197751,367.5272879600525,458,46.148890473246574
62836,250.0,11475000,0.46625867,0.18447697,114750,0.017912382,0.22312,0.8748870491981506,0.011717305,0.0059336605,368.3235216140747,459,46.119245698228475
62092,247.58,11500000,0.46301764,0.18441802,115000,0.021023665,0.27130398,0.5984796583652496,0.06267635,0.0015531164,369.11658000946045,460,45.704084439501166
59520,250.0,11525000,0.4599842,0.18490614,115250,0.014064586,0.17662802,0.8435011059045792,0.01054454,0.0019178474,369.9004850387573,461,46.22653276659548
60545,250.0,11550000,0.45660934,0.18515551,115500,0.011140587,0.155676,0.8250121921300888,0.008802025,0.002526067,370.7157373428345,462,46.288881155997515
62456,250.0,11575000,0.45248985,0.18500082,115750,0.012563368,0.16966,0.8638713508844376,0.009338716,0.00017759958,371.51038098335266,463,46.25020161472261
57820,250.0,11600000,0.44822335,0.18493043,116000,0.01107295,0.150808,0.851751834154129,0.010120487,-0.00045025646,372.30695366859436,464,46.23261044166982
62458,247.75,11625000,0.44518027,0.18471648,116250,0.00908726,0.12202799,0.5057417452335358,0.0709299,-0.0012740598,373.15005016326904,465,45.81340485557914
63284,250.0,11650000,0.4428564,0.18508846,116500,0.025093708,0.28543198,0.8593703657388687,0.0143856555,0.008231413,373.938134431839,466,46.27211237385869
62528,249.07,11675000,0.4403906,0.1846247,116750,0.025755638,0.28783998,0.35018426179885864,0.08530823,0.0006210335,374.71995210647583,467,46.02766143158078
57887,250.0,11700000,0.4386846,0.18466592,117000,0.011598854,0.15418,0.8596389442682266,0.019697785,0.00032520725,375.5081248283386,468,46.166481832563875
59072,250.0,11725000,0.43595225,0.18502341,117250,0.010544212,0.137928,0.8466805815696716,0.008994098,0.00029634847,376.3755614757538,469,46.25585036709904
62740,250.0,11750000,0.43134084,0.184975,117500,0.011794453,0.14649601,0.8478677868843079,0.007108587,0.00093849015,377.2006289958954,470,46.24375312872231
56724,250.0,11775000,0.42470115,0.18499224,117750,0.008782761,0.120268,0.867521807551384,0.0074507175,-0.0022003825,378.0088052749634,471,46.24806228294969
63200,250.0,11800000,0.41736013,0.18481164,118000,0.009366075,0.1265,0.8769184499979019,0.007422532,-0.0023178132,378.83552527427673,472,46.20290757313371
62831,248.34,11825000,0.41480225,0.18411033,118250,0.012225117,0.146188,0.8920636624097824,0.036348127,-0.004487951,379.61019945144653,473,45.81552247814834
63156,247.67,11850000,0.41549158,0.1847478,118500,0.01141805,0.15412,0.4517757296562195,0.07297249,-0.0007815518,380.3908302783966,474,45.796662645339964
61766,250.0,11875000,0.41659743,0.184936,118750,0.011193071,0.152768,0.8622045964002609,0.009214353,-0.0009189515,381.1633110046387,475,46.234003795310855
61150,250.0,11900000,0.41471243,0.18534899,119000,0.027318697,0.306328,0.8609231412410736,0.007845644,0.0108499415,381.9487795829773,476,46.337244812101126
62058,250.0,11925000,0.41456422,0.1849095,119250,0.011793154,0.162576,0.8932290300726891,0.009231057,-0.00032467645,382.7675025463104,477,46.22736946307123
60687,250.0,11950000,0.41401094,0.18512341,119500,0.010294016,0.142696,0.8310418725013733,0.008607777,0.002616431,383.5564956665039,478,46.28085272848606
