explained_variance,true_reward,n_updates,ep_reward_mean,clipfrac,time_elapsed,fps,value_loss,approxkl,ep_len_mean,total_timesteps,policy_loss,policy_entropy,serial_timesteps
-1.7027926445007324,-0.0024716689,1,0.20464899149425037,0.069648005,0.0011425018310546875,4092,0.973378,0.0059080306,10.55,25000,0.00057475886,5.677258,250
-1.6728181838989258,-0.0014853684,2,0.20212857706752402,0.048872,6.713718891143799,65766,0.5468754,0.0043335394,10.7,50000,-2.653012e-05,5.6798186,500
-1.9682188034057617,-0.0022346433,3,0.2014252759142346,0.0721,7.544713973999023,67140,0.22436413,0.0060013225,9.36,75000,-0.00028497694,5.678759,750
-1.6222918033599854,-0.0011756251,4,0.2490863534003438,0.049944,8.395030975341797,68645,0.10438661,0.0044841864,11.57,100000,-0.0018274921,5.6758375,1000
-0.8318326473236084,-0.0014141104,5,0.24328826042226864,0.06042,9.20813775062561,68189,0.04354605,0.005166971,11.17,125000,-0.0025351006,5.674287,1250
-0.21616601943969727,-0.0015848313,6,0.1988141837249259,0.07963599,10.033035039901733,68165,0.029710358,0.006542592,9.54,150000,-0.002875066,5.670394,1500
0.025745093822479248,-0.00054639677,7,0.21098395335153328,0.06815999,10.893781900405884,67264,0.025665918,0.005723519,10.43,175000,-0.0031047459,5.6630454,1750
0.11674904823303223,8.385786e-05,8,0.24037229212070088,0.081604,11.74646520614624,68194,0.023377322,0.0066080787,10.82,200000,-0.0029989677,5.6560154,2000
0.30674874782562256,-0.00013690782,9,0.2213432631080741,0.05858,12.550909757614136,66446,0.018293822,0.0050651007,11.63,225000,-0.0030582354,5.650972,2250
0.4208611845970154,0.0008993352,10,0.2784736258929479,0.076216,13.371678590774536,65691,0.018231878,0.0060475334,11.83,250000,-0.0035031054,5.6454706,2500
0.3702790141105652,0.0019209649,11,0.23397519926627866,0.083936,14.194480180740356,66494,0.019512953,0.0065125623,11.16,275000,-0.0035978798,5.6441283,2750
0.4981616735458374,0.0019414979,12,0.24206138736219146,0.07055999,15.003127813339233,64910,0.018055016,0.005680031,11.08,300000,-0.0040962184,5.6426396,3000
0.535483330488205,0.0024241898,13,0.2382616327867436,0.06817601,15.817571640014648,64700,0.016392397,0.005726109,11.18,325000,-0.0032575764,5.6348476,3250
0.4148551821708679,0.0038426674,14,0.29415860705031266,0.073452,16.642003536224365,65376,0.02174961,0.0058655143,13.03,350000,-0.0049043214,5.62733,3500
0.5440252125263214,0.005734227,15,0.24087056206895796,0.087432005,17.44993805885315,66090,0.022691024,0.0071365805,12.05,375000,-0.002709198,5.622115,3750
