n_updates,serial_timesteps,fps,ep_reward_mean,policy_loss,total_timesteps,true_reward,policy_entropy,explained_variance,time_elapsed,clipfrac,ep_len_mean,value_loss,approxkl
1190,297500,53314,11.650920666766819,-0.0020354153,29750000,0.04993356,1.46756,0.9689207263290882,1010.4346535205841,0.058615994,232.1,0.024933591,0.0048509366
1191,297750,55193,11.828314318930497,-0.0008262962,29775000,0.04819154,1.461864,0.9889703914523125,1011.3245904445648,0.067931995,245.15,0.008768564,0.0055472995
1192,298000,57585,10.831529644609855,-0.0020567176,29800000,0.046422213,1.4577125,0.9626540280878544,1012.1505627632141,0.074292004,232.14,0.028196882,0.0060435585
1193,298250,58940,10.939141700042528,-0.001731362,29825000,0.046895083,1.4599426,0.9721379969269037,1012.9629762172699,0.054951996,231.68,0.021795696,0.004790324
1194,298500,49400,10.871351337036977,-0.0012899183,29850000,0.048383363,1.4589044,0.9701259322464466,1013.7846312522888,0.0482,224.18,0.022924557,0.004377584
1195,298750,54917,10.678582178154029,-0.0018023923,29875000,0.047282998,1.4554656,0.9701467696577311,1014.6852433681488,0.070664,225.08,0.02590477,0.0058061085
1196,299000,56320,10.774645328792268,-0.0024467392,29900000,0.046983913,1.4539549,0.9783427733927965,1015.5583786964417,0.058563996,229.73,0.017598465,0.005063257
1197,299250,53351,10.422463615095475,-0.0017187877,29925000,0.046938926,1.4553006,0.9719947893172503,1016.403050661087,0.039419997,223.15,0.023350654,0.004023664
1198,299500,55660,11.301225146094202,-0.0020327305,29950000,0.048633993,1.4574962,0.97896190546453,1017.255576133728,0.058416,232.38,0.019181471,0.0051336754
1199,299750,55600,11.504230304453522,-0.0017688733,29975000,0.04895316,1.4610746,0.9809823594987392,1018.0929656028748,0.045544,234.15,0.014453207,0.0042952797
1200,300000,56655,11.849673271994106,-0.0020800596,30000000,0.049210645,1.4607584,0.9756506383419037,1018.9356415271759,0.061324008,239.38,0.018136524,0.005130162
1201,300250,55278,11.171935951816849,-0.001908749,30025000,0.04698703,1.4592333,0.9810514245182276,1019.7649991512299,0.040735997,235.56,0.01590152,0.0038994546
1202,300500,51452,11.289331903255334,-0.0012820333,30050000,0.046903897,1.4592702,0.9813764374703169,1020.623925447464,0.072160006,239.91,0.014699479,0.0060417308
1203,300750,56494,10.936676663272083,-0.0010724263,30075000,0.0479325,1.4574816,0.9653953686356544,1021.4887866973877,0.096516,225.1,0.02873281,0.007453326
1204,301000,56122,11.018704444169998,-0.0028337012,30100000,0.04801356,1.4537039,0.9608503878116608,1022.3272185325623,0.07994,229.08,0.032455042,0.006554396
1205,301250,54162,10.131694798483077,-0.0015029021,30125000,0.046745006,1.4487438,0.9642980955541134,1023.164347410202,0.064648,218.03,0.02756146,0.0054268828
1206,301500,54272,11.321275033355269,-0.0016177561,30150000,0.04817061,1.4438336,0.9851463157683611,1024.0230038166046,0.053068,236.23,0.010770776,0.0048207315
1207,301750,55774,11.318267515264642,-0.0021111087,30175000,0.04860514,1.4394572,0.9696578066796064,1024.8839602470398,0.059136003,232.94,0.021548707,0.005018805
1208,302000,56135,10.826293139127083,-0.0027746046,30200000,0.04777299,1.4377582,0.9755842927843332,1025.723777294159,0.046812,225.53,0.020267515,0.004400271
1209,302250,57489,11.963883189789412,-0.0023574352,30225000,0.0490629,1.4335105,0.9839185178279877,1026.5665607452393,0.045996003,240.91,0.012011541,0.0042869374
1210,302500,56428,10.825700154585393,-0.0025380629,30250000,0.04669931,1.4281217,0.9409719109535217,1027.3803873062134,0.071144,227.69,0.045418385,0.0059056147
1211,302750,53479,11.676604170678184,-0.0023703845,30275000,0.04839839,1.4195793,0.9732178393751383,1028.209492444992,0.052568,241.24,0.019923994,0.004793375
1212,303000,56102,11.322261160154147,-0.0026813196,30300000,0.047521714,1.4115876,0.9804038088768721,1029.0666682720184,0.052556,236.58,0.014461271,0.0046649603
1213,303250,56171,11.133203449917783,-0.0018351696,30325000,0.04866177,1.410404,0.9659916013479233,1029.9027473926544,0.055439997,228.67,0.026300926,0.0047953953
1214,303500,54941,11.489794000211404,-0.0013815556,30350000,0.04902074,1.4098852,0.971547469496727,1030.7293093204498,0.061152004,233.45,0.019970894,0.005212557
1215,303750,57506,10.33267386466221,-0.0024608602,30375000,0.046557076,1.4083322,0.9721831511706114,1031.5792696475983,0.048180003,223.03,0.0228042,0.004361137
1216,304000,55124,11.886757580442355,-0.0023607803,30400000,0.049670707,1.4074519,0.9824987668544054,1032.4052364826202,0.045808002,238.37,0.013988754,0.004334235
1217,304250,47506,11.368468434207607,-0.0020394814,30425000,0.04809198,1.405204,0.9615557193756104,1033.269279718399,0.053388,233.69,0.03140031,0.0045963093
1218,304500,46530,11.468007396941184,-0.002655134,30450000,0.04862623,1.4017313,0.9830457605421543,1034.2445747852325,0.035956,235.75,0.012157368,0.0036130007
1219,304750,43676,11.6748000459389,-0.0015058959,30475000,0.049634624,1.3967242,0.9769564233720303,1035.250557422638,0.04624,233.5,0.020309139,0.0043417187
1220,305000,53207,11.647893251144705,-0.0020396772,30500000,0.049333345,1.3936679,0.9655454866588116,1036.249465227127,0.060044,234.83,0.028240329,0.005249762
1221,305250,56661,11.629245023518815,-0.002150622,30525000,0.04828766,1.394059,0.9811155274510384,1037.1229207515717,0.070372,239.13,0.014045721,0.0058777425
1222,305500,54995,10.947110899336403,-0.0020712947,30550000,0.048873797,1.3968948,0.9553858712315559,1037.9568338394165,0.050296,223.39,0.03321438,0.0045717196
1223,305750,53744,10.687480173316672,-0.0020858268,30575000,0.047855675,1.398631,0.9545687958598137,1038.8057923316956,0.047832,220.81,0.03510315,0.0043742405
1224,306000,56638,10.949680752381973,-0.001855965,30600000,0.04813355,1.395998,0.9775759223848581,1039.685845375061,0.052100003,226.45,0.016721606,0.00470665
1225,306250,53692,10.770319391927314,-0.002322712,30625000,0.046089448,1.392256,0.9600044302642345,1040.5234744548798,0.052584004,232.2,0.030795906,0.00469474
1226,306500,57070,10.946705001329793,-0.0019255399,30650000,0.048057284,1.3900846,0.9757227096706629,1041.39861536026,0.046664,229.54,0.018054467,0.0043292833
1227,306750,52770,11.204467212134041,-0.002223459,30675000,0.049211193,1.386047,0.9657456241548061,1042.2315723896027,0.071892,228.02,0.024662612,0.005805323
1228,307000,53424,11.772927570718599,-0.002016161,30700000,0.049332257,1.3841326,0.979725681245327,1043.1161794662476,0.041371994,238.6,0.012873133,0.003925954
1229,307250,52049,11.515234926416415,-0.0023313027,30725000,0.04924733,1.3816411,0.9734855946153402,1043.9879837036133,0.046996,233.54,0.019063141,0.004366483
1230,307500,56801,10.619909804549534,-0.00158226,30750000,0.047166836,1.3784487,0.9708187188953161,1044.8686633110046,0.063024,227.67,0.020334024,0.005194368
1231,307750,56161,11.098984876346567,-0.0018257706,30775000,0.04867059,1.3719923,0.9710711091756821,1045.712485551834,0.057200003,228.68,0.020553168,0.004882996
1232,308000,52524,11.189621627145753,-0.0023688707,30800000,0.04739425,1.3666322,0.9680505581200123,1046.5454635620117,0.087624,235.15,0.024552148,0.0067874542
1233,308250,54631,11.483777270216379,-0.0015611144,30825000,0.04924909,1.3642207,0.9705880545079708,1047.4405138492584,0.067244,233.47,0.021135023,0.0056173718
1234,308500,55614,11.337906289338862,-0.0019763347,30850000,0.048793346,1.3589981,0.9864008901640773,1048.2919609546661,0.038696,234.64,0.00993288,0.0037722676
1235,308750,56802,11.456401819415042,-0.0019384896,30875000,0.0480002,1.3489317,0.980067415162921,1049.1600890159607,0.065044,236.49,0.015656509,0.0055446588
1236,309000,55661,11.04150325820403,-0.0020661938,30900000,0.047191627,1.3415753,0.9778799116611481,1049.9994995594025,0.050683998,235.74,0.016639013,0.0045184316
1237,309250,57373,10.875681534126635,-0.00208621,30925000,0.046771973,1.3353895,0.9654257595539093,1050.845153093338,0.048779998,230.46,0.02906417,0.00445441
1238,309500,58121,10.658812817200086,-0.0018710984,30950000,0.047471173,1.3332051,0.9623286165297031,1051.6664879322052,0.08375599,224.04,0.03146621,0.006958775
1239,309750,52892,10.849084745100118,-0.0024122477,30975000,0.047363035,1.3319595,0.9754097033292055,1052.517819404602,0.054868,229.09,0.018944822,0.004916021
1240,310000,51200,11.093664092638356,-0.0028886164,31000000,0.04712095,1.3314586,0.974279198795557,1053.4097681045532,0.069208,234.16,0.019435702,0.005630702
1241,310250,49644,11.211040337993763,-0.0009007369,31025000,0.047720045,1.3282645,0.975886719301343,1054.3104255199432,0.072648,234.19,0.020805914,0.005926649
1242,310500,51994,11.524214446865953,-0.0008449474,31050000,0.04819621,1.3238776,0.9767786785960197,1055.2488751411438,0.094012,239.89,0.015694661,0.00721999
1243,310750,50751,11.0058492249134,-0.0015413165,31075000,0.048300106,1.3214891,0.9743303656578064,1056.1265652179718,0.060824,228.01,0.020924537,0.0051882616
1244,311000,57024,11.091823582400538,-0.002343276,31100000,0.049278624,1.3217505,0.966182716190815,1057.0722687244415,0.051628,223.77,0.027789861,0.004600351
1245,311250,59350,11.09884065517923,-0.0022541634,31125000,0.049349125,1.3219702,0.9682379513978958,1057.9236929416656,0.06884,224.27,0.028126061,0.005731831
1246,311500,53211,10.891651395973385,-0.0024790973,31150000,0.048271097,1.3228939,0.95019955560565,1058.7810502052307,0.074352,224.45,0.039629523,0.0062009715
1247,311750,58425,11.171614089130598,-0.0026660042,31175000,0.047506757,1.322741,0.9712844993919134,1059.6494612693787,0.065000005,234.61,0.027946811,0.0054710372
1248,312000,58169,11.17244021675062,-0.0014687892,31200000,0.048529766,1.3205497,0.959559503942728,1060.4860265254974,0.080556005,228.02,0.032932065,0.006473483
1249,312250,57017,11.279540131608956,-0.0015091054,31225000,0.049733628,1.3208765,0.9720903746783733,1061.3308658599854,0.086252,225.94,0.022368707,0.0068816766
1250,312500,53984,10.892997726047978,-0.002269751,31250000,0.048329942,1.3203812,0.9767095185816288,1062.1279966831207,0.067416005,224.07,0.01871366,0.0056518656
1251,312750,55683,11.114864642186403,-0.0025709323,31275000,0.048252113,1.3178335,0.9625728838145733,1062.9789452552795,0.056904007,229.21,0.025194552,0.005018927
1252,313000,59515,11.599551034467732,-0.00031082192,31300000,0.04970495,1.3131678,0.9643482863903046,1063.8017001152039,0.092024,232.77,0.024907842,0.007491586
1253,313250,55439,10.991547388629042,-0.0016860456,31325000,0.047581412,1.3088467,0.9694896936416626,1064.6082620620728,0.051448006,231.67,0.02094717,0.0046827747
1254,313500,57346,11.119097442536196,-0.0021273978,31350000,0.048905928,1.3054671,0.9614333249628544,1065.436099767685,0.06805201,225.95,0.031432055,0.0055752085
1255,313750,55158,11.300622662895002,-0.001698401,31375000,0.048271943,1.3043493,0.9687689952552319,1066.2751424312592,0.072308,232.62,0.020367377,0.005842966
1256,314000,53758,11.216786085510394,-0.0023480346,31400000,0.048487544,1.303819,0.9678025729954243,1067.111871957779,0.073568,230.57,0.024628993,0.005909658
1257,314250,56529,10.977999932859094,-0.0019637498,31425000,0.047718614,1.303374,0.9672231711447239,1067.9953241348267,0.06826801,232.86,0.02333327,0.0058648465
1258,314500,57387,11.140940009464567,-0.0017521295,31450000,0.048950866,1.298468,0.9568378888070583,1068.8016648292542,0.055888005,227.43,0.03276592,0.00485309
1259,314750,56840,10.747830714807169,-0.002639813,31475000,0.047908712,1.2934954,0.9766766354441643,1069.620038986206,0.055592,224.55,0.017734084,0.0049493713
1260,315000,57009,10.742782565665491,-0.002280636,31500000,0.047925517,1.2892258,0.966287337243557,1070.425507068634,0.046668,226.67,0.025578912,0.0042957733
1261,315250,55989,12.088568027065994,-0.001999912,31525000,0.04883061,1.2824143,0.9748128149658442,1071.2494220733643,0.054980002,247.65,0.01501167,0.0047986456
1262,315500,56884,10.412475988268051,-0.0018821247,31550000,0.046867598,1.2747208,0.9543592184782028,1072.0878465175629,0.044916,221.66,0.03133557,0.004125647
1263,315750,57437,11.160759204990462,-0.0019279318,31575000,0.04971488,1.2722871,0.9621390402317047,1072.898529291153,0.053775996,222.3,0.027342658,0.0047310484
1264,316000,59512,10.811189308211688,-0.0023956136,31600000,0.0483155,1.2698387,0.9704359918832779,1073.6955878734589,0.056972004,225.83,0.021382561,0.0048883753
1265,316250,57690,11.267429062329736,-0.0010806508,31625000,0.048182003,1.268475,0.9685544408857822,1074.4829115867615,0.11666,234.11,0.022297334,0.00967115
1266,316500,58649,11.327662950257581,-0.0023949165,31650000,0.04757928,1.2670912,0.9577629864215851,1075.2971866130829,0.070704,236.0,0.029444749,0.005801864
1267,316750,58527,10.647490480829584,-0.0024406768,31675000,0.046961073,1.2636642,0.9546853117644787,1076.0880932807922,0.062496,225.19,0.034176886,0.005269692
1268,317000,56878,11.886110403755302,-0.001123279,31700000,0.048737057,1.2605813,0.9742732960730791,1076.8875844478607,0.060847998,241.97,0.017909734,0.0051220753
1269,317250,59144,10.821109673360624,-0.0027333242,31725000,0.048616864,1.2566433,0.9565973579883575,1077.6967391967773,0.052439995,221.01,0.036203258,0.0046213446
1270,317500,57805,11.469568343313876,-0.0015291548,31750000,0.049994737,1.2530596,0.9794888980686665,1078.4839596748352,0.048732005,230.12,0.015144624,0.00442445
1271,317750,54902,11.450997081999667,-0.001628164,31775000,0.048982486,1.2515502,0.9642793498933315,1079.2798473834991,0.042584002,233.44,0.023833737,0.0039344598
1272,318000,56496,10.863181864924673,-0.0024238147,31800000,0.047454342,1.2540892,0.9677511304616928,1080.105492591858,0.053532004,227.56,0.025614709,0.0047053187
1273,318250,56280,10.654676613780758,-0.0020694672,31825000,0.046812315,1.25817,0.9463446401059628,1080.9177470207214,0.057832003,225.56,0.041986264,0.005047535
1274,318500,56400,11.191548826701473,-0.0011132512,31850000,0.047207188,1.2603009,0.9664332531392574,1081.726334810257,0.087827995,236.18,0.025221396,0.006865382
1275,318750,56938,11.063340755402969,-0.0025641776,31875000,0.047169175,1.2598625,0.965502455830574,1082.5469467639923,0.054388005,234.21,0.022597369,0.004753115
1276,319000,55067,11.353987048545786,-0.00096383167,31900000,0.048728254,1.2572877,0.9787452891469002,1083.3462722301483,0.069639996,233.71,0.014325336,0.0058390438
1277,319250,56976,11.433324190783315,-0.0018930032,31925000,0.04902774,1.2548113,0.9739751163870096,1084.2176628112793,0.035804,233.14,0.019352984,0.0035865647
1278,319500,58982,11.105242003446646,-0.0022267795,31950000,0.04838901,1.253732,0.976419797167182,1085.0354988574982,0.049664,227.67,0.019929308,0.004464217
1279,319750,57900,11.577287323419005,-0.002384464,31975000,0.048164696,1.2504511,0.9712356515228748,1085.829179763794,0.07082799,238.25,0.021026859,0.0058277263
1280,320000,54908,11.528392543224617,-0.0027533132,32000000,0.05069367,1.2438716,0.971176827326417,1086.6324298381805,0.067388,228.41,0.023893759,0.005591994
1281,320250,57090,10.741691286983169,-0.001839938,32025000,0.04786182,1.2381608,0.9644834026694298,1087.450100183487,0.065923996,223.33,0.026783625,0.0055259718
1282,320500,56770,12.01086453503929,-0.001554873,32050000,0.050278667,1.2321184,0.9663045220077038,1088.2828006744385,0.060224008,237.09,0.023594247,0.0050025643
1283,320750,57732,11.001161192791374,-0.0017318145,32075000,0.047632657,1.2263975,0.9690448641777039,1089.0899465084076,0.0735,228.18,0.02342555,0.0060659247
1284,321000,58253,11.38120175662858,-0.002593622,32100000,0.048914015,1.2239405,0.9727736115455627,1089.8975203037262,0.053228002,230.26,0.019667495,0.0046184026
1285,321250,56939,11.74070651705268,-0.0022895336,32125000,0.049102608,1.2235916,0.9742495771497488,1090.6874642372131,0.052628,236.04,0.018123329,0.004655261
1286,321500,57766,11.2884973834413,-0.0012651993,32150000,0.048482936,1.2215587,0.9647996909916401,1091.4907159805298,0.09768,232.74,0.023267195,0.007467096
1287,321750,53099,11.441242685714442,-0.0019941167,32175000,0.04834484,1.2189648,0.966567225754261,1092.2980799674988,0.04412801,234.84,0.024303913,0.0040924163
1288,322000,56140,11.348558574160561,-0.00198001,32200000,0.04787465,1.2190673,0.9618114307522774,1093.1392168998718,0.050488003,235.84,0.026798844,0.0045439573
1289,322250,55365,11.258336808063323,-0.0026399146,32225000,0.047154278,1.219644,0.964109268039465,1093.9668807983398,0.065795995,236.69,0.025545206,0.00547592
1290,322500,57299,11.202336332148297,-0.002208446,32250000,0.047965802,1.2190242,0.9663937911391258,1094.7917504310608,0.057315998,228.68,0.026571888,0.00489924
1291,322750,59273,11.58618527290535,-0.00067310286,32275000,0.0487106,1.2183427,0.9801966734230518,1095.59539437294,0.07818,237.78,0.01684755,0.0062529272
1292,323000,58074,10.92086175914621,-0.0027876191,32300000,0.048304483,1.2170541,0.9550096057355404,1096.4042015075684,0.067067996,222.19,0.035636373,0.0055515915
1293,323250,53663,10.467425519232638,-0.0024129613,32325000,0.047776323,1.2132072,0.9570694826543331,1097.2435340881348,0.035532,217.78,0.037937194,0.0036768045
1294,323500,57018,11.038888333641735,-0.0026279301,32350000,0.047494188,1.2076795,0.9602735824882984,1098.1584525108337,0.059727997,232.31,0.029348513,0.0051027318
1295,323750,56629,10.621249021594412,-0.0010790774,32375000,0.04897179,1.2032236,0.9640011191368103,1098.9942743778229,0.091776,216.41,0.029163774,0.0075140735
1296,324000,58208,10.737103562342464,-0.0019567576,32400000,0.048619755,1.2011592,0.9603638686239719,1099.8188807964325,0.057544004,220.43,0.03157715,0.0050952667
1297,324250,57617,10.62424682843979,-0.0019818253,32425000,0.04739253,1.1998947,0.9591886885464191,1100.612696647644,0.075436,222.43,0.03327488,0.0060815467
1298,324500,57522,11.760376949809288,-0.0019386184,32450000,0.04901827,1.1998909,0.9657458253204823,1101.4162435531616,0.093528,236.44,0.026818985,0.0072136605
1299,324750,56338,11.192133147701606,-0.0020818287,32475000,0.04839378,1.2009499,0.9706620499491692,1102.221824169159,0.043316,231.33,0.023718918,0.004147765
1300,325000,57006,10.924575312287361,-0.002716418,32500000,0.04825923,1.2037934,0.9704141207039356,1103.0355110168457,0.057260007,225.73,0.023478767,0.00495068
1301,325250,58341,11.229839635560237,-0.002182643,32525000,0.047200497,1.2054253,0.9799489788711071,1103.842770576477,0.05558,236.34,0.017833399,0.004860144
1302,325500,54774,11.929421169985607,-0.0017445473,32550000,0.04899978,1.2032397,0.9834455903619528,1104.6430633068085,0.055595994,241.47,0.013719896,0.0049109487
1303,325750,54743,11.195600839363397,-0.0023614462,32575000,0.048280805,1.2002248,0.9769424796104431,1105.4807398319244,0.060116,231.84,0.017533433,0.0052002645
1304,326000,57639,11.137533396215913,-0.0020804578,32600000,0.048580687,1.1971992,0.9660829193890095,1106.3344993591309,0.067012,227.63,0.0278442,0.005446968
1305,326250,55984,10.64064500227194,-0.001537967,32625000,0.048168182,1.1935203,0.969892792403698,1107.1437711715698,0.039876,220.82,0.023755282,0.003847627
1306,326500,58349,11.007654643526802,-0.002137235,32650000,0.04829012,1.1924762,0.9675971195101738,1107.9604353904724,0.041276,227.38,0.027630324,0.003915297
1307,326750,57489,11.241890323739845,-0.002786838,32675000,0.048657287,1.1891284,0.9710863325744867,1108.7630622386932,0.042444,231.08,0.022009589,0.0041228323
1308,327000,56183,11.395705776024842,-0.001238576,32700000,0.04906141,1.1835318,0.9656946659088135,1109.5906431674957,0.07636,232.74,0.026323652,0.0061381687
1309,327250,58555,10.028219868054585,-0.00152636,32725000,0.045927353,1.1797919,0.9680895023047924,1110.485848903656,0.052040003,218.17,0.027478045,0.004619709
1310,327500,57639,10.799973732621874,-0.001307957,32750000,0.048191566,1.1765577,0.962930079549551,1111.3135771751404,0.054704,225.57,0.02813159,0.004726723
1311,327750,59155,11.24957403418608,-0.001805909,32775000,0.04830551,1.1755216,0.981808215379715,1112.114733695984,0.03534,232.87,0.013627054,0.003604053
1312,328000,55229,11.055391174613005,-0.0021160955,32800000,0.048641816,1.1737223,0.9761875402182341,1112.9225203990936,0.060148,230.46,0.018255617,0.0049851295
1313,328250,55382,11.215937768729637,-0.0019863967,32825000,0.047498927,1.169887,0.9807933829724789,1113.7522728443146,0.08332001,235.48,0.012744513,0.0067538945
1314,328500,55610,11.460456578027298,-0.0018379949,32850000,0.04817813,1.164858,0.9818730298429728,1114.6188218593597,0.076716,237.55,0.01181016,0.0060751885
1315,328750,58914,11.624972384647045,-0.0020801998,32875000,0.04956554,1.1594627,0.9703897871077061,1115.447366476059,0.05212,235.14,0.018748373,0.0046303594
1316,329000,51514,11.49835389279906,-0.002562087,32900000,0.048164546,1.1557987,0.980107456445694,1116.307327747345,0.050728,238.14,0.014479387,0.004710461
1317,329250,46188,11.26497207207665,-0.0016869797,32925000,0.048013028,1.1525779,0.9642983824014664,1117.2059302330017,0.055515997,231.22,0.032313235,0.004858194
1318,329500,55726,11.441659288485207,-0.0024657894,32950000,0.04763104,1.145632,0.9691167753189802,1118.1890676021576,0.047016002,240.03,0.020926746,0.004363602
1319,329750,55391,11.05121271006336,-0.0027202512,32975000,0.047368724,1.135563,0.9626004323363304,1119.0498881340027,0.098956004,234.48,0.024237119,0.007673891
1320,330000,57750,10.858703373345197,-0.0005382245,33000000,0.048357427,1.1313318,0.9559697024524212,1119.887311220169,0.105132,225.32,0.03270564,0.007879991
1321,330250,55901,11.447843991992995,-0.00020969282,33025000,0.047921937,1.1294835,0.9846807224676013,1120.6900565624237,0.095336,238.99,0.011042038,0.0073556774
1322,330500,58091,10.45426171636107,-0.0016341845,33050000,0.0467174,1.1260126,0.980603901669383,1121.5761923789978,0.067468,222.94,0.016084362,0.005671716
1323,330750,58028,10.791259636852628,-0.0018042021,33075000,0.047308773,1.1198608,0.9676085636019707,1122.4079687595367,0.041608,230.73,0.018806854,0.0040033255
1324,331000,58486,12.1510508162302,-0.0019034768,33100000,0.05068577,1.1170728,0.978512043133378,1123.2121198177338,0.035444,238.98,0.015689138,0.0035611023
1325,331250,57387,11.113897077297734,-0.0024209972,33125000,0.046891537,1.110203,0.9691233411431313,1124.0651330947876,0.076568,236.05,0.02305053,0.0063493485
1326,331500,56112,11.091021370472372,-0.0018353589,33150000,0.04798921,1.1047473,0.9746462740004063,1124.9315345287323,0.063196,231.09,0.020665528,0.0053149024
1327,331750,53635,10.925261564617104,-0.0023835518,33175000,0.048426323,1.102371,0.9679115526378155,1125.7898404598236,0.045708,228.57,0.023272257,0.004205767
1328,332000,52813,11.80583025668093,-0.002001116,33200000,0.04896487,1.1024355,0.9792090151458979,1126.6597797870636,0.081127994,240.66,0.013988557,0.0067582666
1329,332250,56528,11.32422496300307,-0.0015770678,33225000,0.047324445,1.1039599,0.9591829292476177,1127.561711549759,0.074836,237.69,0.026899586,0.006047998
1330,332500,46389,11.810538120516576,-0.0024962178,33250000,0.04903576,1.1041524,0.97416827455163,1128.4389743804932,0.05024,240.5,0.015123385,0.004648295
1331,332750,50900,11.473107190453156,-0.00281337,33275000,0.047437266,1.1057217,0.9622161872684956,1129.4100329875946,0.049284,240.03,0.025687043,0.0045821373
1332,333000,51344,11.275423338757555,-0.0025425064,33300000,0.04811151,1.107608,0.9725676365196705,1130.381707906723,0.073648006,233.31,0.02040689,0.006033733
1333,333250,53599,11.25959887322233,-0.003424545,33325000,0.047514725,1.1080639,0.9663525111973286,1131.3010494709015,0.083028,234.94,0.028039608,0.0066698818
1334,333500,53476,11.486088907495578,-0.0027556843,33350000,0.049616385,1.106458,0.9515133835375309,1132.1774017810822,0.055171996,232.42,0.029520085,0.0048776427
1335,333750,52494,11.307923225195264,-0.0015894851,33375000,0.047431007,1.1008791,0.9756282400339842,1133.0600423812866,0.06376,238.33,0.016764618,0.005596983
1336,334000,56078,11.613111021512378,-0.0016496504,33400000,0.047763173,1.097615,0.977539412677288,1133.9448053836823,0.09738,240.63,0.018307364,0.0075544626
1337,334250,57614,11.283480022890007,-0.0020653945,33425000,0.047273442,1.0950992,0.9768219403922558,1134.797001361847,0.057471998,239.04,0.01605637,0.0049933414
1338,334500,56449,11.713632719821035,-0.002744132,33450000,0.049406476,1.0922078,0.9780361223965883,1135.663496017456,0.067687996,235.63,0.018342387,0.0057047615
1339,334750,56134,11.529155450833496,-0.0016635756,33475000,0.048444487,1.0868479,0.9725199434906244,1136.515065908432,0.066736,238.22,0.017810944,0.0055627925
1340,335000,56440,11.59277969884919,-0.0018344434,33500000,0.047326732,1.0821936,0.9811066314578056,1137.3958892822266,0.054256003,243.51,0.013254139,0.0048222155
1341,335250,54541,12.056752632745374,-0.0017108524,33525000,0.04862484,1.0767448,0.9829117506742477,1138.250051498413,0.054260004,246.76,0.010994776,0.004753067
1342,335500,52417,11.672724407705537,-0.0014930398,33550000,0.04816213,1.0717535,0.9594829194247723,1139.1672084331512,0.095432,240.57,0.026557148,0.007190422
1343,335750,46511,11.168906194642187,-0.0017311869,33575000,0.04710835,1.0698903,0.9532734081149101,1140.0875051021576,0.091636,234.08,0.034033217,0.007455227
1344,336000,52771,11.264502583932245,0.00089270377,33600000,0.047680657,1.0699296,0.965516921132803,1141.0495529174805,0.121056005,233.22,0.029006857,0.009083589
1345,336250,54546,11.272011033594245,-0.001802231,33625000,0.048175707,1.0692364,0.9665551260113716,1141.9275994300842,0.05488,232.84,0.024602301,0.0047973837
1346,336500,54552,11.601685791889905,-0.0023784775,33650000,0.049600936,1.0693139,0.9547209739685059,1142.8064703941345,0.076859996,233.68,0.029521987,0.006452632
1347,336750,52634,11.949664819610188,-0.0022144578,33675000,0.049532007,1.0726329,0.9651533700525761,1143.6820929050446,0.082184,240.64,0.024528539,0.0068484573
1348,337000,51997,11.37550851423519,-0.0022965656,33700000,0.04691751,1.0709913,0.977731941267848,1144.5761687755585,0.069388,241.41,0.016625445,0.0056546717
1349,337250,53356,11.47155313643867,-0.0027545288,33725000,0.04793678,1.0705068,0.962398324161768,1145.458473443985,0.086724,237.0,0.02592194,0.0066890665
1350,337500,55021,10.788560368247563,-0.0022606344,33750000,0.0464395,1.0716279,0.9682798013091087,1146.327956199646,0.081296,228.22,0.029160451,0.0066932114
1351,337750,55223,11.51149645300522,-0.0025457125,33775000,0.047726694,1.072857,0.978860542178154,1147.1898431777954,0.055940002,238.98,0.016466135,0.0048694834
1352,338000,56573,11.471159921479703,-0.0023215073,33800000,0.048172362,1.0694551,0.9530244059860706,1148.0533950328827,0.060523998,233.21,0.044676434,0.0051577324
1353,338250,55732,11.724282575464876,-0.0026344205,33825000,0.048054155,1.0645063,0.9839606285095215,1148.9062280654907,0.053884,242.87,0.014104987,0.00473871
1354,338500,56675,10.94438098668179,-0.0016235892,33850000,0.04743125,1.0592264,0.9537447020411491,1149.7811031341553,0.061331995,226.3,0.041751713,0.0052078683
1355,338750,53181,11.344599450879086,-0.002139813,33875000,0.049923338,1.0573361,0.9605742208659649,1150.6430389881134,0.091000006,225.75,0.03648592,0.0073433393
1356,339000,52572,11.352864417127567,-0.0016893486,33900000,0.048158467,1.0548694,0.9781351312994957,1151.55934882164,0.070356,232.38,0.019517342,0.0058411425
1357,339250,54815,11.403525990381313,-0.0022400115,33925000,0.047965277,1.0519847,0.9733366575092077,1152.501296043396,0.075444,237.64,0.0196683,0.006190242
1358,339500,53716,11.211493732323579,-0.0025721802,33950000,0.048115917,1.0485904,0.9691111762076616,1153.3638560771942,0.04536,232.08,0.026803369,0.0043121357
1359,339750,56019,11.210308049158952,-0.0020173583,33975000,0.048414137,1.0428478,0.9668930992484093,1154.2389512062073,0.102796,231.57,0.029141909,0.008620409
1360,340000,55987,10.659548257152965,-0.0029490355,34000000,0.046860617,1.039808,0.9498121738433838,1155.0836985111237,0.059327997,224.87,0.043224737,0.0051101884
1361,340250,56232,11.66767064240994,-0.0020884092,34025000,0.04947742,1.0379137,0.9632100947201252,1155.944578409195,0.060852002,233.63,0.02859641,0.005257423
1362,340500,56781,11.609987896339298,-0.0024023086,34050000,0.04837907,1.0417615,0.9820094872266054,1156.789541721344,0.0467,237.95,0.015724082,0.0043065576
