fps,clipfrac,ep_reward_mean,n_updates,serial_timesteps,explained_variance,true_reward,policy_loss,value_loss,policy_entropy,time_elapsed,total_timesteps,ep_len_mean,approxkl
47083,0.029400002,12.526662653954764,350,87500,0.9486276246607304,0.052033477,-0.0016744233,0.21359642,4.5954604,316.93212723731995,8750000,219.28,0.0030517143
53551,0.024528,11.774082886450415,351,87750,0.9247408509254456,0.05083842,-0.0015733978,0.2642562,4.588353,317.8925609588623,8775000,203.42,0.0028187805
55217,0.035747997,13.04930244216328,352,88000,0.9567409232258797,0.05408352,-0.0015786411,0.15715048,4.5872755,318.7719156742096,8800000,220.18,0.0037136097
55388,0.046916,12.538317193163858,353,88250,0.8679656535387039,0.05149846,-0.0016132438,0.32253042,4.586465,319.6254971027374,8825000,218.63,0.0043973676
55635,0.02298,13.89285245580424,354,88500,0.9394460171461105,0.056050275,-0.0010273752,0.14026944,4.5855293,320.46936678886414,8850000,236.49,0.0028043515
55377,0.027636,12.695898970851777,355,88750,0.9196469485759735,0.05209987,-0.0011499652,0.21895531,4.582716,321.3128111362457,8875000,228.77,0.0029910475
54363,0.018056,13.151689951345542,356,89000,0.9244735464453697,0.05354967,-0.0010908081,0.1881972,4.57828,322.17564034461975,8900000,230.31,0.0025759768
54602,0.026104,12.328244163103081,357,89250,0.8466207683086395,0.05122181,-0.0012954165,0.3080533,4.57238,323.0439684391022,8925000,217.04,0.0028209412
55013,0.032783996,12.535171705844059,358,89500,0.9067419692873955,0.052231103,-0.001934018,0.1765552,4.568236,323.9002673625946,8950000,226.06,0.0033873923
53946,0.029431999,13.592117040604135,359,89750,0.8906027898192406,0.05467051,-0.0014109015,0.13455538,4.564311,324.7654139995575,8975000,240.67,0.0033168304
56606,0.055416,12.63444014040455,360,90000,0.8872368559241295,0.05133949,-0.001788635,0.16839124,4.560177,325.6237635612488,9000000,233.09,0.004668975
52872,0.041040003,12.667940362103035,361,90250,0.7868004888296127,0.051451962,-0.0014082843,0.36373046,4.553327,326.4712131023407,9025000,222.68,0.003912245
54065,0.032044,12.652966333551303,362,90500,0.8006327450275421,0.052054957,-0.0015973104,0.2918427,4.5464063,327.3627166748047,9050000,223.46,0.003333774
55171,0.03664,12.715296270228105,363,90750,0.8913600519299507,0.051650908,-0.0018391017,0.1573735,4.5400667,328.24420070648193,9075000,232.0,0.0036527135
54375,0.030360002,12.30600809317937,364,91000,0.8918781951069832,0.04996265,-0.00038384594,0.23904821,4.532623,329.1030287742615,9100000,222.74,0.0033243797
51682,0.042115998,12.06605663105901,365,91250,0.8211316168308258,0.049713686,-0.0010492143,0.34606093,4.5260887,329.99083065986633,9125000,216.92,0.003909775
49731,0.025928,12.847733266300347,366,91500,0.8298173695802689,0.05126171,-0.0015752672,0.336567,4.5191827,330.9048237800598,9150000,220.87,0.0029739784
54447,0.065268,12.73990773366435,367,91750,0.7513483017683029,0.05265457,-0.0013721565,0.39953095,4.513657,331.8024206161499,9175000,216.93,0.005438802
54158,0.051260002,13.166857363227646,368,92000,0.8726420849561691,0.05378715,-0.0017725655,0.22699614,4.5107737,332.66606068611145,9200000,225.37,0.0045387363
54256,0.028391998,13.114888980149608,369,92250,0.9096082448959351,0.053234342,-0.0016144274,0.1524369,4.5066347,333.5369200706482,9225000,231.21,0.0032052882
48525,0.027964,14.038953627069272,370,92500,0.9116856828331947,0.057404816,-0.0018745286,0.16099778,4.502164,334.4394886493683,9250000,233.4,0.0030708413
52570,0.035736002,13.466336549743428,371,92750,0.8541629314422607,0.057210077,-0.00081775046,0.27786258,4.4979973,335.35001015663147,9275000,218.71,0.0036066808
50481,0.043463998,13.448303456154836,372,93000,0.8361459225416183,0.055466343,-0.001377333,0.2341934,4.496116,336.21883392333984,9300000,227.13,0.0040651006
53120,0.035752,13.767875004052913,373,93250,0.8477574437856674,0.056443106,-0.0020300648,0.26918572,4.4923487,337.1045045852661,9325000,226.99,0.003500665
53976,0.030224001,13.607286537697219,374,93500,0.8932748809456825,0.05452871,-0.0016796518,0.18246543,4.4862657,337.98120188713074,9350000,230.66,0.0033148986
55392,0.028379997,13.788043004605424,375,93750,0.8723451644182205,0.05491188,-0.0016847935,0.16904958,4.483485,338.8441503047943,9375000,236.28,0.0032158955
54166,0.022548001,13.51827833860616,376,94000,0.8871055990457535,0.05508377,-0.0015865791,0.14743121,4.4805393,339.69146513938904,9400000,235.39,0.0028465367
55436,0.027111998,13.448327902144738,377,94250,0.7898470610380173,0.054660685,-0.0013024237,0.31304175,4.4774704,340.5563678741455,9425000,228.07,0.0030656797
54414,0.032716,13.080966399832855,378,94500,0.8034600913524628,0.054599307,-0.0018104225,0.38029575,4.4731765,341.4048089981079,9450000,223.13,0.0033333325
53877,0.045763995,12.113318586500537,379,94750,0.7409547865390778,0.050850965,-0.00078226876,0.4853477,4.4695606,342.26967191696167,9475000,212.11,0.0042630434
55681,0.035352,12.936255363173986,380,95000,0.7348287403583527,0.053013295,-0.0014322547,0.4106738,4.467408,343.13372015953064,9500000,223.76,0.003403332
52072,0.027492002,12.992845073163698,381,95250,0.7629914432764053,0.05282899,-0.0014663499,0.3693554,4.46701,343.98646306991577,9525000,225.17,0.0027921367
54051,0.03542,12.529055129950061,382,95500,0.816393569111824,0.05125706,-0.0010869445,0.35965693,4.4657164,344.8668019771576,9550000,222.21,0.0034779042
55091,0.012408,13.29014496237266,383,95750,0.8279035836458206,0.05481724,-0.000871333,0.28660133,4.464603,345.72861337661743,9575000,227.85,0.001980992
54592,0.036167998,12.441010512695103,384,96000,0.7755770087242126,0.051678065,-0.0013239903,0.3953363,4.4640274,346.5687565803528,9600000,215.58,0.0037413922
54300,0.036452003,13.079002123115442,385,96250,0.8284061700105667,0.053094283,-0.0017377533,0.31887838,4.4634385,347.4273524284363,9625000,223.73,0.0035895486
52633,0.0532,13.063939698679997,386,96500,0.862196147441864,0.053074565,-0.00199455,0.28530735,4.4632025,348.30383586883545,9650000,221.37,0.0046544205
53162,0.031183999,13.942185681278616,387,96750,0.9130205884575844,0.056040175,-0.0012605586,0.12416136,4.4603205,349.25987792015076,9675000,238.14,0.0032477141
49306,0.036964003,14.429380367062622,388,97000,0.8649104237556458,0.057558052,-0.0016188044,0.19361457,4.4540477,350.0959048271179,9700000,237.6,0.0036732326
44498,0.014379999,14.296076288289441,389,97250,0.8266646265983582,0.058134697,-0.001101272,0.19612509,4.448216,351.036874294281,9725000,235.46,0.0022541946
38725,0.039972,13.516442222398895,390,97500,0.8383491635322571,0.05622323,-0.001368988,0.25841236,4.4419985,352.08004426956177,9750000,225.43,0.0039316583
42641,0.045012005,13.827742808003531,391,97750,0.8236565887928009,0.05704114,-0.0018656983,0.28843617,4.438628,353.35189270973206,9775000,224.79,0.0043111974
34550,0.042392004,13.979289167903953,392,98000,0.9020107537508011,0.057709605,-0.0020427238,0.20166889,4.4375043,354.47659158706665,9800000,226.44,0.0039761146
44538,0.037308,13.947771401981754,393,98250,0.8641962110996246,0.05711754,-0.0018076058,0.1850088,4.436612,355.6562852859497,9825000,234.38,0.0036426387
49795,0.027744,13.435167015653132,394,98500,0.7149065434932709,0.054596283,-0.0012997966,0.38075298,4.4320273,356.68040442466736,9850000,227.23,0.0031049338
53473,0.019215997,12.325759158984528,395,98750,0.8268052637577057,0.050535683,-0.00087437744,0.35274357,4.4262853,357.6438150405884,9875000,218.67,0.0025528304
