total_timesteps,n_updates,clipfrac,policy_entropy,approxkl,true_reward,explained_variance,ep_len_mean,policy_loss,time_elapsed,fps,ep_reward_mean,serial_timesteps,value_loss
7575000,303,0.062103998,2.3948276,0.005121277,0.009330826,0.9631854593753815,243.85,-0.0022056529,259.31538939476013,53814,3.122677421532992,75750,0.04822781
7600000,304,0.055135995,2.3891244,0.0048711495,0.012033538,0.9265914037823677,247.05,-0.0027025945,260.1634614467621,54125,3.171753589837016,76000,0.042469878
7625000,305,0.082187995,2.3825252,0.006479591,0.010386653,0.9179662466049194,242.17,-0.0024142514,261.00075674057007,53839,3.2530770712840082,76250,0.07519511
7650000,306,0.081432,2.3814998,0.0064209565,0.008870477,0.8090451508760452,233.21,-0.0019275894,261.8414978981018,56069,3.1170862628067675,76500,0.16779
7675000,307,0.046531998,2.3835263,0.0043958435,0.010379224,0.8963312804698944,238.95,-0.0015093966,262.67897963523865,54719,3.299539361024068,76750,0.094782405
7700000,308,0.081224,2.3829503,0.006341806,0.010151898,0.9231899380683899,235.78,-0.002236389,263.5358531475067,55619,3.2818819067527136,77000,0.07598203
7725000,309,0.052355997,2.380584,0.0046046665,0.01019791,0.8547963798046112,231.56,-0.0017784802,264.36438393592834,57364,3.2474290847586644,77250,0.12527475
7750000,310,0.06988,2.3786345,0.005655191,0.010234386,0.9332227259874344,242.92,-0.0021120608,265.1930022239685,54194,3.126036329535383,77500,0.057330985
7775000,311,0.067784,2.3753843,0.005488963,0.01040895,0.8958545252680779,238.3,-0.0024157092,266.03289008140564,55595,3.1327393286607093,77750,0.07718271
7800000,312,0.091115996,2.3738022,0.0069388016,0.011276783,0.8758677840232849,242.18,-0.0027170994,266.88145565986633,55401,3.37379062981062,78000,0.08681068
7825000,313,0.071704,2.3734152,0.0058405837,0.012412098,0.9517105892300606,244.28,-0.0018498686,267.7201261520386,55714,3.481365305774627,78250,0.036770318
7850000,314,0.060744,2.371539,0.0052060345,0.009781368,0.8792077004909515,235.75,-0.0024482193,268.5414545536041,56665,3.2940063684451273,78500,0.108339146
7875000,315,0.050724007,2.3713677,0.004609538,0.011091485,0.9295819625258446,239.6,-0.002075666,269.3589701652527,56232,3.347062013060365,78750,0.064492114
7900000,316,0.057279997,2.3734016,0.004996971,0.0070315707,0.8964367359876633,218.81,-0.0015219373,270.1897723674774,54259,2.9905686533180758,79000,0.13866758
7925000,317,0.039756,2.374628,0.0038128584,0.009698855,0.8596198558807373,235.02,-0.0009656701,271.03433108329773,55256,3.1301142991765714,79250,0.11718998
7950000,318,0.051388003,2.3703322,0.0045732283,0.011703733,0.966374896466732,240.86,-0.0015027669,271.8648269176483,53969,3.28951985177607,79500,0.026909241
7975000,319,0.089948,2.3697774,0.0071925432,0.01059558,0.9114079475402832,240.67,-0.0020854415,272.6986503601074,56425,3.234589427953442,79750,0.08359971
8000000,320,0.063764,2.3719182,0.005340196,0.011608223,0.8979250267148018,240.03,-0.0016816258,273.5164396762848,55467,3.487560422009706,80000,0.0840019
8025000,321,0.07516,2.3740153,0.0059704552,0.008913064,0.880303755402565,229.32,-0.0017615916,274.343138217926,53995,3.3156862641552265,80250,0.14179322
8050000,322,0.051264,2.3786368,0.004496635,0.008022026,0.9049722626805305,232.09,-0.0018412925,275.1822361946106,54919,3.156246472346578,80500,0.12954979
8075000,323,0.053636003,2.3830554,0.0046470314,0.0114313895,0.9097816348075867,238.75,-0.0020480957,276.0018479824066,53993,3.255774913895466,80750,0.062184453
8100000,324,0.068647996,2.3851752,0.005592759,0.010934071,0.919562317430973,239.52,-0.002873504,276.8583788871765,54044,3.193558211288756,81000,0.06460678
8125000,325,0.06824,2.3855739,0.0056790696,0.008544853,0.8424645364284515,230.31,-0.0019603737,277.71215867996216,55910,3.0631997283686787,81250,0.14429544
8150000,326,0.045352,2.3865387,0.004247562,0.008987408,0.921851396560669,229.26,-0.0014242106,278.5591378211975,55823,3.0549554581331573,81500,0.079890594
8175000,327,0.053983998,2.3872669,0.004722717,0.01044314,0.9063927829265594,236.36,-0.0018368909,279.41549253463745,54987,3.116480915926134,81750,0.0673109
8200000,328,0.045864,2.3848813,0.0042520585,0.010809543,0.9498289376497269,240.78,-0.0015087691,280.26654052734375,56023,3.331447526691769,82000,0.045849457
8225000,329,0.052183997,2.3805025,0.0046514412,0.008338932,0.9120103120803833,232.46,-0.001769606,281.0966398715973,55340,3.1176305045739263,82250,0.10982059
8250000,330,0.054624,2.3778617,0.0047859633,0.008806298,0.9391405694186687,237.12,-0.001968252,281.9373733997345,57025,3.1130814665738114,82500,0.06982014
8275000,331,0.070443995,2.375341,0.005697562,0.011028624,0.9130122810602188,242.54,-0.002242766,282.75384855270386,57778,3.450523240281227,82750,0.079547755
8300000,332,0.084928006,2.3743093,0.0067886435,0.0115879215,0.8899159580469131,241.85,-0.0022304072,283.56409430503845,56593,3.2728781337891393,83000,0.061894864
8325000,333,0.052591998,2.374107,0.0045311716,0.011444826,0.9428386054933071,244.08,-0.0024796757,284.4093859195709,57623,3.3204128168354736,83250,0.042839963
8350000,334,0.087355986,2.3743877,0.006887,0.010299344,0.9679760076105595,239.79,-0.0012844972,285.2199647426605,56694,3.3226651670363525,83500,0.036278266
8375000,335,0.10507201,2.3745546,0.007968303,0.011481846,0.943982694298029,246.14,-0.0017728485,286.03262734413147,56393,3.237790141487119,83750,0.035299703
8400000,336,0.053376,2.370626,0.0047420063,0.012474717,0.9454973228275776,247.35,-0.002232888,286.8557450771332,57636,3.4019980499073337,84000,0.028212335
8425000,337,0.10660801,2.3657238,0.008167149,0.009227169,0.8438189774751663,233.14,-0.002248295,287.67174911499023,56208,3.124915730137827,84250,0.16139622
8450000,338,0.04386,2.3669753,0.004086056,0.006538027,0.9183619916439056,228.1,-0.0021851696,288.53896164894104,52846,2.9187122956923552,84500,0.122361526
8475000,339,0.050608,2.3697026,0.0045182416,0.012499958,0.950489517301321,247.53,-0.0028193884,289.3985116481781,57364,3.5095662122849545,84750,0.027305076
8500000,340,0.09760799,2.3682778,0.00756013,0.010435094,0.9187851101160049,237.75,-0.0025187118,290.21686148643494,56800,3.356107780009056,85000,0.079518154
8525000,341,0.093091995,2.3667934,0.007080407,0.009294853,0.8952174484729767,237.14,-0.0015875141,291.04441809654236,56221,3.131985994823889,85250,0.10332884
8550000,342,0.062952,2.3683903,0.005236937,0.011315487,0.9347534403204918,239.46,-0.0022739493,291.8635666370392,56749,3.301045050486479,85500,0.05538263
8575000,343,0.078251995,2.3673713,0.0061399788,0.012095225,0.8842838630080223,243.41,-0.0015470153,292.7166078090668,53889,3.3853391779234197,85750,0.07373656
8600000,344,0.099135995,2.3637567,0.007823417,0.008639467,0.9133360311388969,236.72,-0.00260325,293.5585217475891,53806,3.0931801623519397,86000,0.09739057
8625000,345,0.080336,2.3625538,0.006457895,0.00825674,0.9006671756505966,236.18,-0.0017379362,294.42296028137207,53080,3.086328518057718,86250,0.11514201
8650000,346,0.083688,2.366637,0.0064927735,0.010549226,0.8512038737535477,237.86,-0.0015286945,295.3169732093811,54235,3.3086683626908835,86500,0.11694636
8675000,347,0.068756,2.3712401,0.0056007174,0.00863648,0.9032424837350845,233.19,-0.002670275,296.1639082431793,55591,3.202785403911542,86750,0.12864102
8700000,348,0.061964005,2.3736758,0.005239498,0.0075965803,0.917811892926693,231.93,-0.002046961,296.98693799972534,54480,3.1050440520045495,87000,0.13004212
8725000,349,0.072384,2.375183,0.0059198937,0.011146142,0.9281076416373253,241.08,-0.00261871,297.8418288230896,55692,3.3895005607087705,87250,0.065454766
8750000,350,0.068836,2.3763983,0.0054926523,0.010950115,0.8916365280747414,235.03,-0.0018970298,298.67001962661743,55026,3.318204911748901,87500,0.086262204
8775000,351,0.09670801,2.37552,0.0074474365,0.010570393,0.8937022313475609,237.29,-0.0010615648,299.51223397254944,55501,3.1824767713662836,87750,0.08387498
8800000,352,0.050068,2.3721356,0.004594482,0.010160848,0.9692686758935452,242.96,-0.0018756997,300.3317470550537,56758,3.006944393934151,88000,0.02824238
8825000,353,0.095276,2.3686757,0.0072731487,0.0111325765,0.9524971842765808,244.93,-0.0019610678,301.1524193286896,55311,3.135745992477573,88250,0.032833524
8850000,354,0.062239997,2.3657303,0.0053080563,0.011859403,0.9316292330622673,244.33,-0.0017742105,301.99795055389404,56700,3.200469257499711,88500,0.044475958
8875000,355,0.07565199,2.361541,0.0060368828,0.011106395,0.9306107014417648,244.73,-0.0016561158,302.8208043575287,57083,3.2572512168542995,88750,0.050368
8900000,356,0.058716,2.3579457,0.004914115,0.010411351,0.9315823093056679,239.3,-0.0023890513,303.6345362663269,54542,3.17626542373332,89000,0.059695624
8925000,357,0.089056,2.355946,0.0068502016,0.009084628,0.8861614093184471,239.63,-0.0029549785,304.4663417339325,51746,3.1529139565843605,89250,0.10226567
8950000,358,0.075288,2.3545206,0.0060500437,0.010050702,0.9550631046295166,241.78,-0.0015102697,305.33315086364746,54060,3.1958293043888393,89500,0.046801515
8975000,359,0.09919201,2.3530695,0.007893849,0.01181101,0.872044712305069,243.35,-0.0024206166,306.1730058193207,56183,3.3958451886793957,89750,0.079493366
9000000,360,0.066728,2.3535445,0.005544696,0.012332374,0.8941258937120438,242.98,-0.0017051654,306.98819613456726,57290,3.525973566575235,90000,0.062010266
9025000,361,0.086091995,2.3485825,0.006731294,0.011508085,0.9518524818122387,245.64,-0.0014476469,307.7990427017212,55561,3.2570240672158497,90250,0.036348693
9050000,362,0.068688005,2.34693,0.0057481294,0.009713578,0.9011790230870247,238.99,-0.0022219075,308.61516547203064,56223,3.171119328621314,90500,0.08366903
9075000,363,0.105220005,2.3501878,0.007962881,0.008129098,0.9263869374990463,239.3,-0.0026676683,309.4267466068268,56845,2.9537309790295567,90750,0.07762149
9100000,364,0.068220004,2.3501613,0.005574975,0.012946589,0.972640685737133,247.37,-0.0021772229,310.2301368713379,57490,3.417753252786266,91000,0.016685778
9125000,365,0.078155994,2.3473287,0.0063578947,0.011682056,0.9514278024435043,248.36,-0.0016736218,311.05118060112,56805,3.135632110773206,91250,0.02466145
9150000,366,0.08744399,2.3459756,0.006922455,0.009456292,0.8902552723884583,239.55,-0.0025732692,311.864200592041,56635,3.205386596742301,91500,0.10581195
9175000,367,0.131304,2.3458238,0.009378846,0.01084104,0.9826531112194061,242.12,-0.0015199762,312.68770384788513,56521,3.381529087742724,91750,0.018777058
9200000,368,0.081676,2.3450084,0.006453137,0.008061018,0.8460103422403336,230.21,-0.001990248,313.5056040287018,57269,3.1464975371372383,92000,0.17148754
9225000,369,0.069176,2.3456206,0.005539479,0.01138318,0.9697240125387907,244.94,-0.0017842442,314.3177709579468,55707,3.354244493759824,92250,0.024612067
9250000,370,0.0662,2.3472104,0.005444589,0.010138222,0.8947871699929237,240.32,-0.0017202722,315.1500782966614,56856,3.128038002104922,92500,0.09564906
9275000,371,0.0747,2.3516915,0.0059344983,0.009292124,0.9061040729284286,241.25,-0.002116082,315.9643323421478,55753,3.0308636006367613,92750,0.07780317
9300000,372,0.051684,2.3547947,0.0046841823,0.009606052,0.9375929348170757,238.3,-0.0023332876,316.78985476493835,56633,3.2021561343407243,93000,0.065136425
9325000,373,0.0639,2.3564909,0.00529755,0.012080311,0.918421559035778,244.41,-0.00194874,317.60544443130493,57107,3.3702319652022084,93250,0.04586233
9350000,374,0.06836001,2.3533282,0.005505544,0.011721917,0.9269322827458382,245.16,-0.0025218003,318.4117226600647,57213,3.177997400920723,93500,0.03614754
9375000,375,0.072648,2.3508124,0.0058421027,0.009905558,0.8943537473678589,236.72,-0.0027695356,319.23130798339844,56792,3.2692887731725127,93750,0.09291346
9400000,376,0.04982,2.350615,0.00444116,0.01125419,0.9056363999843597,238.24,-0.0018008053,320.03748178482056,57786,3.3066102984575463,94000,0.068556085
9425000,377,0.076976,2.3500736,0.0062117446,0.013379275,0.9551831297576427,246.47,-0.0016387325,320.85564661026,54603,3.6035414547814586,94250,0.02403389
9450000,378,0.0745,2.3479266,0.0060337055,0.009997264,0.920732244849205,243.28,-0.0015577199,321.70111107826233,55847,3.1981173100254434,94500,0.06736974
9475000,379,0.0771,2.346451,0.0059843203,0.00862558,0.855537548661232,232.36,-0.0028347753,322.5258147716522,51991,3.1959167138790847,94750,0.14430378
9500000,380,0.058468003,2.3415349,0.005110039,0.008840778,0.9206260144710541,236.26,-0.0021131425,323.41397643089294,55252,3.0378746284707234,95000,0.084871456
9525000,381,0.063964,2.3394463,0.005368227,0.011595537,0.9369173273444176,244.12,-0.0013628885,324.28135657310486,52828,3.246893243081638,95250,0.044219263
9550000,382,0.078484006,2.34057,0.0062308987,0.011527197,0.9112300351262093,239.09,-0.0012906218,325.12452483177185,56237,3.5914775464684534,95500,0.08319257
9575000,383,0.12304799,2.342438,0.009367188,0.011627791,0.8937325999140739,245.22,-0.0017007049,325.93847465515137,55185,3.1954543369702293,95750,0.057588987
9600000,384,0.102051996,2.3442614,0.0076408326,0.008959223,0.8837685957551003,234.82,-0.001962031,326.7848951816559,55094,3.2235923674502738,96000,0.11345257
9625000,385,0.065212,2.3442852,0.0054878937,0.009042866,0.9459849074482918,242.37,-0.002826349,327.6355323791504,55798,3.136998929218605,96250,0.066148624
9650000,386,0.082651995,2.3434215,0.006427755,0.008304041,0.8851776570081711,234.42,-0.0018224347,328.477881193161,55324,3.11035827466294,96500,0.13534375
9675000,387,0.081468,2.343306,0.0063158246,0.010975083,0.9141644760966301,241.08,-0.0021910802,329.3069758415222,56476,3.275755054885551,96750,0.07332875
9700000,388,0.089039996,2.3473232,0.0068619484,0.009125947,0.8871581107378006,237.6,-0.0021403462,330.12062096595764,57086,3.3527502893809755,97000,0.12508914
9725000,389,0.041316003,2.353775,0.0040565967,0.0109350355,0.9253763854503632,239.66,-0.0014243707,330.93010330200195,56342,3.227609196658341,97250,0.05895691
9750000,390,0.068908,2.3582435,0.005598997,0.012441005,0.9658325724303722,246.81,-0.0018335894,331.7495412826538,57229,3.404452945560904,97500,0.021066085
9775000,391,0.092144005,2.3616405,0.0073036775,0.012487749,0.9444532170891762,246.51,-0.0009994799,332.5558965206146,57393,3.4010298275760653,97750,0.034939423
9800000,392,0.076428,2.3668053,0.006121605,0.011661093,0.933514416217804,246.54,-0.0021400317,333.3740756511688,56532,3.4077283847347464,98000,0.047053903
9825000,393,0.055492003,2.369429,0.004884953,0.009852839,0.8893300741910934,234.38,-0.0019291935,334.1823060512543,56082,3.2802093983419045,98250,0.09653534
9850000,394,0.086292,2.3712373,0.006649413,0.010494538,0.9173046424984932,239.87,-0.0022090625,334.99764466285706,55022,3.2192407362685116,98500,0.075751826
9875000,395,0.059499998,2.367859,0.004990779,0.009575971,0.9104118123650551,235.01,-0.0022160045,335.8321952819824,55976,3.502416239165825,98750,0.10198641
9900000,396,0.049192,2.36843,0.004561194,0.00878993,0.8913338258862495,233.57,-0.0017421998,336.6873290538788,53924,3.124962615080053,99000,0.116038725
9925000,397,0.053807996,2.3675916,0.004635637,0.009361649,0.917380154132843,239.58,-0.0024283198,337.53801107406616,54212,3.182253878856752,99250,0.07663192
9950000,398,0.073916,2.3666458,0.005887381,0.010563942,0.8680783808231354,238.42,-0.0021210273,338.38744258880615,54666,3.2839959291050786,99500,0.09640919
9975000,399,0.041568004,2.369958,0.0038382192,0.012045227,0.919420912861824,238.88,-0.001661386,339.2247529029846,56224,3.5674616289284984,99750,0.06653169
10000000,400,0.036876,2.370335,0.0037588323,0.012506456,0.9607061482965946,246.08,-0.0023356627,340.04094314575195,56180,3.381030040104704,100000,0.019872587
10025000,401,0.096604005,2.36751,0.0075990288,0.012097725,0.9407307393848896,243.52,-0.001982712,340.85924530029297,55691,3.3304076338732695,100250,0.03508692
10050000,402,0.054671995,2.3668141,0.0046884003,0.01292648,0.9546984657645226,245.71,-0.0019582638,341.6851806640625,57018,3.5102446857415317,100500,0.02699616
10075000,403,0.099080004,2.369312,0.007298964,0.010972491,0.8804201111197472,238.47,-0.0015779391,342.501829624176,55162,3.3348483053478652,100750,0.096910655
10100000,404,0.051475994,2.3713753,0.00460451,0.010557624,0.9191022366285324,237.19,-0.001333425,343.33203506469727,55369,3.330623817659815,101000,0.07879119
10125000,405,0.057828,2.370359,0.004856533,0.011141914,0.9242313802242279,239.71,-0.0017544096,344.16304636001587,57283,3.2287611875460582,101250,0.058913756
10150000,406,0.06548,2.3705695,0.0054172757,0.011612309,0.9237343594431877,238.85,-0.0018626198,344.9738175868988,57159,3.491463225594614,101500,0.062052965
10175000,407,0.069084,2.3707242,0.005660702,0.012663368,0.9544576071202755,243.99,-0.0020636695,345.7995903491974,49834,3.5112288768337168,101750,0.02796005
10200000,408,0.074428,2.3676157,0.006020014,0.009915656,0.900766521692276,242.95,-0.0025979644,346.7177131175995,56582,2.9995970470918847,102000,0.07210131
10225000,409,0.060696,2.3646436,0.005242179,0.0094575025,0.870005413889885,239.45,-0.0018636376,347.5356025695801,57999,3.0098683600172715,102250,0.11983534
10250000,410,0.047079995,2.360694,0.004289863,0.011504187,0.9748229663819075,245.43,-0.0023816347,348.3480851650238,56097,3.2496387476983837,102500,0.020932773
10275000,411,0.070747994,2.3546104,0.005674164,0.012045148,0.9245751649141312,244.99,-0.0026649218,349.17488384246826,55350,3.3791507129948455,102750,0.058041077
10300000,412,0.075968005,2.3531423,0.005945719,0.010258537,0.8745362460613251,237.67,-0.0020968642,350.00283336639404,54555,3.2269545219884335,103000,0.104304805
10325000,413,0.072808005,2.3540235,0.005977514,0.009248023,0.9082263112068176,233.09,-0.0025829938,350.83298420906067,56760,3.2203459233204472,103250,0.12117426
10350000,414,0.089132,2.3509638,0.0066817254,0.009113555,0.943814642727375,236.2,-0.0016690543,351.6510577201843,56235,3.1308620617338634,103500,0.06453119
10375000,415,0.07428,2.3473158,0.0058927843,0.011061401,0.8833595514297485,240.53,-0.001642537,352.4565806388855,54896,3.164496516492617,103750,0.0852281
10400000,416,0.04826,2.3436236,0.004397449,0.00976437,0.9419706128537655,237.94,-0.0018838017,353.29171538352966,55921,3.178170582266717,104000,0.061396517
10425000,417,0.052396,2.340924,0.0045430637,0.009416255,0.8721303790807724,236.37,-0.0020155178,354.1187376976013,54392,3.0800489601649303,104250,0.11689522
10450000,418,0.050412,2.3388097,0.0044406243,0.010353741,0.907145582139492,241.47,-0.0015865474,354.9674611091614,55798,3.1443728914903204,104500,0.071620956
10475000,419,0.104159996,2.3430908,0.008199716,0.007488653,0.9137226939201355,235.96,-0.003204754,355.7844099998474,56244,3.0160411536182825,104750,0.121900715
10500000,420,0.104972005,2.3455415,0.008125268,0.008664048,0.8575829267501831,234.71,-0.0016719766,356.60077357292175,56872,3.0257441721194875,105000,0.15385316
10525000,421,0.069252,2.347208,0.0058366717,0.010615014,0.8900071829557419,242.55,-0.0020821004,357.4061019420624,57344,3.212091414951817,105250,0.07569168
10550000,422,0.065092005,2.344835,0.0053355084,0.008486487,0.9272466748952866,238.25,-0.0015168354,358.21561431884766,55130,3.049446876048869,105500,0.09372137
10575000,423,0.07598,2.3393664,0.006044358,0.009948944,0.9295842126011848,238.1,-0.002818961,359.05149269104004,54768,3.30233057119797,105750,0.07442325
10600000,424,0.11004801,2.335342,0.008112582,0.0117043,0.8755432888865471,241.92,-0.002131892,359.8909635543823,55527,3.355841623325314,106000,0.07390193
10625000,425,0.053083997,2.330901,0.004851915,0.010160459,0.9806053787469864,243.07,-0.001656513,360.7028179168701,56490,3.453517881439701,106250,0.023270048
10650000,426,0.082824,2.327217,0.006452476,0.009431252,0.8846064060926437,240.43,-0.0025137514,361.5243434906006,55349,3.040192932123671,106500,0.10992725
10675000,427,0.11186,2.3261375,0.008422557,0.010054826,0.7958854734897614,237.94,-0.0026653265,362.3445291519165,56808,3.262476528153237,106750,0.16609167
10700000,428,0.07781601,2.3252482,0.0062137307,0.0056753717,0.8923437148332596,231.41,-0.0015988899,363.17955684661865,51662,2.817610377357255,107000,0.17649308
