value_loss,clipfrac,policy_entropy,explained_variance,serial_timesteps,ep_len_mean,n_updates,fps,policy_loss,true_reward,time_elapsed,total_timesteps,approxkl,ep_reward_mean
0.727658,0.036856003,4.8408647,0.9343467801809311,80500,220.03,322,54493,-0.0018117658,0.03344497,284.96967363357544,8050000,0.0036284465,9.863275427441822
0.54247534,0.021720001,4.836701,0.9641123600304127,80750,205.35,323,53629,-0.0014223566,0.026372666,285.8162577152252,8075000,0.0028133485,8.849952234520169
0.5075952,0.041056,4.8303885,0.9642504081130028,81000,200.19,324,54950,-0.0018876325,0.024978833,286.6717805862427,8100000,0.0037863948,8.629020236304495
0.40544567,0.029660001,4.8279586,0.9672113917768002,81250,209.61,325,54375,-0.001686993,0.023345634,287.5040898323059,8125000,0.003274377,8.017411943278553
0.45174718,0.026495999,4.827291,0.9683631509542465,81500,206.72,326,54932,-0.0011313616,0.021984654,288.36012172698975,8150000,0.0031219744,7.742891042734263
0.8727272,0.054464,4.825974,0.932143084704876,81750,226.19,327,53198,-0.0015690147,0.03323405,289.236364364624,8175000,0.004627667,9.668270250971169
0.5796936,0.027147999,4.8271794,0.9536133483052254,82000,227.91,328,44251,-0.0010549945,0.03421899,290.0934317111969,8200000,0.003005818,9.769272283692917
0.42289534,0.02922,4.8270316,0.9550768211483955,82250,227.27,329,54209,-0.0011303806,0.029655809,291.03445291519165,8225000,0.0031031347,8.500205159547185
0.4460966,0.027644,4.822089,0.9447792395949364,82500,230.65,330,55170,-0.0015790297,0.03098779,291.8914453983307,8250000,0.0029079025,8.390601623596849
0.6066531,0.053455997,4.8125224,0.9184457436203957,82750,236.44,331,55543,-0.0020390863,0.032485362,292.76841950416565,8275000,0.0045841425,8.762747689900461
0.87074244,0.048271995,4.8067527,0.9262295141816139,83000,217.49,332,46138,-0.0015362044,0.02874947,293.63770055770874,8300000,0.0042208997,8.839608000953502
0.37403867,0.028184002,4.803035,0.9559532850980759,83250,245.16,333,55880,-0.0015364789,0.035438016,294.56251287460327,8325000,0.003247104,9.089220362090128
0.5132514,0.038408004,4.800552,0.9449620097875595,83500,224.53,334,53564,-0.002466422,0.027711684,295.3964457511902,8350000,0.003884127,8.115903289604393
0.5114798,0.046476,4.8013234,0.9281390830874443,83750,232.09,335,55688,-0.0020179278,0.030310545,296.2362515926361,8375000,0.0040916945,8.313462602412837
0.47817475,0.034676,4.8007445,0.9416018277406693,84000,222.72,336,56069,-0.002140936,0.026619153,297.07263231277466,8400000,0.0035962171,7.7756783803069265
0.36714175,0.044252,4.797567,0.9472032338380814,84250,218.8,337,55015,-0.0019612308,0.022320857,297.89766097068787,8425000,0.0040141665,6.838959479238401
0.40069428,0.031255998,4.7937064,0.9367869794368744,84500,236.58,338,50569,-0.001608273,0.028183809,298.73693442344666,8450000,0.0034723538,7.772437892868793
0.48670006,0.051216,4.789884,0.9387651644647121,84750,222.24,339,54560,-0.0016961707,0.022308014,299.6061911582947,8475000,0.0044681197,7.046745444401167
0.458093,0.016980002,4.7869453,0.9426498375833035,85000,214.65,340,48130,-0.00089144194,0.021414988,300.4448606967926,8500000,0.0024100249,7.4521600740110445
0.4507594,0.031976,4.7827334,0.9216177463531494,85250,234.27,341,53193,-0.0016259036,0.02648715,301.3602440357208,8525000,0.0032275966,7.621199007296091
0.35136098,0.03548,4.779985,0.9502243883907795,85500,233.77,342,53193,-0.0016519558,0.027571455,302.2389316558838,8550000,0.0037011232,7.605674664350663
0.5436026,0.037236,4.7787814,0.9183544218540192,85750,236.45,343,54503,-0.002016969,0.030003184,303.1075417995453,8575000,0.0037133947,8.228264552682084
0.47251683,0.03676,4.7776017,0.9460636004805565,86000,221.15,344,52392,-0.0015545535,0.026698386,303.9540054798126,8600000,0.0036008093,8.302045380838244
0.5180038,0.020315997,4.7744145,0.9178090766072273,86250,224.88,345,50584,-0.0017797386,0.024464967,304.82909893989563,8625000,0.0025023879,7.424498374361792
0.5425326,0.050344,4.7687078,0.9121259078383446,86500,229.17,346,54950,-0.00085588323,0.02401938,305.72168231010437,8650000,0.0043813037,7.453720684529271
0.7735906,0.03754,4.762635,0.8785255700349808,86750,224.57,347,52800,-0.0018549496,0.0244473,306.5575489997864,8675000,0.0036069737,7.748514013511048
0.49216372,0.046856,4.7557344,0.9252590909600258,87000,227.41,348,54198,-0.002106775,0.02654804,307.3995101451874,8700000,0.0042887623,7.810991707295761
0.40667447,0.036176004,4.748143,0.9486044496297836,87250,229.2,349,55060,-0.0016983282,0.030491462,308.2696280479431,8725000,0.003595462,8.353363358590286
0.4704743,0.026951998,4.7409897,0.9282123446464539,87500,227.49,350,55832,-0.0015623821,0.029372469,309.11696004867554,8750000,0.0028880392,8.331861515701748
0.62951565,0.034276,4.7352843,0.9051225110888481,87750,233.28,351,49187,-0.0015777232,0.027956512,309.9535586833954,8775000,0.0035398558,8.002199990556138
0.5873982,0.04098,4.727123,0.9279266223311424,88000,221.29,352,53927,-0.001399759,0.025585098,310.8765048980713,8800000,0.0040412424,7.838531300197792
0.43356854,0.036876,4.7218504,0.9321049377322197,88250,234.16,353,55324,-0.0017559069,0.030049311,311.7228090763092,8825000,0.0036830243,8.384558125955955
0.24951653,0.019136,4.71947,0.9450164400041103,88500,236.42,354,55395,-0.0012091974,0.027765462,312.54986000061035,8850000,0.0025084557,7.54904280857445
0.55257756,0.031079998,4.714883,0.9016294777393341,88750,230.31,355,54663,-0.0018050615,0.02818192,313.37289547920227,8875000,0.0031381026,8.12205924401147
0.5204849,0.034363996,4.7098303,0.8990273550152779,89000,231.42,356,55511,-0.0016104865,0.02714184,314.21850323677063,8900000,0.0033872307,7.476447302519321
0.44204694,0.024908,4.7052937,0.925916776061058,89250,235.92,357,51920,-0.001244486,0.03320104,315.0547251701355,8925000,0.0027768107,8.917937748686363
0.42234364,0.04032,4.7004595,0.9296633005142212,89500,236.44,358,54158,-0.002002341,0.031076502,315.9126567840576,8950000,0.004000946,8.416444913204833
0.50410616,0.038431995,4.693713,0.8926822170615196,89750,236.59,359,54394,-0.0013018241,0.033213306,316.7659561634064,8975000,0.0038812594,8.935518233636394
0.40193263,0.053424,4.685927,0.931929312646389,90000,236.32,360,55859,-0.001757792,0.033019796,317.6079432964325,9000000,0.004623523,8.937207127481706
0.3859946,0.028143998,4.6775928,0.9371321648359299,90250,232.58,361,54533,-0.0015327269,0.030107519,318.43313121795654,9025000,0.0030686366,8.399377032299526
0.409447,0.034708,4.667001,0.9022682830691338,90500,245.39,362,55009,-0.0020404388,0.03582628,319.2708201408386,9050000,0.0036533084,9.165589528341917
0.7859849,0.037643995,4.6563907,0.8252993226051331,90750,226.98,363,54700,-0.002004521,0.03169623,320.0948190689087,9075000,0.0037794397,8.81496094935932
0.40927854,0.031887997,4.651211,0.9048245549201965,91000,243.6,364,44299,-0.0013248497,0.03241918,320.9676158428192,9100000,0.0033737514,8.395568844482932
0.37769413,0.025196001,4.647385,0.9213007986545563,91250,240.23,365,53137,-0.001460403,0.03403295,321.9579391479492,9125000,0.002731203,8.91906617443019
0.38704756,0.034696,4.641639,0.8896337375044823,91500,245.23,366,56544,-0.0010943648,0.034415077,322.829074382782,9150000,0.0035884469,8.835586738372367
0.5069553,0.03632,4.6362257,0.8208108842372894,91750,243.37,367,52713,-0.0018176999,0.033020504,323.6465542316437,9175000,0.0035866841,8.719901376493072
0.60186213,0.027408,4.628627,0.796590268611908,92000,241.51,368,51284,-0.0012436493,0.033715688,324.5024402141571,9200000,0.0032042582,9.02432975062449
0.57528913,0.042136002,4.619803,0.7961639165878296,92250,237.33,369,50762,-0.0015431592,0.0265389,325.39058327674866,9225000,0.0038657063,7.5136405666326755
0.3226161,0.043252,4.6142397,0.8918511345982552,92500,247.58,370,47978,-0.0014361772,0.033588856,326.29348373413086,9250000,0.003990496,8.401107801363105
0.23431411,0.039975997,4.607875,0.9199986234307289,92750,247.52,371,54625,-0.0020753602,0.03099218,327.2167387008667,9275000,0.003855887,7.735172715088502
0.30620432,0.023944002,4.600676,0.8738967329263687,93000,247.56,372,54864,-0.0012669533,0.032259356,328.0521845817566,9300000,0.002882772,8.175398494389373
0.345019,0.049484003,4.593825,0.8287802338600159,93250,247.56,373,53172,-0.0020276492,0.03423588,328.87925934791565,9325000,0.0042742724,8.673261672724038
0.37802333,0.041892,4.589302,0.9133258163928986,93500,247.69,374,52658,-0.0015193438,0.03779216,329.75788712501526,9350000,0.0038751499,9.561519367794972
0.44886476,0.022264,4.5857687,0.8341460973024368,93750,245.4,375,55353,-0.0008315529,0.033958502,330.6402518749237,9375000,0.002773234,8.763197752621199
0.48377195,0.025564,4.581128,0.8120803385972977,94000,243.54,376,52753,-0.0013442266,0.031049842,331.4814019203186,9400000,0.0028822247,8.239195395652496
0.54027164,0.049131997,4.5730486,0.7755982428789139,94250,241.1,377,53345,-0.0011917457,0.029040564,332.37774205207825,9425000,0.004195639,7.948437539750302
0.6166905,0.038448,4.568497,0.7588377892971039,94500,240.14,378,52531,-0.0009939827,0.031768702,333.23109698295593,9450000,0.0037318557,8.632786492561282
0.75006044,0.054927997,4.5661364,0.8144582659006119,94750,229.29,379,53539,-0.0014525275,0.028672,334.10350251197815,9475000,0.0045505823,8.232809294230483
0.67368203,0.036904,4.5675826,0.7537369877099991,95000,236.61,380,55116,-0.0016335804,0.030526998,334.96478509902954,9500000,0.0036159656,8.523756363898592
0.56498736,0.052444,4.570381,0.8153012543916702,95250,239.72,381,50829,-0.0023340099,0.031186469,335.80849266052246,9525000,0.0045499424,8.436500070780749
0.32058677,0.035667997,4.572365,0.8479266911745071,95500,245.55,382,44894,-0.0014958415,0.03170194,336.6860558986664,9550000,0.0036309683,8.064637271196116
0.31520605,0.039263997,4.5722814,0.8702166974544525,95750,243.19,383,55861,-0.001826915,0.030688655,337.6273159980774,9575000,0.004071608,8.036361532963802
0.29839677,0.050124,4.5681014,0.8604108542203903,96000,250.0,384,53614,-0.0014417911,0.034709405,338.4592978954315,9600000,0.004231461,8.6773516632471
0.4368617,0.051992,4.56468,0.8625418692827225,96250,238.91,385,54456,-0.0016264835,0.030345662,339.2982611656189,9625000,0.0045567914,8.077254627864567
0.177976,0.017008001,4.5615053,0.9212511479854584,96500,250.0,386,52207,-0.001314524,0.031149702,340.15098905563354,9650000,0.0023958776,7.787425012065359
0.23359652,0.030344,4.5541787,0.8612162619829178,96750,250.0,387,54640,-0.0018069483,0.034194987,341.01460671424866,9675000,0.0031364162,8.548747470178096
0.39936733,0.037663996,4.5479574,0.793920561671257,97000,245.61,388,51158,-0.0013475822,0.034539998,341.8616418838501,9700000,0.003794282,8.770489434736701
0.5047917,0.041892,4.541404,0.7540006935596466,97250,243.42,389,51210,-0.0011756681,0.034905843,342.7322235107422,9725000,0.0038761594,8.99890808505832
0.39177737,0.056712,4.5356126,0.7654517889022827,97500,240.64,390,54749,-0.0017354784,0.03247322,343.638733625412,9750000,0.0046857516,8.540272345105187
0.33372876,0.032875996,4.533949,0.8692975044250488,97750,247.71,391,54427,-0.0012282287,0.036653925,344.48642921447754,9775000,0.0032992172,9.283387736314907
