true_reward,policy_loss,explained_variance,policy_entropy,value_loss,total_timesteps,fps,clipfrac,time_elapsed,approxkl,ep_reward_mean,serial_timesteps,ep_len_mean,n_updates
0.80059713,-0.002090773,0.3538249135017395,4.3528256,66.37986,15175000,73422,0.106043994,468.85548734664917,0.008159372,196.23416124816137,151750,229.2,607
0.8243148,-0.0015716136,0.5098075568675995,4.349228,34.342472,15200000,75307,0.059832,469.5982611179352,0.005081651,201.36154974732722,152000,236.62,608
0.7965178,-0.0019511661,0.25928711891174316,4.345889,78.21434,15225000,73789,0.08283199,470.2982063293457,0.006308805,189.86288451375498,152250,222.88,609
0.84271216,-0.0021813603,0.4685990810394287,4.344247,33.482506,15250000,71328,0.074812,471.02232933044434,0.006200343,206.06931138260842,152500,238.18,610
0.81531024,-0.0024586075,0.5523293912410736,4.339486,37.308735,15275000,69476,0.09088399,471.7687683105469,0.0068898187,202.42852328840323,152750,238.93,611
0.8368382,-0.002311075,0.538695365190506,4.332846,27.366556,15300000,72937,0.098524,472.54464197158813,0.007278768,205.49102775291283,153000,240.09,612
0.7811451,-0.0012594897,0.23068976402282715,4.3277454,83.843765,15325000,72364,0.12075599,473.2821559906006,0.00886649,189.03864157121848,153250,224.57,613
0.83956033,-0.0021839621,0.48530203104019165,4.3256044,26.967022,15350000,75115,0.077911995,474.0079400539398,0.0061351107,207.705700056074,153500,242.27,614
0.80416334,-0.0020171113,0.44835829734802246,4.323187,44.39362,15375000,73124,0.10762401,474.69906878471375,0.008265749,198.0122053978763,153750,235.87,615
0.8078794,-0.002001698,0.3883979320526123,4.3185124,57.10499,15400000,75384,0.057203997,475.4224727153778,0.004915107,200.56527275727458,154000,234.76,616
0.82018685,-0.001541017,0.43153315782546997,4.314334,36.602795,15425000,73468,0.14958401,476.1306929588318,0.011279648,200.5803546215471,154250,235.49,617
0.8185872,-0.0041264473,0.8732814341783524,4.3076696,4.4179316,15450000,72874,0.084884,476.8918924331665,0.0064696586,204.56222127168658,154500,249.37,618
0.8072465,-0.0021976572,0.44724589586257935,4.298934,37.35076,15475000,72797,0.079835996,477.6126296520233,0.006181053,200.3606495062387,154750,239.64,619
