time_elapsed,explained_variance,ep_reward_mean,value_loss,n_updates,true_reward,policy_entropy,total_timesteps,ep_len_mean,policy_loss,serial_timesteps,clipfrac,fps,approxkl
372.4109592437744,0.9194086268544197,9.761892209499342,0.6509292,422,0.03289291,4.1305676,10550000,222.54,-0.0016031548,105500,0.029315999,53433,0.0032139816
373.2841920852661,0.912539653480053,10.708017932449657,0.6204433,423,0.039131325,4.126069,10575000,232.66,-0.001395002,105750,0.029296,44597,0.0033131458
374.2345058917999,0.8842821791768074,11.14483210733993,0.6446626,424,0.041653726,4.1190434,10600000,239.03,-0.0012601486,106000,0.036071997,54868,0.0037306745
375.07970786094666,0.9111520498991013,10.253087690014327,0.6455933,425,0.036200363,4.115367,10625000,226.16,-0.0013190263,106250,0.027484,56702,0.0031620828
375.88494348526,0.9107092767953873,10.741502777693277,0.61173564,426,0.037859634,4.1127934,10650000,228.93,-0.0016052013,106500,0.029895997,57760,0.0031915605
376.6823093891144,0.9108788818120956,11.276773326571911,0.6908686,427,0.039728682,4.109588,10675000,227.27,-0.0011597229,106750,0.029051999,56301,0.0031706044
377.51418018341064,0.9242309033870697,9.491274417598202,0.5596804,428,0.031785965,4.105893,10700000,224.55,-0.0015126258,107000,0.014599999,31409,0.002112012
378.65635228157043,0.9022625386714935,10.284760969954636,0.7241152,429,0.03659899,4.1056585,10725000,226.4,-0.001504183,107250,0.047343995,56950,0.004194534
379.4466784000397,0.929103173315525,10.560582832024611,0.67135733,430,0.03385639,4.105351,10750000,215.78,-0.0018613127,107500,0.044192,56076,0.004029207
380.2487688064575,0.8901891633868217,10.30079056403994,0.928624,431,0.034256216,4.104155,10775000,215.28,-0.0010802608,107750,0.031416,47342,0.0032661862
381.1410608291626,0.8967050909996033,10.012414773768233,0.9164713,432,0.032665815,4.1028256,10800000,215.1,-0.0009240311,108000,0.028283998,55468,0.0031891428
381.9702205657959,0.883109949529171,9.368912716353716,0.9015684,433,0.03220071,4.099472,10825000,214.96,-0.0012695647,108250,0.038812,55757,0.0036756531
382.7958302497864,0.9220345690846443,10.750526613787825,0.58975327,434,0.039060805,4.097665,10850000,232.16,-0.0017627537,108500,0.024876002,56865,0.0029830232
383.5914041996002,0.9228937774896622,10.199209827729524,0.599893,435,0.03597505,4.096172,10875000,225.64,-0.0015737306,108750,0.024848001,55902,0.0030437065
384.4047713279724,0.921457052230835,10.54241789196861,0.7531765,436,0.035325486,4.092661,10900000,211.96,-0.0011940489,109000,0.030456001,56377,0.0033906568
385.2019112110138,0.8642589598894119,11.293818419579592,0.9686697,437,0.041943334,4.086047,10925000,227.75,-0.002287524,109250,0.040951997,49843,0.003958958
386.05982732772827,0.8937556520104408,10.996476436081384,0.7361556,438,0.040074144,4.081357,10950000,230.87,-0.0019282317,109500,0.030944,56532,0.0032615322
386.8793942928314,0.925200566649437,10.450884828466005,0.6313633,439,0.036442988,4.0793886,10975000,222.86,-0.0016046304,109750,0.030052,57172,0.0032583755
387.6643536090851,0.8485241234302521,10.347211156393723,0.89408314,440,0.037222892,4.0764728,11000000,228.64,-0.0019649754,110000,0.041195996,50549,0.0038051396
388.5100739002228,0.9063973873853683,10.174778860052918,0.73769975,441,0.034990396,4.074847,11025000,222.67,-0.001724649,110250,0.030283999,56636,0.0032830886
389.32360792160034,0.9141725078225136,11.594156293098168,0.66017306,442,0.04223284,4.0731153,11050000,230.5,-0.0013280851,110500,0.042124003,50005,0.004048396
390.1955795288086,0.9028901159763336,10.130169671141338,0.6636575,443,0.036172196,4.0707173,11075000,229.43,-0.0009094186,110750,0.016792001,56947,0.0021596719
390.99498891830444,0.9021649360656738,10.320323436153945,0.74455285,444,0.036131524,4.067276,11100000,219.43,-0.0015475663,111000,0.038648,56337,0.0037742816
391.8108639717102,0.9262725561857224,10.88362031129613,0.66080886,445,0.03958078,4.064477,11125000,216.54,-0.0011595138,111250,0.018368,48941,0.002474818
392.67751240730286,0.8632779270410538,10.97352816089601,1.0637348,446,0.038169198,4.0603437,11150000,217.44,-0.0011948084,111500,0.029303998,54089,0.0031847786
393.50392603874207,0.9311549440026283,9.821930798970529,0.64198726,447,0.032888632,4.056914,11175000,219.05,-0.0020207588,111750,0.025759999,54495,0.0028786515
394.3299791812897,0.8905165493488312,10.619415856380751,0.89486086,448,0.037557624,4.051979,11200000,215.44,-0.0010341748,112000,0.021635998,55416,0.0025728014
395.14481711387634,0.9062635004520416,9.815782558757478,0.8014182,449,0.031517345,4.046195,11225000,217.97,-0.0016088029,112250,0.026196,44183,0.0028341687
396.06080770492554,0.9069510847330093,7.84453503728474,0.88689405,450,0.021799492,4.042541,11250000,197.88,-0.0021153325,112500,0.049051996,56529,0.004423628
396.8653883934021,0.917263962328434,10.923982938133795,0.76487935,451,0.0361856,4.0396647,11275000,214.99,-0.0018677646,112750,0.035448,52410,0.003766197
397.7042398452759,0.9129725396633148,11.222907586791353,0.82984656,452,0.039184175,4.035202,11300000,214.64,-0.0011938887,113000,0.032904,56070,0.0034078532
398.5063371658325,0.9187366366386414,10.163080984407406,0.83613604,453,0.033704843,4.030725,11325000,211.4,-0.001616012,113250,0.028792,55851,0.0030719629
