serial_timesteps,n_updates,ep_reward_mean,approxkl,explained_variance,true_reward,total_timesteps,fps,time_elapsed,value_loss,clipfrac,policy_loss,policy_entropy,ep_len_mean
15250,61,4.65153251035139,0.002427257,0.21469789743423462,0.13333884,1525000,68646,52.761844635009766,2.0866551,0.020984,-0.0012752891,5.4479737,42.04
15500,62,5.163715383680537,0.002937763,0.22368967533111572,0.13403209,1550000,69084,53.54331564903259,2.11159,0.025124002,-0.0013452326,5.4460783,46.02
15750,63,5.991922128479928,0.0022189384,0.2651216387748718,0.14078754,1575000,63745,54.313531160354614,2.1484656,0.015372001,-0.00094270706,5.444607,49.88
16000,64,5.403171594124287,0.0009485882,0.2999224066734314,0.14087112,1600000,67668,55.10243082046509,2.051494,0.0046400004,-0.000744482,5.443156,47.35
16250,65,5.051895374758169,0.002975473,0.2739035487174988,0.14106056,1625000,68616,55.8658607006073,2.0647492,0.026343998,-0.0008047004,5.442101,42.33
16500,66,5.175338857304305,0.0036163784,0.24226105213165283,0.13534783,1650000,68059,56.64100098609924,2.0544922,0.036944,-0.0009129365,5.4414396,46.72
16750,67,4.0159879133477805,0.0037821592,0.27962660789489746,0.13699305,1675000,65985,57.41503190994263,1.9320472,0.036612,-0.0014895946,5.4402933,40.26
17000,68,5.036380825825035,0.0035658523,0.25531691312789917,0.13544418,1700000,68498,58.188687801361084,2.0144691,0.038512003,-0.00024902303,5.4380274,44.63
17250,69,6.668023590054363,0.005314533,0.2804347276687622,0.13991271,1725000,68444,58.94036793708801,2.0750103,0.063464,-0.00016456745,5.4364834,51.91
17500,70,5.437894535716623,0.0029593988,0.2578345537185669,0.13432544,1750000,67927,59.69155979156494,2.1866508,0.026292,-0.0018827891,5.4344683,47.3
17750,71,6.409144854769111,0.004975603,0.28855621814727783,0.1491594,1775000,66920,60.461806535720825,2.057415,0.060859997,0.00011578718,5.431901,51.73
18000,72,6.346829221025109,0.0037151664,0.34097254276275635,0.14308949,1800000,64223,61.22562599182129,2.0982776,0.038532,-0.0006510615,5.430053,51.44
18250,73,5.713062407057732,0.005609526,0.32638686895370483,0.14080486,1825000,68177,62.01720309257507,2.0593915,0.065664,0.0001687126,5.427991,49.47
18500,74,5.074829841610044,0.0017101213,0.31754130125045776,0.13962984,1850000,67055,62.77570581436157,2.095658,0.010852,-0.0011387928,5.4257593,46.66
18750,75,5.928622057326138,0.0038167587,0.36194831132888794,0.14184506,1875000,65955,63.553252935409546,2.1198342,0.037892003,-0.00066468876,5.422844,52.21
19000,76,7.8548261591419575,0.003503135,0.3228663206100464,0.1472104,1900000,67197,64.32427644729614,2.0991707,0.031476,-0.0013542917,5.4204664,58.42
19250,77,6.0723353338055315,0.004501513,0.3978109359741211,0.14977957,1925000,65621,65.08036398887634,2.0115395,0.052912004,0.00021699665,5.4182134,50.2
19500,78,6.7494965197890995,0.004497749,0.3324281573295593,0.14627697,1950000,65922,65.85542750358582,2.1835558,0.05008,0.00066392205,5.416166,53.91
19750,79,6.156620909422636,0.0024585796,0.3720099925994873,0.1479497,1975000,67060,66.63510704040527,2.211864,0.017239999,-0.0007741834,5.4143558,49.41
20000,80,6.816212033024057,0.004972942,0.3349631428718567,0.14705251,2000000,66634,67.41575145721436,2.2782755,0.058687996,-0.0017465303,5.4122515,53.6
20250,81,6.821467073690147,0.0033239848,0.36462754011154175,0.15285899,2025000,56003,68.22617387771606,2.22932,0.031536,-0.0002138814,5.408519,55.18
20500,82,6.480993257313966,0.002878075,0.31952720880508423,0.14636196,2050000,65974,69.22557282447815,2.3858564,0.023568,-0.0017110156,5.405128,52.01
20750,83,6.590733604244888,0.0035040795,0.3580966591835022,0.14584544,2075000,66461,70.04648065567017,2.3849232,0.032924,-0.0010809683,5.4022665,52.1
21000,84,6.386568683097139,0.003072373,0.4007102847099304,0.1539035,2100000,60991,70.89930582046509,2.259663,0.025284002,-0.0010816391,5.399144,51.6
21250,85,6.574506910480559,0.004361506,0.4108593463897705,0.14734748,2125000,57232,71.75160884857178,2.2576537,0.045848005,-0.0011096068,5.3968287,52.99
21500,86,8.02156721567735,0.0038439713,0.4172676205635071,0.15524662,2150000,66680,72.64423131942749,2.1638916,0.038655996,-0.0010922311,5.3949966,58.45
21750,87,8.346731045637279,0.0027936315,0.40216100215911865,0.159175,2175000,61767,73.43771719932556,2.313837,0.021972002,-0.0012206337,5.3935614,61.7
22000,88,7.293277751784772,0.004139781,0.3974674344062805,0.15161628,2200000,57387,74.27413892745972,2.468789,0.043899994,-0.0008770328,5.3923044,57.18
22250,89,8.15716136025265,0.00303451,0.4918915033340454,0.15589963,2225000,67977,75.16690731048584,1.9779673,0.025808001,-0.0009258231,5.3901644,61.36
22500,90,8.83506307614036,0.0029312372,0.5448186695575714,0.15633915,2250000,58927,75.98833060264587,2.0697963,0.0239,-0.0013128703,5.3879614,64.28
22750,91,8.100993985123932,0.004379038,0.47821223735809326,0.15415016,2275000,51303,76.84131169319153,2.085358,0.047556005,-0.00093214755,5.385731,61.69
23000,92,7.795197240328417,0.0035231796,0.4950786232948303,0.15519868,2300000,59686,77.81467628479004,2.0618172,0.036927998,-0.0010431466,5.3833685,58.93
23250,93,9.702143654059618,0.0035108633,0.5361742079257965,0.1579844,2325000,57651,78.69986009597778,1.8882465,0.035312,-0.0018921616,5.3805704,69.8
23500,94,8.686069484557956,0.0029100152,0.5381864011287689,0.15787789,2350000,58793,79.57632422447205,1.9499356,0.026528,-0.0014545142,5.3789377,64.63
23750,95,9.584226142000407,0.0021213288,0.5350250899791718,0.15942492,2375000,64763,80.43826055526733,1.9543556,0.013275999,-0.001343954,5.37648,68.21
24000,96,10.61794639982283,0.0032256362,0.5183497369289398,0.16344056,2400000,69145,81.27758526802063,2.0272343,0.029604,-0.0016090896,5.373698,72.36
24250,97,10.302587024252862,0.0032494715,0.5547671914100647,0.16425231,2425000,58847,82.07896065711975,1.904218,0.030791998,-0.0018392628,5.3718405,70.38
24500,98,10.826820241957902,0.004027558,0.5575519502162933,0.16361065,2450000,60148,82.97958993911743,1.9440285,0.043524,-0.00036751392,5.3693967,72.66
24750,99,11.212431177590043,0.0028440156,0.5613974332809448,0.16896677,2475000,58661,83.84940838813782,2.065589,0.022195999,-0.0013500798,5.3673725,69.73
25000,100,10.307981942826881,0.0028583023,0.5728404223918915,0.16858608,2500000,60669,84.72827124595642,1.9424257,0.02352,-0.0012823248,5.3657227,68.81
25250,101,10.168440572060645,0.004027007,0.597994476556778,0.16454747,2525000,57764,85.59879565238953,1.9632515,0.042483997,-0.0014770797,5.3648415,72.15
25500,102,12.242626480627806,0.0023263588,0.6099953651428223,0.16633219,2550000,63158,86.47576260566711,1.8841913,0.015311999,-0.0011231073,5.3631268,79.4
25750,103,12.790940127409995,0.0032247896,0.627970427274704,0.16601713,2575000,62873,87.34271264076233,1.8379095,0.028127998,-0.0010204036,5.3606014,84.01
26000,104,11.768186999186874,0.001825526,0.6309214234352112,0.17094293,2600000,58402,88.20631289482117,1.968242,0.012368,-0.0013007084,5.35824,74.84
26250,105,12.364094888810069,0.0034836973,0.6780678033828735,0.17836183,2625000,63962,89.09425449371338,1.8129597,0.034892,-0.00044322765,5.3569384,77.37
26500,106,11.953865319732577,0.002319495,0.6610544621944427,0.17193231,2650000,65292,89.92207193374634,1.91655,0.015664,-0.0012961358,5.3558273,75.92
26750,107,11.174939921312035,0.0047459127,0.6393519043922424,0.1714727,2675000,64858,90.73634457588196,2.1472642,0.049608003,-8.16064e-05,5.3553762,74.68
27000,108,10.220445963405073,0.0063731163,0.6265357136726379,0.17091759,2700000,64574,91.56824588775635,2.3030066,0.07444,0.000722765,5.3542595,68.76
27250,109,8.277196149975062,0.0029179477,0.6301249563694,0.1699521,2725000,66745,92.39084601402283,2.3587193,0.02556,-0.001178475,5.3529015,57.74
27500,110,9.941610920969397,0.003140963,0.6600350439548492,0.1668859,2750000,63992,93.23329162597656,2.0796857,0.028483998,-0.0010316493,5.351733,69.39
27750,111,11.56344398423098,0.00550867,0.7136569321155548,0.17281383,2775000,62335,94.068918466568,1.8740356,0.06578799,-0.0008542493,5.3502626,74.13
28000,112,11.924118830189109,0.0043619988,0.7157796323299408,0.1703744,2800000,62578,94.92987847328186,1.770348,0.046072,-1.3371429e-05,5.3483205,76.57
28250,113,12.231031129295006,0.0043603736,0.7313655316829681,0.17770974,2825000,60952,95.78291654586792,1.611236,0.046356,-0.0015260829,5.345425,74.99
28500,114,10.450563736204058,0.0040125893,0.7140109539031982,0.17368457,2850000,64961,96.6348385810852,1.9824425,0.040816,-0.00026143543,5.3433332,67.33
28750,115,11.979645774345846,0.0051047257,0.7649568021297455,0.18453386,2875000,62481,97.47286891937256,1.5173802,0.061435997,0.0006907318,5.342102,73.39
29000,116,13.198023231234401,0.013459806,0.7906786501407623,0.1780786,2900000,63542,98.30026483535767,1.4015276,0.16202,0.0071793385,5.3411565,81.36
29250,117,12.98566302973777,0.003793323,0.7558712810277939,0.17376664,2925000,66707,99.12750148773193,1.6107973,0.036644,-0.0015065435,5.339606,82.32
29500,118,13.442426631432026,0.0063581453,0.828403651714325,0.17262228,2950000,67100,99.92380428314209,1.2927601,0.07610401,0.0011557717,5.3366556,84.19
29750,119,10.77891934003681,0.004355221,0.7747309803962708,0.17975003,2975000,55235,100.73876690864563,1.4902337,0.048888,0.00042140804,5.3351026,69.32
30000,120,12.249737205114215,0.0063984296,0.7770863026380539,0.1800708,3000000,67115,101.65164756774902,1.4436836,0.079388,-0.0007492395,5.334792,75.18
30250,121,12.01185322349891,0.0029977574,0.7512924522161484,0.17877153,3025000,68949,102.43007898330688,1.6109806,0.025204003,-0.0006885951,5.334656,72.92
30500,122,13.47612640047446,0.007852398,0.7879705280065536,0.17977329,3050000,69191,103.20587277412415,1.3921269,0.103636004,0.0008854296,5.333775,79.95
30750,123,12.623777207117527,0.0054972228,0.7872228771448135,0.17556167,3075000,69884,103.99476647377014,1.408376,0.063608006,-0.0005408806,5.3323045,79.28
31000,124,12.219020552150905,0.00703685,0.7669237107038498,0.17709126,3100000,69020,104.7669448852539,1.6294292,0.054980002,-0.001036491,5.330853,75.0
31250,125,12.682811272162944,0.0041686064,0.7173422276973724,0.18502277,3125000,70402,105.54861330986023,1.9537039,0.044123996,-0.00085336575,5.32951,73.29
31500,126,12.953565530776977,0.0070784753,0.7377765476703644,0.18551105,3150000,68182,106.31507539749146,1.8667202,0.090784,-0.00050189433,5.3281403,74.83
31750,127,11.57146847980097,0.0049707433,0.7040816843509674,0.1832259,3175000,68737,107.09968566894531,2.2238755,0.051732004,3.2767304e-05,5.326901,69.61
32000,128,12.009156253878027,0.0031497055,0.7131510376930237,0.18578358,3200000,68576,107.89203405380249,2.1617954,0.0273,-0.0008565368,5.325791,71.87
32250,129,12.112310510557144,0.0023169261,0.7259205877780914,0.1849082,3225000,70342,108.67668342590332,2.0334141,0.018191999,-0.0005336683,5.324952,73.47
32500,130,10.632940172422677,0.0046945075,0.7473850846290588,0.18220457,3250000,65573,109.44629907608032,1.8430017,0.052968003,0.0005737724,5.3242655,65.9
32750,131,11.33952334523201,0.0043849316,0.7788565456867218,0.18326634,3275000,70177,110.25449705123901,1.8021176,0.04572,-0.002509779,5.3235674,68.58
33000,132,11.761834597382695,0.006520032,0.7832018733024597,0.1887166,3300000,69273,111.02963995933533,1.7040504,0.07722,0.00040345444,5.3229437,69.95
33250,133,8.622156320922077,0.0060477927,0.699223518371582,0.18171862,3325000,69302,111.80481743812561,2.2618146,0.07074,0.0008227507,5.3222,57.81
33500,134,10.09648501392454,0.009414202,0.6968562602996826,0.1816398,3350000,69002,112.58614540100098,2.2665334,0.114059985,0.0029915797,5.3212786,63.0
33750,135,9.03463963476941,0.007729827,0.7100961804389954,0.18637986,3375000,70292,113.36021614074707,2.1321747,0.09352,0.0017905973,5.3205113,57.13
34000,136,9.13999988783151,0.0058054696,0.7287372648715973,0.18778168,3400000,69330,114.12549710273743,1.9508247,0.064536005,-0.00027044213,5.320002,58.83
34250,137,9.333411981733516,0.0074658557,0.7775525003671646,0.19206436,3425000,68625,114.90317630767822,1.601087,0.096376,0.0011159559,5.3179865,56.52
34500,138,11.961405136873946,0.0025757481,0.8112280964851379,0.19220348,3450000,68926,115.68200659751892,1.3414836,0.023724,-0.0009318877,5.3137026,68.21
34750,139,12.132796151973308,0.01054653,0.8078761696815491,0.19388436,3475000,69252,116.46082139015198,1.3453033,0.1277,0.0027860696,5.3112383,69.42
35000,140,10.409319095108659,0.0047687823,0.8032062649726868,0.18879513,3500000,69653,117.23096227645874,1.3870373,0.052748002,0.000752571,5.3100395,64.42
35250,141,12.795207350626589,0.007146263,0.8248900771141052,0.1975568,3525000,63601,117.99691152572632,1.2509286,0.088908,0.0018616493,5.309312,71.32
35500,142,12.685120414886624,0.009391321,0.8562499433755875,0.1968942,3550000,63112,118.82259750366211,1.0454481,0.118879996,0.0033774148,5.3079705,71.37
35750,143,13.114058430511504,0.0038272638,0.8389064818620682,0.1928019,3575000,70817,119.6296501159668,1.2320778,0.03904,-0.0019655596,5.305775,75.48
36000,144,15.507598092379048,0.0035812587,0.8366964608430862,0.19572742,3600000,67815,120.39668703079224,1.147351,0.033332,-0.0018050615,5.302989,85.89
36250,145,12.50463409062475,0.0037095137,0.8323268592357635,0.19730933,3625000,68461,121.17521715164185,1.2014269,0.035872,-0.0017720552,5.298602,72.15
36500,146,13.222200579261408,0.00547849,0.856582298874855,0.19675076,3650000,68439,121.95041108131409,1.0785207,0.065280005,-0.0018606873,5.2949586,75.39
36750,147,13.426271520368754,0.004335838,0.8682936578989029,0.2019674,3675000,68166,122.72841668128967,1.0053804,0.046092,-0.00065132807,5.293222,73.93
37000,148,12.50085759954527,0.006115352,0.826239824295044,0.19519623,3700000,68634,123.51016306877136,1.3772887,0.072264,0.0004498752,5.292454,71.69
37250,149,12.540483826734125,0.014235859,0.8175588101148605,0.19852853,3725000,55650,124.29133009910583,1.4508433,0.14817199,0.006167622,5.291108,69.55
37500,150,14.800441362177953,0.0068031466,0.8492240011692047,0.19722418,3750000,60520,125.21833872795105,1.2360449,0.08416,9.0353424e-05,5.2902575,80.63
37750,151,13.41523295033723,0.010243395,0.8514294624328613,0.19761066,3775000,57004,126.12706065177917,1.1973532,0.13615201,5.543723e-05,5.2894163,74.61
38000,152,11.596431688126177,0.0035794273,0.8511791378259659,0.19388096,3800000,62947,126.99697637557983,1.2056743,0.03704,-0.0011853796,5.2880983,69.4
38250,153,12.267150974255054,0.0037926051,0.875260479748249,0.19922018,3825000,64236,127.83086395263672,0.98705596,0.036863998,-0.0014106558,5.286179,69.57
38500,154,13.402306673675776,0.0032428715,0.8436291366815567,0.19590108,3850000,63134,128.66134476661682,1.2509598,0.030692,-0.0009828468,5.2847724,75.69
38750,155,14.623803994674235,0.0075750835,0.8663351833820343,0.19482137,3875000,63729,129.4868929386139,1.0196576,0.090588,0.0019134345,5.2835875,81.55
39000,156,14.647028507199138,0.0045225336,0.8979075700044632,0.19517484,3900000,65387,130.3373076915741,0.82077503,0.049980003,-0.0015074125,5.2830486,82.84
39250,157,15.055849744770676,0.006055207,0.8819786310195923,0.1965736,3925000,64887,131.21340155601501,0.92604274,0.07534,-0.00022320185,5.2818594,84.75
39500,158,15.630111299827695,0.0066993786,0.8934583887457848,0.19345827,3950000,64978,132.0097997188568,0.8496435,0.08684,-0.00097575056,5.27915,87.05
39750,159,16.124068998992442,0.0060336944,0.9084032848477364,0.1989919,3975000,60261,132.8393828868866,0.738315,0.075208,0.0006587791,5.2769117,87.84
40000,160,17.60407639639452,0.0057063205,0.91780736297369,0.19837117,4000000,66304,133.67679738998413,0.6752531,0.06617199,-0.00072662154,5.2749243,93.81
40250,161,15.378853350244462,0.0073657795,0.9136212095618248,0.19747046,4025000,69225,134.4674904346466,0.74892694,0.096944,6.3177926e-05,5.272193,83.67
40500,162,16.145379434973,0.0068346886,0.9255872219800949,0.20437191,4050000,68230,135.238116979599,0.65422857,0.085192,0.0010614509,5.2694025,85.38
40750,163,12.801417036335915,0.008278245,0.8691059499979019,0.20171301,4075000,68825,136.00005269050598,1.1155074,0.102787994,0.0031044877,5.268109,69.75
41000,164,12.153326189219952,0.0051901964,0.8524493724107742,0.20336899,4100000,71160,136.76612973213196,1.2534459,0.061676003,-0.00020980454,5.267286,67.42
41250,165,16.406726748626678,0.0038850983,0.9181485325098038,0.20562814,4125000,66904,137.50541281700134,0.7026721,0.03946,-0.0020212235,5.266361,85.35
41500,166,16.2731690970622,0.0049625924,0.8966178297996521,0.20555001,4150000,68590,138.27598810195923,0.86546457,0.055372,-0.001013049,5.2654004,86.31
41750,167,17.320002571325748,0.0064378483,0.8879920989274979,0.21079627,4175000,68489,139.0418574810028,0.98892945,0.080584005,-1.7201713e-05,5.2645454,88.0
42000,168,12.30255550701171,0.0056231422,0.9064301252365112,0.21071148,4200000,69259,139.80100059509277,0.8880617,0.06493999,-0.0006092102,5.2631693,66.05
42250,169,15.302342166788875,0.003350155,0.9129560962319374,0.20941783,4225000,69675,140.55297684669495,0.8430883,0.028784001,-0.0012313228,5.2615533,79.92
42500,170,12.832994623761625,0.0032099586,0.9058305025100708,0.21218,4250000,68350,141.32556223869324,0.93061,0.032656,-0.0014149902,5.2602506,67.91
42750,171,11.478582093417645,0.00475278,0.9043296799063683,0.2120729,4275000,68721,142.1016709804535,0.95187616,0.051643997,-0.00052998855,5.2573404,62.33
43000,172,12.261945655401796,0.007682701,0.8991146609187126,0.2069399,4300000,65149,142.87601232528687,1.0820801,0.09432,0.0033096683,5.2549605,67.48
43250,173,10.680273901391775,0.0058656065,0.895676501095295,0.2121716,4325000,60148,143.69250798225403,1.0769007,0.071876,0.0006690741,5.2534313,57.82
43500,174,9.863768579661846,0.0020011368,0.8906594142317772,0.21083932,4350000,54144,144.54795622825623,1.1276662,0.01228,-0.00123683,5.2522087,55.3
43750,175,11.291187691716477,0.005907406,0.9119910374283791,0.21435025,4375000,69962,145.42575097084045,0.8449526,0.073079996,0.00030820453,5.251443,61.32
44000,176,12.273046083264052,0.009628599,0.9005169495940208,0.21202014,4400000,69541,146.18068552017212,0.976896,0.11028,0.004053609,5.2508593,64.49
44250,177,12.625832869932056,0.007533417,0.8988261371850967,0.20729111,4425000,70175,146.95422554016113,0.99065304,0.099443994,-0.0010582494,5.2493124,68.52
44500,178,14.961099033728242,0.007186544,0.92486372590065,0.21366417,4450000,67541,147.7084493637085,0.7209611,0.08552,0.0004120898,5.245529,75.78
44750,179,13.789014516677707,0.009283167,0.8997281193733215,0.21475838,4475000,71037,148.49308395385742,0.9701563,0.11999999,0.0025604826,5.2418714,71.64
45000,180,13.203754095621408,0.0058656884,0.9219355657696724,0.2169314,4500000,68656,149.2468044757843,0.777936,0.07146,-0.00032209087,5.2397885,66.97
45250,181,11.274795185728,0.008068547,0.8915648981928825,0.21380988,4525000,70203,150.00770163536072,1.0305605,0.105516,0.0006334,5.23788,60.21
45500,182,11.017639598585665,0.0030497315,0.9231174811720848,0.21646708,4550000,69015,150.75565576553345,0.79565406,0.030104,-0.0008240603,5.235446,58.27
45750,183,10.35067969031632,0.0056174817,0.902448020875454,0.2170301,4575000,70438,151.51780533790588,0.938943,0.071948,-0.0011138677,5.233702,56.44
46000,184,13.69395789846778,0.0075642243,0.9018368273973465,0.21149246,4600000,69944,152.26821637153625,0.8906644,0.100651994,-0.0012182741,5.230913,72.43
46250,185,10.564447387177497,0.0064389715,0.9118597134947777,0.21706486,4625000,69337,153.01246809959412,0.8926169,0.080348,-2.3730681e-06,5.2278624,56.33
46500,186,14.636291846744717,0.005082161,0.9477793090045452,0.2166241,4650000,67983,153.77320885658264,0.514135,0.057972003,-0.0024582972,5.2254114,74.07
46750,187,14.431785435713827,0.0065214694,0.9412051811814308,0.21948831,4675000,66995,154.5437958240509,0.56630635,0.077648,-0.00090941525,5.2235537,73.4
47000,188,12.65298973158002,0.004912349,0.9096988961100578,0.21697061,4700000,69710,155.31626057624817,0.9153675,0.054120004,-0.0010778181,5.2216635,65.32
47250,189,8.604793414715678,0.011429779,0.9060200899839401,0.21663143,4725000,70444,156.07330751419067,1.0066607,0.133052,0.0046157045,5.2199774,50.76
47500,190,9.010562894623726,0.00309124,0.8861991465091705,0.21650295,4750000,68551,156.8208487033844,1.1248634,0.025411999,-0.0005633489,5.2186823,52.19
47750,191,7.669448520764709,0.005789978,0.8789591193199158,0.2156608,4775000,69645,157.58692121505737,1.2028642,0.070272006,-8.5303465e-05,5.217343,47.08
48000,192,10.444578663427382,0.013254866,0.9251395389437675,0.22208743,4800000,71123,158.34716391563416,0.72924495,0.16100001,0.0053786,5.2154865,56.86
48250,193,11.64074392678216,0.012844239,0.909793920814991,0.21868226,4825000,69314,159.1023759841919,0.92225206,0.15039602,0.0050618798,5.213487,62.06
48500,194,9.587175896055996,0.009360177,0.9372330531477928,0.22090183,4850000,68808,159.86268830299377,0.6577654,0.120547995,0.00025877246,5.2118697,52.86
48750,195,10.836190498191863,0.00832885,0.9307513386011124,0.22252871,4875000,69042,160.61419248580933,0.7013598,0.10750799,0.00026793324,5.210896,56.64
49000,196,12.024385876301675,0.009866009,0.9539936073124409,0.22446372,4900000,66614,161.40924453735352,0.48356038,0.10763601,0.0028164145,5.2085905,61.08
49250,197,11.711756498645991,0.009879506,0.9426385685801506,0.22685508,4925000,70028,162.20347213745117,0.5980829,0.11720399,0.0031787367,5.20718,58.83
49500,198,9.825725345127285,0.0049504745,0.9285815060138702,0.22013086,4950000,68554,162.95906782150269,0.7415894,0.048531998,-0.00072880334,5.2069054,54.74
49750,199,8.694265928771348,0.0034790903,0.9208396375179291,0.22037016,4975000,62051,163.72537684440613,0.85860187,0.033684004,-0.00018403996,5.206966,49.78
50000,200,6.2170107861235735,0.009426547,0.9004524797201157,0.22068569,5000000,68918,164.54119849205017,1.0526873,0.105812,0.0029872886,5.206115,40.28
50250,201,6.592521260194481,0.0033761344,0.8959490209817886,0.22312775,5025000,69402,165.3131504058838,1.1249918,0.030196,-0.0012267698,5.2050886,40.82
50500,202,10.143136742413043,0.0036087981,0.9235631227493286,0.22326289,5050000,70722,166.0734601020813,0.7821312,0.033192,-0.0021807745,5.202919,54.85
50750,203,6.214925872627646,0.006211292,0.9118365049362183,0.22428976,5075000,68974,166.81384348869324,0.91195476,0.066832,-0.0019091929,5.1983137,41.09
51000,204,4.678759982641786,0.007514541,0.9118196591734886,0.22454813,5100000,68244,167.58154606819153,0.92768,0.093016006,0.0002029936,5.194247,33.39
51250,205,6.434367106072605,0.0033836854,0.9382626675069332,0.22647695,5125000,69008,168.33627152442932,0.65943176,0.030184,-0.0011660343,5.190769,39.65
51500,206,7.574009405579418,0.008063155,0.9348312094807625,0.2249567,5150000,65318,169.13944172859192,0.68599445,0.09597601,0.0018489253,5.18797,44.11
51750,207,5.77928792744875,0.0060928455,0.9247917458415031,0.22819482,5175000,67480,169.95644307136536,0.80671823,0.070728004,0.0018523198,5.1857743,36.94
52000,208,6.422328577917069,0.0037572712,0.9357230365276337,0.22727726,5200000,57973,170.7763204574585,0.6744784,0.036596,-0.0017285682,5.184147,37.91
52250,209,6.717401671838015,0.0030750115,0.9413615427911282,0.23078947,5225000,70863,171.61075448989868,0.6626152,0.027548,0.0001022037,5.1822047,39.83
52500,210,7.681529314517975,0.011887572,0.9351864755153656,0.22838953,5250000,68241,172.37390112876892,0.6699035,0.147744,0.0036595229,5.1801996,45.15
52750,211,3.632846145834774,0.013146724,0.9220493957400322,0.22568725,5275000,68706,173.16985487937927,0.8580116,0.149208,0.005969451,5.178212,29.43
53000,212,5.6066823020391165,0.0068860417,0.9359712675213814,0.23257536,5300000,56174,173.9672782421112,0.6743985,0.08054001,0.0004986717,5.17617,35.16
53250,213,6.533302280660719,0.0063775345,0.9194556400179863,0.22610414,5325000,68443,174.83752274513245,0.8562676,0.070944,0.0009623645,5.173972,40.82
53500,214,5.036381049007177,0.008694902,0.9281013906002045,0.23152219,5350000,69647,175.6164391040802,0.84183013,0.09819601,0.0021664603,5.171294,34.0
53750,215,4.196188116278499,0.002969848,0.943147923797369,0.23029764,5375000,68464,176.39225149154663,0.63420075,0.030644,-0.00041642366,5.16906,30.72
54000,216,6.733257074411958,0.0057876934,0.9177838563919067,0.22528298,5400000,69473,177.14995074272156,0.9102332,0.072888,-0.0009077089,5.166337,41.04
54250,217,8.730341074150056,0.009248682,0.9218053072690964,0.22586069,5425000,67208,177.90804076194763,0.8291814,0.12466399,0.00073023635,5.1629496,49.58
54500,218,4.960258143749088,0.01055381,0.9490903466939926,0.2310402,5450000,69384,178.71820211410522,0.5599059,0.128196,0.002629719,5.1599517,31.23
54750,219,6.365447927061468,0.015227303,0.9334811046719551,0.22850762,5475000,60061,179.48312616348267,0.74379045,0.17738399,0.0049386686,5.1584177,40.27
55000,220,5.422169997170568,0.025443658,0.9303081333637238,0.22903048,5500000,68033,180.33491134643555,0.7690961,0.244488,0.012591958,5.1572623,34.35
55250,221,5.363363561592996,0.011562243,0.9108844622969627,0.22383559,5525000,69460,181.10493397712708,0.94445646,0.138548,0.0042287,5.156232,35.78
55500,222,5.328146265409887,0.017210491,0.9610402211546898,0.23421746,5550000,71020,181.86115956306458,0.42281327,0.19244,0.008289576,5.155903,32.59
55750,223,4.286221964675933,0.0081904,0.9305103048682213,0.22990252,5575000,69045,182.60799646377563,0.7989098,0.097404,0.003171072,5.155766,31.87
56000,224,4.6631055209413175,0.0052880934,0.9379617273807526,0.23166388,5600000,69237,183.36299896240234,0.7131623,0.058652002,-0.00068931404,5.154399,32.72
56250,225,5.025255787298083,0.0055398704,0.9136098176240921,0.22884105,5625000,71286,184.12214303016663,0.9410763,0.061408002,-0.00032358203,5.1519246,35.05
56500,226,3.056300668437034,0.005369685,0.9356832280755043,0.23053166,5650000,72063,184.86593055725098,0.7120093,0.064784,-0.00041341447,5.150043,27.83
56750,227,3.8745733178406954,0.00472424,0.9332846999168396,0.23373336,5675000,68558,185.6131627559662,0.7650577,0.051420003,-0.0017717503,5.147329,30.34
57000,228,3.475510383695364,0.004137692,0.9376308992505074,0.23076907,5700000,70455,186.3700156211853,0.7266097,0.042752005,-0.0018505603,5.14263,28.71
57250,229,3.8292831957153974,0.005877805,0.933260940015316,0.23345616,5725000,69247,187.11488103866577,0.7652487,0.072296,-0.0013798,5.138419,31.03
57500,230,4.002971177045256,0.008711022,0.941763810813427,0.23503722,5750000,67772,187.867981672287,0.6680735,0.110608,0.00061975175,5.1353884,31.46
57750,231,3.735312011539936,0.005128259,0.912839487195015,0.23186173,5775000,69786,188.62761759757996,0.9792348,0.056056004,-0.0005471874,5.134064,29.83
58000,232,3.57153552537784,0.008991748,0.9525335766375065,0.23212768,5800000,69410,189.3715043067932,0.52784,0.11722,-7.623133e-05,5.132182,26.63
58250,233,4.870703078024089,0.0031850045,0.9130152463912964,0.23237185,5825000,69478,190.1232180595398,1.0081298,0.028844003,-0.0009807246,5.129077,31.82
58500,234,4.11654515536502,0.0035012576,0.924097090959549,0.23316026,5850000,68375,190.87656235694885,0.8876653,0.03528,-0.0012225753,5.1254683,31.15
58750,235,2.2704501213692128,0.009760503,0.9134620726108551,0.23337424,5875000,69364,191.64151048660278,1.0204432,0.12844,-0.00056408095,5.123359,23.39
59000,236,3.106875094641,0.005328401,0.9578046165406704,0.2355436,5900000,70108,192.3874795436859,0.4763719,0.06402,-0.0023003034,5.120941,27.66
59250,237,4.505823149327188,0.004908643,0.9541609659790993,0.23409727,5925000,68948,193.13638305664062,0.53433454,0.054672003,-0.00078469,5.1164227,32.03
59500,238,2.9254339860379694,0.0043770373,0.9625261649489403,0.23709519,5950000,68664,193.89028787612915,0.4566924,0.05068,-0.0013843833,5.112777,25.99
