serial_timesteps,n_updates,ep_reward_mean,approxkl,explained_variance,true_reward,total_timesteps,fps,time_elapsed,value_loss,clipfrac,policy_loss,policy_entropy,ep_len_mean
104250,417,3.049357250891626,0.004095981,0.9773013852536678,0.2588204,10425000,68960,331.2686457633972,0.3127703,0.043280005,-0.0012681629,4.5768604,32.69
104500,418,3.823592458665371,0.0044153035,0.9767975825816393,0.25903895,10450000,69424,332.017187833786,0.31797472,0.049011998,-0.0018085481,4.5741634,36.33
104750,419,3.072595690265298,0.007957434,0.9828881323337555,0.25977075,10475000,69216,332.7850697040558,0.22696614,0.106248,-0.002403017,4.5683174,33.27
105000,420,3.434182362947613,0.009223448,0.9837062954902649,0.25957784,10500000,69686,333.5463297367096,0.21504983,0.12063201,-0.00017160938,4.5607443,34.34
105250,421,3.611431700643152,0.009102634,0.9783530794084072,0.25810412,10525000,69296,334.2902431488037,0.29333198,0.117515996,-0.00050491263,4.5562797,35.33
105500,422,3.9850846254453063,0.0075042816,0.9662566669285297,0.25639945,10550000,67035,335.03861570358276,0.45127982,0.10058399,-0.0009751919,4.5513825,36.09
105750,423,3.533110729958862,0.0049013495,0.9879118967801332,0.25889406,10575000,70926,335.7942404747009,0.16378245,0.056596003,-0.002232269,4.546584,35.96
106000,424,3.5666547085903586,0.009544624,0.9709585811942816,0.25920182,10600000,70318,336.5329065322876,0.3842865,0.12948799,-0.0015331137,4.540877,35.5
106250,425,3.857595548201352,0.010227708,0.97603789716959,0.25723785,10625000,67926,337.2779583930969,0.31950092,0.138544,-0.00094830076,4.5330567,36.27
106500,426,3.834955599550158,0.012762515,0.9792895652353764,0.2604579,10650000,70547,338.0369703769684,0.26744822,0.163788,0.001303227,4.5261183,37.27
106750,427,4.591216762606055,0.004725798,0.9673010185360909,0.25893474,10675000,70465,338.7850811481476,0.4341445,0.052904002,-0.0007927708,4.522549,39.24
107000,428,3.654398120418191,0.011379989,0.9807084146887064,0.26075944,10700000,70828,339.53031516075134,0.25901747,0.14378001,0.00029713198,4.5213995,35.97
107250,429,4.03568001454696,0.0078717815,0.9722090940922499,0.2582187,10725000,69064,340.2639093399048,0.36933765,0.106511995,-0.0011893768,4.5197077,36.21
107500,430,2.767911076173186,0.007907873,0.9855246096849442,0.26017442,10750000,62395,341.05336141586304,0.19936536,0.108224,-0.00158686,4.518437,32.59
107750,431,3.61912117337808,0.018458104,0.9824912268668413,0.26027632,10775000,68178,341.9033043384552,0.23656921,0.22283201,0.0011726901,4.517435,35.1
108000,432,3.1881756864488127,0.009354632,0.985274501144886,0.2605125,10800000,63012,342.6995418071747,0.19710155,0.12800798,-0.00013642505,4.5152307,34.46
108250,433,4.184810655955225,0.010338599,0.9810758586972952,0.26111597,10825000,70692,343.48174953460693,0.24415794,0.14061598,0.00012673212,4.511982,37.64
108500,434,3.842921640519053,0.0085613085,0.9741199873387814,0.26034898,10850000,67645,344.22437047958374,0.3399158,0.115508,-0.0007994232,4.5072556,36.67
108750,435,3.402367433793843,0.0068425634,0.9844594141468406,0.2603327,10875000,71759,344.9967157840729,0.20176229,0.08898,-0.0018346312,4.5023413,35.58
109000,436,4.243960581198334,0.0062452834,0.973340043798089,0.26172784,10900000,69337,345.78360176086426,0.3509633,0.075807996,-0.00059048476,4.5006495,37.54
109250,437,4.1175242185220124,0.004319621,0.9826887510716915,0.25864682,10925000,67721,346.52727603912354,0.23136744,0.048592,-0.0016027369,4.4984283,37.34
109500,438,3.740689369942993,0.010835136,0.9777703676372766,0.26102903,10950000,68741,347.29405426979065,0.29110074,0.14549601,-0.0019369575,4.4951963,36.03
109750,439,5.383746734037995,0.011719706,0.9705212675035,0.2610831,10975000,70471,348.0479316711426,0.39741156,0.14440002,0.00075519586,4.4919305,41.43
110000,440,4.1719096933864055,0.015496989,0.9732573218643665,0.26199183,11000000,67727,348.8056399822235,0.36408362,0.20285201,0.0001479628,4.487797,37.35
110250,441,3.417282942943275,0.007523729,0.9869957165792584,0.26070258,11025000,68694,349.5754382610321,0.17468956,0.09335999,0.00022199642,4.4838886,34.97
110500,442,3.907250066436827,0.0139306355,0.9748905040323734,0.25926563,11050000,70344,350.3296341896057,0.33672196,0.188748,0.0004979245,4.4819174,35.81
110750,443,3.698438014406711,0.011775671,0.9702619444578886,0.26173273,11075000,68421,351.07346177101135,0.4175325,0.158872,0.0010369236,4.4815154,36.07
111000,444,3.8191248855553566,0.005762131,0.9767891932278872,0.26036677,11100000,70157,351.82757687568665,0.31719977,0.072083995,-0.0015870363,4.480813,36.66
111250,445,3.5707748048380017,0.008585235,0.9841981958597898,0.25932863,11125000,68731,352.5779547691345,0.2202669,0.11096001,-0.00015342855,4.4787164,34.97
111500,446,4.3004603368975225,0.0053337687,0.9735141079872847,0.26180917,11150000,68123,353.33716917037964,0.37046924,0.063624,-0.00038552465,4.4749537,37.51
111750,447,3.527641982845962,0.005715252,0.9892656672745943,0.26333565,11175000,68555,354.11167669296265,0.14874181,0.07074,0.00020299414,4.47138,36.08
112000,448,5.041329725813121,0.0070014684,0.973425718024373,0.26191702,11200000,68083,354.8806402683258,0.35115442,0.08476799,0.0017948954,4.468113,40.92
112250,449,4.436175393965096,0.0031275689,0.9749956037849188,0.26115942,11225000,67880,355.6497836112976,0.32587403,0.029908001,-0.0016751798,4.4644966,39.5
112500,450,3.934473203010857,0.00810914,0.9645429737865925,0.26210824,11250000,70274,356.43172454833984,0.4679069,0.109459996,-0.0026023034,4.462846,36.66
112750,451,4.394517495371401,0.0036869776,0.9712370559573174,0.2608754,11275000,69309,357.1781632900238,0.37054124,0.035288,-0.00149654,4.4634533,38.51
113000,452,4.27702956199646,0.00415479,0.9844047222286463,0.26143,11300000,69594,357.9328212738037,0.20561734,0.045472,-0.0019636243,4.4633374,39.12
113250,453,5.10213901180774,0.006129359,0.9688277821987867,0.26191893,11325000,69226,358.71537375450134,0.42011356,0.075316004,-0.0011835563,4.462747,41.21
113500,454,3.8218985204398632,0.037719972,0.9786486085504293,0.2615019,11350000,71195,359.4713091850281,0.2871919,0.335244,0.011852784,4.459701,37.19
113750,455,3.8415047429315745,0.01726727,0.9696326423436403,0.2601126,11375000,70298,360.20559525489807,0.4145209,0.21098399,0.0035906942,4.458168,36.72
114000,456,4.078058451153338,0.015184124,0.9856604877859354,0.26140603,11400000,68680,360.9768052101135,0.20753422,0.16922,0.0050108656,4.456188,37.87
114250,457,3.288439493160695,0.009473953,0.9896269459277391,0.26192227,11425000,68996,361.7309663295746,0.14260992,0.11938801,0.0022431838,4.4528866,34.39
