time_elapsed,explained_variance,fps,true_reward,policy_loss,policy_entropy,approxkl,ep_len_mean,value_loss,n_updates,serial_timesteps,ep_reward_mean,total_timesteps,clipfrac
142.20064663887024,0.8855181112885475,54339,0.031309094,-0.0017138649,1.7146136,0.0043932395,241.63,0.61463046,162,40500,8.636823654554306,4050000,0.046799995
143.02017855644226,0.9004497304558754,54996,0.033303346,-0.0021282856,1.7120081,0.0046526124,232.39,0.69966036,163,40750,9.337169746820967,4075000,0.050719995
143.82770013809204,0.9044742211699486,55189,0.038290683,-0.002164965,1.708032,0.0041415077,245.52,0.42176032,164,41000,9.870986699504034,4100000,0.043228
144.63101291656494,0.9041129499673843,56520,0.036736485,-0.001540773,1.7023929,0.0030267413,244.29,0.46118754,165,41250,9.372218573808668,4125000,0.025884002
145.4234082698822,0.9093575924634933,55592,0.036607657,-0.002390899,1.696657,0.0043933135,241.36,0.47664565,166,41500,9.449926482876435,4150000,0.046656
146.20885252952576,0.9215659499168396,54975,0.037591178,-0.0016211902,1.6894524,0.0037827808,240.6,0.45568782,167,41750,9.788653315610485,4175000,0.038184
146.99373292922974,0.8959846049547195,56267,0.044908617,-0.001280755,1.6805519,0.0074976915,243.82,0.64623153,168,42000,11.568303251275706,4200000,0.099112004
147.781982421875,0.9246508106589317,53975,0.03658939,-0.0019761277,1.6713121,0.003807642,238.56,0.47448277,169,42250,9.508133946602866,4225000,0.035076
148.57983255386353,0.8955999538302422,56818,0.037233923,-0.0015958094,1.6643562,0.0057107257,241.76,0.57396567,170,42500,9.737797140261227,4250000,0.06974001
149.35794019699097,0.917112872004509,56672,0.039535794,-0.0018729974,1.6613855,0.0040332405,234.77,0.5873096,171,42750,10.38008784216023,4275000,0.039816
150.14942955970764,0.907907634973526,53804,0.033262577,-0.0022396958,1.6570959,0.003994213,242.25,0.49070257,172,43000,8.880605113890242,4300000,0.040276002
